station_nm,site_no,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,Latitude,Longitude
151716036,895,192,243,242.5,192,271,0.9912778904665315,0.7763547990238591,1.143573859174592,0.7929905111723294,1.1404783889548433,1.4161470047025149,0.005795921608466275,44.784437419955154,-67.44299377675401
151716328,912,331,235,244,170,292,1.0314465408805031,0.7452054794520548,1.2930232558139534,0.7191780821917808,1.2236842105263157,1.693467336683417,0.007212885154061624,44.81439811993326,-68.00890275054788
151716379,913,350,233,230.5,171,299,1.020642166932968,0.7564250095895666,1.4441604018954646,0.7534490292777327,1.3869381385304953,1.8453742203742203,0.007818121747394203,44.81873682525826,-68.04418315808275
151716328,915,330,227,227.5,160.5,286,1.026930861659063,0.7439329307259714,1.327709838799333,0.725340517886544,1.2700688847868173,1.7542309490416081,0.00732301894061555,44.819343263001535,-68.01198844847686
151716299,923,328,238,245,166.5,280,1.0148379711165902,0.7284059107439804,1.2137539879475363,0.7140240240240241,1.1904239543340038,1.6571586650008925,0.006899889036045388,44.84210251477831,-68.13453346362766
151715837,925,292,227,239.5,159.5,270.5,1.042909747548065,0.7618388075451787,1.2388462631429382,0.7256033095840038,1.1531425891181988,1.6219219219219219,0.0070665265470460275,44.845344281244174,-67.56837923927586
151716299,932,334,242.5,244,174,284,1,0.7054001928640309,1.1825742240215924,0.709485815602837,1.1821953979630329,1.6515307435039877,0.0065755572111504314,44.85526132198703,-68.1473355427521
151716230,933,333,248,247,183,310,0.9945255474452555,0.7585034013605442,1.2289156626506024,0.76,1.2191780821917808,1.6106870229007633,0.006265465029170733,44.8574016904927,-67.98280363208205
151715617,949,296,213.5,235.5,167.5,277.5,1.0572338489535942,0.7677415487892592,1.2707246376811594,0.7230382895648341,1.188195669607057,1.7018706731477389,0.00729714373006647,44.88996650548601,-67.56175301511043
151716176,950,337,234,243,171,289,0.9935897435897436,0.717948717948718,1.228855721393035,0.7073170731707317,1.2341463414634146,1.7307692307692308,0.007100778455712182,44.89640544740718,-68.22517361074105
151716010,956,353,238,250,165,276,1.0284090909090908,0.7132867132867133,1.228200371057514,0.6987951807228916,1.1849056603773584,1.6837209302325582,0.007024871843554206,44.91000570562019,-68.00396206658066
151716010,964,330,247.5,257,181,287,1.0130769230769232,0.7171751211261874,1.158998170817504,0.7050691244239631,1.1370083010052976,1.605263157894737,0.006346855066856004,44.924551293256535,-68.01490024146476
151715391,979,204,240,246,171,243,0.996370107676098,0.7251489542801557,1.011297852474323,0.7147838381901841,0.9983498349834983,1.4129166666666668,0.00573971616538472,44.94061297525106,-67.41112904062608
151716071,981,341,256,260,173,288,1.0227272727272727,0.7036144578313253,1.1673387096774193,0.6962616822429907,1.1271186440677967,1.6644295302013423,0.006490965819597299,44.94389933272743,-68.21535912932242
151715391,987,207,229,236,166,254,1.003125,0.7108843537414966,1.1317073170731706,0.7063655030800822,1.12,1.5813953488372092,0.006490929705215419,44.947497827277566,-67.4022197567213
151716043,994,344,225.5,229.5,178.5,327.5,1.017558999948733,0.7581338742393509,1.453531712086032,0.7681171594982079,1.435293509714758,1.8890146331192756,0.007817955475446175,44.95881056665016,-68.28931777939488
151715467,1031,312,214.5,223.5,165,273.5,1.0041339396444813,0.7698580441640379,1.2232055063913472,0.7645884701185863,1.2110221436854602,1.569047619047619,0.0072622984344116875,45.03821823820992,-67.96708530086866
151715742,1034,330,221.5,224,160.5,270,0.9791509707331207,0.7222572243916081,1.2673967807367663,0.7496223564954683,1.288009948641752,1.7217082917082918,0.00783992045936375,45.0407019574967,-68.26520741999889
151715499,1037,327,216,227,162,280,1.018450184501845,0.7337461300309598,1.3611111111111112,0.7247191011235955,1.2941176470588236,1.7958115183246073,0.008029447665547758,45.0466682347062,-68.07488852793676
151715316,1042,303,228,247,186,274,1.027027027027027,0.7890909090909091,1.1594202898550725,0.7795275590551181,1.132596685082873,1.4864864864864864,0.00617445907890364,45.05832878396097,-67.57409580682636
150098138,1057,339,214,225,155,264,1.0334448160535117,0.7421602787456446,1.2098765432098766,0.7288888888888889,1.1612903225806452,1.5957446808510638,0.007328167115902965,45.10444480705569,-68.07240480864999
151715282,1075,482,237,241,182.5,298.5,1.0129676334594366,0.7845706460175494,1.241823980830878,0.7734831840459693,1.2228618942033576,1.6134848484848483,0.006732339512909023,45.14347977767757,-67.93116724188316
151715315,1085,515,211,217,160,269,1.0142045454545454,0.7726574500768049,1.26,0.7557603686635944,1.206896551724138,1.619047619047619,0.0077153385536619075,45.163006181190596,-67.98578231158577
152243956,1139,518,228,232,164,285,1.0515645771551283,0.779574098218166,1.3148344608093028,0.7384541062801933,1.2383672248803828,1.6467833836083674,0.0072926857253282126,45.30998707011428,-68.0549429689247
152244096,1096,510,234.5,240.5,176,259.5,1.0148156277436349,0.7534098419756053,1.132329755115733,0.7289087013086402,1.0825720214514782,1.483501031991744,0.006270950732001342,45.19627107504931,-67.91964492476104
152244096,1097,500,235,243,177.5,258.5,1.0150003750093752,0.7435147887061281,1.1229821255792638,0.7370651204281891,1.0764132802229067,1.468572629808703,0.006177293393274715,45.196351338868276,-67.91944426521364
151717936,649,367,222,214,143,214,0.9871244635193133,0.6534090909090909,0.9874476987447699,0.6716867469879518,1.0119760479041917,1.4896551724137932,0.0063545892494929,44.3383712460737,-68.37242204572794
151716010,960,326,247,248.5,175,276.5,1.005738621415417,0.7046011560693641,1.1665517445182134,0.7146194926568759,1.1508083855496247,1.5964152563672922,0.006268775067573519,44.91877675739232,-68.01269744554436
{5714269B-A908-4A4A-9600-DEB750322D32},1002,303,231,235,178,282,1.0272727272727273,0.782608695652174,1.2821316614420062,0.7608695652173914,1.221476510067114,1.5816326530612246,0.006730147534238523,44.97035072017648,-67.71810247534741
{8EA63423-8648-45D6-8CC7-3539386D5003},1016,270,221,277.5,255,537.5,1.2166477272727274,1.109025653758902,2.4916761198148203,0.9015253180108491,1.9630653632915087,2.187517187929698,0.009824471911070057,44.98681818036685,-67.99951188372931
151715467,1033,333,216,231,168,285,1.01440329218107,0.7654320987654321,1.3082191780821917,0.7678571428571429,1.2746113989637307,1.6486486486486487,0.0075055892686042795,45.04035414761452,-67.99735367881945
151715316,1040,302,233.5,243,186,277.5,1.0227390180878553,0.7700091750949516,1.2035267158506595,0.7716480886705712,1.1314749888894375,1.5140930839495432,0.006476412149246432,45.05419965638548,-67.57319506841357
152244138,1041,315,237,250,192,285,1.017391304347826,0.7835820895522388,1.1703296703296704,0.7692307692307693,1.1415384615384616,1.513157894736842,0.006346903617735062,45.05801664688723,-67.70177770639074
151715282,1055,351,249,266,202,309,1.0596491228070175,0.8120950323974082,1.247557003257329,0.7625,1.1401869158878504,1.5138121546961325,0.005960591133004927,45.10139032283409,-67.85288772288992
151715282,1063,374,223.5,225.5,170,275.5,1,0.7555555555555555,1.247301285287151,0.769571136827774,1.213856103283589,1.617508258612553,0.006763433430736169,45.121732741839914,-67.88774897492576
151715315,1068,353,208,211,151,259,0.992,0.7319148936170212,1.2615894039735098,0.7401129943502824,1.2451394759087067,1.6859504132231404,0.008304093567251461,45.127609837028345,-67.99782634353112
152244116,1078,466,242.5,264.5,186,281,1.078729526339088,0.7848706774901818,1.1835016835016834,0.7212757689790577,1.0717685968336585,1.4693446088794926,0.005937971969195703,45.14949510499867,-67.87412642120748
150098086,1079,373,241,237,161,261,0.9898477157360406,0.6934865900383141,1.1144278606965174,0.7055016181229773,1.0939597315436242,1.6160337552742616,0.006443385462111551,45.15205016990229,-68.09487421885831
150098073,1094,531,230,231,174,286,1.0164778578784759,0.7705479452054794,1.2533783783783783,0.7589743589743589,1.2270531400966183,1.6417910447761195,0.006945431291743641,45.19397017890574,-68.21724086996697
151717936,623,332,231.5,237.5,162.5,236,0.98,0.6674242424242425,0.9962876043039086,0.6950648697892126,1.014188282647585,1.4308420855213804,0.006191472709909097,44.314390200608266,-68.35457672331205
151717936,639,336,227,224,154.5,212.5,0.9687491522665003,0.6451347797501643,0.921038685744568,0.6791231340587565,0.956692242114237,1.41974449068152,0.005696065535556703,44.32975180373739,-68.36246041397455
151717768,656,351,262,245,160,224,0.9443254817987152,0.5991561181434599,0.8897196261682243,0.6475095785440613,0.9298245614035088,1.4662162162162162,0.005494794405300242,44.355133006933606,-68.25175431212064
151717400,769,338,231.5,233.5,175.5,272,1.0073183760683762,0.7468395252837977,1.1776547271383837,0.7524005232444869,1.1500598578071681,1.560519234602352,0.0063398219461014375,44.55191759552322,-68.13375758004436
151717326,785,341,242,243,173,281,1.007462686567164,0.7289719626168224,1.2233676975945018,0.7128712871287128,1.2013201320132014,1.7,0.006830565476966395,44.58384029996484,-68.14084309161828
151717340,794,331,249,248,162,244,0.9823788546255506,0.6625514403292181,1.0074257425742574,0.6746666666666666,1.008097165991903,1.5273972602739727,0.005847953216374269,44.59308847554969,-68.06810623523448
{AF8981CC-D81F-4D0B-869C-1E32FD584230},800,342,297.5,359.5,332,284.5,1.1877084295315785,1.0633236939414052,0.9588137609384385,0.9001845018450185,0.8158805031446541,0.9151383099658962,0.0029471104187571593,44.59814509614429,-68.43639676854173
151717326,803,323,237,248,178,286,1.0088235294117647,0.7333333333333333,1.2035928143712575,0.717391304347826,1.1857707509881423,1.68,0.00664802733768251,44.60802200497768,-68.14772794364481
{AF8981CC-D81F-4D0B-869C-1E32FD584230},808,334,275.5,339.5,307,264.5,1.185342512227531,1.0773231622746184,1.025825726430214,0.906748678424979,0.8676128238385048,0.9561364722753346,0.0033160027866374186,44.61583435002331,-68.39484686492573
151717259,826,358,280.5,329,218,271,1.1287577365163572,0.7522536933555148,1.0288554868410105,0.6628783497204549,0.918393286990169,1.3314413429379983,0.00429792485055276,44.65580127276535,-68.25140204313742
151717259,828,333,279,319,213,272,1.1196013289036544,0.7493472584856397,1.013793103448276,0.6676136363636364,0.9193548387096774,1.3438735177865613,0.004683292354525231,44.65604206422224,-68.24758505263567
151717234,835,341,239,239,189,266,1.013157894736842,0.7874564459930313,1.1791907514450868,0.77828054298642535,1.1502890173410405,1.494186046511628,0.005840578748257781,44.66554886766818,-68.2860002082111
151717225,838,353,243,248,164,250,1.003003003003003,0.7007874015748031,1.0705596107055961,0.7030716723549488,1.0588235294117647,1.501492537313433,0.005995558845299779,44.676959707263954,-68.2130136421683
{AF8981CC-D81F-4D0B-869C-1E32FD584230},842,341,272,323,285,260,1.143859649122807,1.0357142857142858,0.9753086419753086,0.9022082018927445,0.8650306748466258,0.9715302491103203,0.0033753643014334147,44.682997330090316,-68.38562990304825
151717271,844,338,254,252,174,271,0.9915574237674551,0.6848925663953023,1.0766141489033054,0.7021683673469388,1.0835972017673048,1.5570524412296565,0.0058282426985210335,44.68742521743639,-68.44521687042545
{DFA65455-AC2A-409A-917C-921EB259F02F},905,182,221.5,218.5,161,233.5,0.9672477391718229,0.7501704769766357,1.1256674103226132,0.7682360742705571,1.1388336520076483,1.46875,0.0065953804952367315,44.803366303927035,-67.3427576441736
{DFA65455-AC2A-409A-917C-921EB259F02F},911,180,215,222,159,232.5,0.9817769274555689,0.7489130434782609,1.1015178671446175,0.7804806132979507,1.100389906247262,1.420513622797728,0.006560243131409186,44.81418854218375,-67.34928576811583
151715586,939,215,219,233,177,253,0.994413407821229,0.7430406852248393,1.13013698630137,0.7653958944281525,1.1409395973154361,1.492063492063492,0.0063102266322976434,44.8649777031825,-67.46007659288976
151716071,980,332,263.5,265.5,187.5,310.5,1.0219379160985,0.7206543456543457,1.192611173921236,0.7041831543244771,1.1527480795121565,1.6267110854848696,0.006145803999219559,44.941700995908086,-68.21109622871532
151715391,990,213,250,253,177,265,0.9971014492753624,0.7085610200364298,1.0364583333333333,0.7107438016528925,1.0451127819548873,1.4809160305343512,0.005709926991391522,44.95060582071182,-67.42612499746882
151715161,1025,183,277,297,215,253,1.0716723549488054,0.7615384615384615,0.9498207885304659,0.7225130890052356,0.8888888888888888,1.224,0.0045466987013776956,45.01333645433169,-67.15630479272481
151715161,1026,187,274,293,214,244,1.0543478260869565,0.7536466774716369,0.9328358208955224,0.7210526315789474,0.875,1.2282608695652173,0.004619185734235686,45.01470093925405,-67.15170300043766
151715499,1038,347,217,230,159,279,1.003257328990228,0.745928338762215,1.3125,0.716012084592145,1.3010752688172043,1.7772020725388602,0.008271144278606965,45.04895575354662,-68.08912643760043
151715163,1044,196,235,239,181.5,236.5,0.9861204711016976,0.7328524707674386,0.9779839379673221,0.761089006778662,1.0017667844522968,1.3395968873580815,0.0054689207237879935,45.069182235925055,-67.35778927382476
152244061,1045,185,232,239,180,283,1.0091074681238617,0.7490636704119851,1.2549019607843137,0.7410071942446043,1.2464788732394365,1.6725663716814159,0.00731163251817581,45.07368592798903,-67.22198289214101
151715163,1046,259,245,240,188,245,0.9911190053285968,0.7692307692307693,1.0382165605095541,0.7911931818181818,1.0271317829457365,1.391304347826087,0.0054304197950606784,45.07811827443616,-67.3998921059714
152244015,1052,166,217.5,234,153.5,247,1.0069552140608111,0.6984924623115578,1.153499203333742,0.6804634618041165,1.1415197779319917,1.7018995098039216,0.007499361001865835,45.098228820187195,-67.213220758571
151715282,1053,336,232,236.5,174,282.5,1.0203669154228856,0.7743529953852706,1.2506811409110261,0.7668942653903574,1.2214276223378004,1.602254818765911,0.00654544337258086,45.09836705231985,-67.877591142726
152244015,1058,184,238,243.5,166.5,269.5,1.0186276938320535,0.714436726064633,1.1943445243804955,0.7063214563214564,1.1615413288603111,1.7018918795411964,0.0071352086528596965,45.104525070874665,-67.20121685853512
152244015,1060,189,224,226,155,246,1,0.7202380952380952,1.1428571428571428,0.7055214723926381,1.1331058020477816,1.6560509554140128,0.007263492063492063,45.11080348515792,-67.21170020511177
152244015,1061,185,229,236,159,250,0.995850622406639,0.7151515151515152,1.1457286432160805,0.6990950226244343,1.098159509202454,1.6394557823129252,0.006806752873563218,45.111307363576955,-67.21030004738098
151715136,1070,483,219,231,166,260,1.0664335664335665,0.8095238095238095,1.238532110091743,0.75,1.1487603305785123,1.5514285714285714,0.00678096918242461,45.12876920330224,-67.53732605953965
151715136,1071,464,220.5,239,183,270,1.0603576751117734,0.8290835009541493,1.2187304360486277,0.7739820200951877,1.1330420357765845,1.4923371647509578,0.006206763281568557,45.138302761354524,-67.55139898246433
152244103,1100,515,229,232,175,276,1,0.7574257425742574,1.1988472622478386,0.759656652360515,1.1878980891719746,1.5591836734693878,0.006391026477109691,45.20697291757758,-68.08097965997578
152244103,1102,508,228,226,171.5,282,0.9911634565330557,0.7555642398744573,1.2317028632645113,0.7593410824288648,1.225062470453164,1.6486993345432546,0.0069887323374682436,45.20975985573599,-68.08109113750211
152243910,1134,482,245,279,185,280,1.1126826159427394,0.7659238185553975,1.1552599862258952,0.6810186984497129,1.0322521960600861,1.4980916030534353,0.006049954152428847,45.28965802841162,-67.82720330082206
152244170,1138,494,228,237.5,167,287,1.0379267357115458,0.7747549019607843,1.287282978342581,0.7390862724757954,1.2044649881982692,1.6814888010540185,0.007223444446932434,45.305438787039776,-68.13773509818404
152243956,1140,486,228,235.5,167,283.5,1.0396501152315105,0.7557210934227063,1.2958447238928377,0.736885922033484,1.2110021931281985,1.6593667841360407,0.00732337083490775,45.31140060514822,-68.05970082974873
152243868,1154,324,252,248,169,277.5,0.9907830228323296,0.716446503116601,1.1662929745889388,0.7059756818051877,1.1444447474637287,1.641475870775234,0.006694105429762039,45.331858960781446,-67.83909126423055
152243868,1155,328,248,246,171,276.5,1,0.7250363036303631,1.129581654193053,0.7157894736842105,1.122708674304419,1.5668026517083122,0.006336815633989964,45.33401716569131,-67.83839118536515
152243869,1162,369,250,247,181,276,0.9865771812080537,0.7287234042553191,1.1206896551724137,0.7276264591439688,1.119496855345912,1.552325581395349,0.006263406263406264,45.35235744832414,-67.9208756366518
152243996,1129,531,247,263,197,294,1.0415512465373962,0.7966101694915254,1.221498371335505,0.7634408602150538,1.150259067357513,1.5051194539249146,0.006068568568568569,45.27282492193487,-67.9659036390895
152243996,1135,486,245.5,249,190,260.5,1.0020576131687244,0.7555173905987991,1.0633643489898668,0.7578871417197452,1.0485402494331066,1.4008547008547008,0.005379546807384213,45.2949197676547,-68.00200898031925
152243996,1141,525,237,245,182,261,1.0252100840336134,0.7588652482269503,1.0803858520900322,0.7335243553008596,1.064,1.4399323181049068,0.005902079141515761,45.31227012985365,-68.012768791161193
152243996,1142,492,225,237,161,242,1.0072185878637492,0.7429326355753938,1.1545007956825573,0.7152749211572741,1.1055727554179566,1.5485893416927898,0.006771554589739438,45.315922133616425,-67.99226138541641
152243996,1147,478,251,251.5,186,264,0.9957795784909549,0.7609316882881249,1.0965097402597404,0.7425201380897584,1.0719534050179211,1.449295997468755,0.00566620899256832,45.32398864742212,-68.00936649705743
152243996,1148,475,247,249,182,264,1.007052186177715,0.7510729613733905,1.105263157894737,0.7426160337552743,1.0695825049701788,1.4558823529411764,0.005974180553012269,45.32411796135266,-68.00852818605938
152243996,1150,376,230.5,240,170.5,259.5,1.0114295017909476,0.7574186113511956,1.1661382399057496,0.7340263691683571,1.1430703624733476,1.524390243902439,0.006884906079962519,45.32822033432183,-67.9547068363443
152243996,1153,341,220,233,165,269,1.0394190871369295,0.7736625514403292,1.2570888468809074,0.7325349301397206,1.1721311475409837,1.5887096774193548,0.007027600416148181,45.33031611181695,-67.94592240726901
152244093,1072,470,224,246,182.5,246,1.0873559394994814,0.8350936411149825,1.097199460136894,0.7761875553738158,1.0167015098722416,1.3178947368421055,0.005876022251100263,45.14090687636973,-67.70506406386713
152244093,1084,493,232,240,180,235,1.036697247706422,0.7806691449814126,0.9886104783599089,0.7697841726618705,0.9562043795620438,1.2616822429906542,0.005354479076705661,45.16222137940521,-67.69693958174774
152244093,1089,501,240,247,179,245,1.0306513409961686,0.7851851851851852,1.0836501901140685,0.7633802816901408,1.0455840455840455,1.396694214876033,0.005802707930367505,45.175745832900304,-67.68720090504702
152244093,1093,509,228,245,188,246,1.0677966101694916,0.8429003021148036,1.0984455958549222,0.7842105263157895,1.0238663484486874,1.2941176470588236,0.005555555555555556,45.189649309984944,-67.6338522200436
152244093,1095,466,219.5,241.5,180,242,1.046968524251806,0.8038949833600395,1.1042811427609003,0.7666140904311252,1.0490087685855891,1.3517541772419628,0.006040875851584931,45.19594110157136,-67.64767989241034
