station_nm,site_no,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,Latitude,Longitude,cluster
{8EA63423-8648-45D6-8CC7-3539386D5003},1016,270,221,277.5,255,537.5,1.21664772727273,1.1090256537589,2.49167611981482,0.901525318010849,1.96306536329151,2.1875171879297,0.00982447191107006,44.9868181803669,-67.9995118837293,3
151715467,1033,333,216,231,168,285,1.01440329218107,0.765432098765432,1.30821917808219,0.767857142857143,1.27461139896373,1.64864864864865,0.00750558926860428,45.0403541476145,-67.9973536788195,4
151715316,1040,302,233.5,243,186,277.5,1.02273901808786,0.770009175094952,1.20352671585066,0.771648088670571,1.13147498888944,1.51409308394954,0.00647641214924643,45.0541996563855,-67.5731950684136,5
152244138,1041,315,237,250,192,285,1.01739130434783,0.783582089552239,1.17032967032967,0.769230769230769,1.14153846153846,1.51315789473684,0.00634690361773506,45.0580166468872,-67.7017777063908,5
151715282,1055,351,249,266,202,309,1.05964912280702,0.812095032397408,1.24755700325733,0.7625,1.14018691588785,1.51381215469613,0.00596059113300493,45.1013903228341,-67.8528877228899,5
151715282,1063,374,223.5,225.5,170,275.5,1,0.755555555555556,1.24730128528715,0.769571136827774,1.21385610328359,1.61750825861255,0.00676343343073617,45.1217327418399,-67.8877489749258,5
151715315,1068,353,208,211,151,259,0.992,0.731914893617021,1.26158940397351,0.740112994350282,1.24513947590871,1.68595041322314,0.00830409356725146,45.1276098370284,-67.9978263435311,4
152244116,1078,466,242.5,264.5,186,281,1.07872952633909,0.784870677490182,1.18350168350168,0.721275768979058,1.07176859683366,1.46934460887949,0.0059379719691957,45.1494951049987,-67.8741264212075,6
150098086,1079,373,241,237,161,261,0.989847715736041,0.693486590038314,1.11442786069652,0.705501618122977,1.09395973154362,1.61603375527426,0.00644338546211155,45.1520501699023,-68.0948742188583,5
150098073,1094,531,230,231,174,286,1.01647785787848,0.770547945205479,1.25337837837838,0.758974358974359,1.22705314009662,1.64179104477612,0.00694543129174364,45.1939701789057,-68.217240869967,5
151717936,623,332,231.5,237.5,162.5,236,0.98,0.667424242424243,0.996287604303909,0.695064869789213,1.01418828264759,1.43084208552138,0.0061914727099091,44.3143902006083,-68.3545767233121,6
151717936,639,336,227,224,154.5,212.5,0.9687491522665,0.645134779750164,0.921038685744568,0.679123134058757,0.956692242114237,1.41974449068152,0.0056960655355567,44.3297518037374,-68.3624604139746,6
151717768,656,351,262,245,160,224,0.944325481798715,0.59915611814346,0.889719626168224,0.647509578544061,0.929824561403509,1.46621621621622,0.00549479440530024,44.3551330069336,-68.2517543121206,6
151717400,769,338,231.5,233.5,175.5,272,1.00731837606838,0.746839525283798,1.17765472713838,0.752400523244487,1.15005985780717,1.56051923460235,0.00633982194610144,44.5519175955232,-68.1337575800444,5
151717326,785,341,242,243,173,281,1.00746268656716,0.728971962616822,1.2233676975945,0.712871287128713,1.2013201320132,1.7,0.00683056547696639,44.5838402999648,-68.1408430916183,5
151717340,794,331,249,248,162,244,0.982378854625551,0.662551440329218,1.00742574257426,0.674666666666667,1.0080971659919,1.52739726027397,0.00584795321637427,44.5930884755497,-68.0681062352345,6
{AF8981CC-D81F-4D0B-869C-1E32FD584230},800,342,297.5,359.5,332,284.5,1.18770842953158,1.06332369394141,0.958813760938438,0.900184501845019,0.815880503144654,0.915138309965896,0.00294711041875716,44.5981450961443,-68.4363967685417,1
151717326,803,323,237,248,178,286,1.00882352941176,0.733333333333333,1.20359281437126,0.717391304347826,1.18577075098814,1.68,0.00664802733768251,44.6080220049777,-68.1477279436448,5
{AF8981CC-D81F-4D0B-869C-1E32FD584230},808,334,275.5,339.5,307,264.5,1.18534251222753,1.07732316227462,1.02582572643021,0.906748678424979,0.867612823838505,0.956136472275335,0.00331600278663742,44.6158343500233,-68.3948468649257,1
151717259,826,358,280.5,329,218,271,1.12875773651636,0.752253693355515,1.02885548684101,0.662878349720455,0.918393286990169,1.331441342938,0.00429792485055276,44.6558012727654,-68.2514020431374,2
151717259,828,333,279,319,213,272,1.11960132890365,0.74934725848564,1.01379310344828,0.667613636363636,0.919354838709677,1.34387351778656,0.00468329235452523,44.6560420642222,-68.2475850526357,2
151717234,835,341,239,239,189,266,1.01315789473684,0.787456445993031,1.17919075144509,0.778280542986425,1.15028901734104,1.49418604651163,0.00584057874825778,44.6655488676682,-68.2860002082111,6
151717225,838,353,243,248,164,250,1.003003003003,0.700787401574803,1.0705596107056,0.703071672354949,1.05882352941176,1.50149253731343,0.00599555884529978,44.676959707264,-68.2130136421683,6
{AF8981CC-D81F-4D0B-869C-1E32FD584230},842,341,272,323,285,260,1.14385964912281,1.03571428571429,0.975308641975309,0.902208201892745,0.865030674846626,0.97153024911032,0.00337536430143342,44.6829973300903,-68.3856299030483,2
151717271,844,338,254,252,174,271,0.991557423767455,0.684892566395302,1.07661414890331,0.702168367346939,1.0835972017673,1.55705244122966,0.00582824269852103,44.6874252174364,-68.4452168704255,6
{DFA65455-AC2A-409A-917C-921EB259F02F},905,182,221.5,218.5,161,233.5,0.967247739171823,0.750170476976636,1.12566741032261,0.768236074270557,1.13883365200765,1.46875,0.00659538049523673,44.803366303927,-67.3427576441736,6
{DFA65455-AC2A-409A-917C-921EB259F02F},911,180,215,222,159,232.5,0.981776927455569,0.748913043478261,1.10151786714462,0.780480613297951,1.10038990624726,1.42051362279773,0.00656024313140919,44.8141885421838,-67.3492857681158,6
151715586,939,215,219,233,177,253,0.994413407821229,0.743040685224839,1.13013698630137,0.765395894428153,1.14093959731544,1.49206349206349,0.00631022663229764,44.8649777031825,-67.4600765928898,6
151716071,980,332,263.5,265.5,187.5,310.5,1.0219379160985,0.720654345654346,1.19261117392124,0.704183154324477,1.15274807951216,1.62671108548487,0.00614580399921956,44.9417009959081,-68.2110962287153,5
151715391,990,213,250,253,177,265,0.997101449275362,0.70856102003643,1.03645833333333,0.710743801652893,1.04511278195489,1.48091603053435,0.00570992699139152,44.9506058207118,-67.4261249974688,6
151715161,1025,183,277,297,215,253,1.07167235494881,0.761538461538462,0.949820788530466,0.722513089005236,0.888888888888889,1.224,0.0045466987013777,45.0133364543317,-67.1563047927248,2
151715161,1026,187,274,293,214,244,1.05434782608696,0.753646677471637,0.932835820895522,0.721052631578947,0.875,1.22826086956522,0.00461918573423569,45.014700939254,-67.1517030004377,2
151715499,1038,347,217,230,159,279,1.00325732899023,0.745928338762215,1.3125,0.716012084592145,1.3010752688172,1.77720207253886,0.00827114427860697,45.0489557535466,-68.0891264376004,4
151715163,1044,196,235,239,181.5,236.5,0.986120471101698,0.732852470767439,0.977983937967322,0.761089006778662,1.0017667844523,1.33959688735808,0.00546892072378799,45.0691822359251,-67.3577892738248,6
152244061,1045,185,232,239,180,283,1.00910746812386,0.749063670411985,1.25490196078431,0.741007194244604,1.24647887323944,1.67256637168142,0.00731163251817581,45.073685927989,-67.221982892141,5
151715163,1046,259,245,240,188,245,0.991119005328597,0.769230769230769,1.03821656050955,0.791193181818182,1.02713178294574,1.39130434782609,0.00543041979506068,45.0781182744362,-67.3998921059714,6
152244015,1052,166,217.5,234,153.5,247,1.00695521406081,0.698492462311558,1.15349920333374,0.680463461804117,1.14151977793199,1.70189950980392,0.00749936100186584,45.0982288201872,-67.213220758571,5
151715282,1053,336,232,236.5,174,282.5,1.02036691542289,0.774352995385271,1.25068114091103,0.766894265390357,1.2214276223378,1.60225481876591,0.00654544337258086,45.0983670523199,-67.877591142726,5
152244015,1058,184,238,243.5,166.5,269.5,1.01862769383205,0.714436726064633,1.1943445243805,0.706321456321456,1.16154132886031,1.7018918795412,0.0071352086528597,45.1045250708747,-67.2012168585351,5
152244015,1060,189,224,226,155,246,1,0.720238095238095,1.14285714285714,0.705521472392638,1.13310580204778,1.65605095541401,0.00726349206349206,45.1108034851579,-67.2117002051118,5
152244015,1061,185,229,236,159,250,0.995850622406639,0.715151515151515,1.14572864321608,0.699095022624434,1.09815950920245,1.63945578231293,0.00680675287356322,45.111307363577,-67.210300047381,5
151715136,1070,483,219,231,166,260,1.06643356643357,0.80952380952381,1.23853211009174,0.75,1.14876033057851,1.55142857142857,0.00678096918242461,45.1287692033022,-67.5373260595397,5
151715136,1071,464,220.5,239,183,270,1.06035767511177,0.829083500954149,1.21873043604863,0.773982020095188,1.13304203577658,1.49233716475096,0.00620676328156856,45.1383027613545,-67.5513989824643,5
152244103,1100,515,229,232,175,276,1,0.757425742574258,1.19884726224784,0.759656652360515,1.18789808917197,1.55918367346939,0.00639102647710969,45.2069729175776,-68.0809796599758,5
152244103,1102,508,228,226,171.5,282,0.991163456533056,0.755564239874457,1.23170286326451,0.759341082428865,1.22506247045316,1.64869933454325,0.00698873233746824,45.209759855736,-68.0810911375021,5
152243910,1134,482,245,279,185,280,1.11268261594274,0.765923818555398,1.1552599862259,0.681018698449713,1.03225219606009,1.49809160305344,0.00604995415242885,45.2896580284116,-67.8272033008221,6
152244170,1138,494,228,237.5,167,287,1.03792673571155,0.774754901960784,1.28728297834258,0.739086272475795,1.20446498819827,1.68148880105402,0.00722344444693243,45.3054387870398,-68.137735098184,5
152243956,1140,486,228,235.5,167,283.5,1.03965011523151,0.755721093422706,1.29584472389284,0.736885922033484,1.2110021931282,1.65936678413604,0.00732337083490775,45.3114006051482,-68.0597008297487,5
152243868,1154,324,252,248,169,277.5,0.99078302283233,0.716446503116601,1.16629297458894,0.705975681805188,1.14444474746373,1.64147587077523,0.00669410542976204,45.3318589607815,-67.8390912642306,5
152243868,1155,328,248,246,171,276.5,1,0.725036303630363,1.12958165419305,0.715789473684211,1.12270867430442,1.56680265170831,0.00633681563398996,45.3340171656913,-67.8383911853652,5
152243869,1162,369,250,247,181,276,0.986577181208054,0.728723404255319,1.12068965517241,0.727626459143969,1.11949685534591,1.55232558139535,0.00626340626340626,45.3523574483242,-67.9208756366518,5
152243996,1129,531,247,263,197,294,1.0415512465374,0.796610169491525,1.22149837133551,0.763440860215054,1.15025906735751,1.50511945392491,0.00606856856856857,45.2728249219349,-67.9659036390895,5
152243996,1135,486,245.5,249,190,260.5,1.00205761316872,0.755517390598799,1.06336434898987,0.757887141719745,1.04854024943311,1.4008547008547,0.00537954680738421,45.2949197676547,-68.0020089803193,6
152243996,1141,525,237,245,182,261,1.02521008403361,0.75886524822695,1.08038585209003,0.73352435530086,1.064,1.43993231810491,0.00590207914151576,45.3122701298537,-68.0127687911612,6
152243996,1142,492,225,237,161,242,1.00721858786375,0.742932635575394,1.15450079568256,0.715274921157274,1.10557275541796,1.54858934169279,0.00677155458973944,45.3159221336164,-67.9922613854164,5
152243996,1147,478,251,251.5,186,264,0.995779578490955,0.760931688288125,1.09650974025974,0.742520138089758,1.07195340501792,1.44929599746876,0.00566620899256832,45.3239886474221,-68.0093664970574,6
152243996,1148,475,247,249,182,264,1.00705218617772,0.751072961373391,1.10526315789474,0.742616033755274,1.06958250497018,1.45588235294118,0.00597418055301227,45.3241179613527,-68.0085281860594,6
152243996,1150,376,230.5,240,170.5,259.5,1.01142950179095,0.757418611351196,1.16613823990575,0.734026369168357,1.14307036247335,1.52439024390244,0.00688490607996252,45.3282203343218,-67.9547068363443,5
152243996,1153,341,220,233,165,269,1.03941908713693,0.773662551440329,1.25708884688091,0.732534930139721,1.17213114754098,1.58870967741935,0.00702760041614818,45.330316111817,-67.945922407269,5
152244093,1072,470,224,246,182.5,246,1.08735593949948,0.835093641114982,1.09719946013689,0.776187555373816,1.01670150987224,1.31789473684211,0.00587602225110026,45.1409068763697,-67.7050640638671,6
152244093,1084,493,232,240,180,235,1.03669724770642,0.780669144981413,0.988610478359909,0.769784172661871,0.956204379562044,1.26168224299065,0.00535447907670566,45.1622213794052,-67.6969395817477,6
152244093,1089,501,240,247,179,245,1.03065134099617,0.785185185185185,1.08365019011407,0.763380281690141,1.04558404558405,1.39669421487603,0.00580270793036751,45.1757458329003,-67.687200905047,6
152244093,1093,509,228,245,188,246,1.06779661016949,0.842900302114804,1.09844559585492,0.78421052631579,1.02386634844869,1.29411764705882,0.00555555555555556,45.189649309985,-67.6338522200436,6
152244093,1095,466,219.5,241.5,180,242,1.04696852425181,0.80389498336004,1.1042811427609,0.766614090431125,1.04900876858559,1.35175417724196,0.00604087585158493,45.1959411015714,-67.6476798924103,6
152244093,1098,483,232,244,186,248,1.05172413793103,0.81578947368421,1.10931174089069,0.774509803921569,1.03571428571429,1.34821428571429,0.00540547288524918,45.1984515754644,-67.6430558046179,6
152244093,1103,485,215,234,174,268,1.08196721311475,0.816143497757848,1.29813664596273,0.75,1.18934911242604,1.58641975308642,0.00751598315920786,45.2147139170064,-67.6028213358127,5
152244093,1104,500,201,224,170,272,1.07940886699507,0.831839121190645,1.39223276723277,0.766135751041412,1.27374221566699,1.67623063211299,0.00776526996039191,45.215186581718,-67.5923825802466,4
152244093,1105,493,220,238,180,279,1.08333333333333,0.814159292035398,1.30331753554502,0.75,1.20408163265306,1.60648148148148,0.00749809139491766,45.2157841012592,-67.6029015996316,5
152244093,1107,507,197,210,158,275,1.08743169398907,0.842465753424658,1.41830065359477,0.76969696969697,1.31074380165289,1.72403560830861,0.00848232725556145,45.2180760792007,-67.5854709736137,4
