station_nm,site_no,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,Latitude,Longitude,cluster
150569602,1277,199,260,263,206,286,0.990757855822551,0.781725888324873,1.1,0.790322580645161,1.08333333333333,1.39644970414201,0.00487470210153824,45.8686856775047,-69.7085560035846,6
106404394,473,577,231,246,182,257,1.05343511450382,0.778260869565217,1.18218623481781,0.734104046242775,1.12719298245614,1.55555555555556,0.00645201315218066,43.9461085855031,-69.7730479821206,5
106404394,476,568,242.5,249.5,184.5,268,1.05527851458886,0.772355606163388,1.207899126893,0.728000397732922,1.13898441501427,1.56795405262849,0.00627969630647007,43.9507326732955,-69.7707158722696,5
106403894,501,544,219,219,159,277,0.994212733637144,0.734415393654524,1.2372495665575,0.741361048589964,1.23599483204134,1.71497678018576,0.00729848710479153,44.0143194543177,-69.4696507464441,5
106403680,515,365,234,234,177,273,1.015625,0.777777777777778,1.18672199170124,0.759061833688699,1.17,1.57803468208092,0.00636977955023817,44.047298965709,-69.4441714430247,5
106403680,530,347,229,243,184,287,1.05396825396825,0.797833935018051,1.31899641577061,0.756989247311828,1.2396694214876,1.66844919786096,0.00698669201520913,44.0837387395177,-69.4635328597988,5
106403550,537,357,230,246,169,291,1.07756813417191,0.769230769230769,1.31428571428571,0.710638297872341,1.20987654320988,1.74409448818898,0.00691721303761333,44.0996577302785,-69.5169528904191,5
106402954,538,205,234,247,184,272,1.03418803418803,0.789667896678967,1.22388059701493,0.769736842105263,1.16847826086957,1.56488549618321,0.00602538212743601,44.1005138776808,-69.2763085838678,5
106403550,541,338,238,252.5,191.25,283.5,1.05457350437743,0.778145421457523,1.27044775540294,0.728970258136925,1.17027207850134,1.59054415700268,0.00638252182117233,44.1191796746905,-69.4673676867047,5
106454579,546,459,325,455,309,316,1.32398753894081,0.93921568627451,1.00238095238095,0.67741935483871,0.753004005340454,1.09486166007905,0.00320713065933608,44.1341132041185,-70.1002300628161,1
106403550,558,366,219,227.5,164.5,257,1.05680863222293,0.77835340955492,1.21875854525567,0.733526130964677,1.13240249038638,1.56512605042017,0.00669541438379781,44.1759886221114,-69.4758801106158,5
106402252,559,224,211,221.5,170.5,272.5,1.03770661157025,0.787349785407725,1.33747415971212,0.757587822648357,1.28685714285714,1.7454533386433,0.00749982986309837,44.1798412854216,-69.2776819869922,4
106402762,564,370,202.5,216.5,158,293,1.05006963788301,0.811111111111111,1.48622566188378,0.751092393224373,1.40978562921794,1.8607624831309,0.00857586933438423,44.1858432354395,-69.5218088514663,4
106402762,565,369,206,216,159,292,1.06133828996283,0.798181818181818,1.43404255319149,0.74537037037037,1.35135135135135,1.8225,0.00839591011111419,44.1869000423892,-69.5206004350808,4
106402130,567,219,210,218,149,256,1.02272727272727,0.723270440251572,1.3,0.707224334600761,1.26530612244898,1.80327868852459,0.00773901409900175,44.189553207516,-69.2438151144913,4
152433647,572,354,221.5,238,156,283.5,1.06764451675225,0.718839850488787,1.31248565136429,0.670086591445815,1.21151615575808,1.87717086834734,0.00837441871982129,44.1949308833865,-69.9510062460625,4
106402252,573,226,224.5,235,171,264,1.02374409920383,0.777266432299989,1.28450403313713,0.742061491935484,1.19670801389726,1.62725272110867,0.00678337190124909,44.1995371347747,-69.2721972926965,5
106402130,575,213,212,223,162,266,1.05338078291815,0.737642585551331,1.3768115942029,0.700404858299595,1.25292740046838,1.89908256880734,0.0077832619189673,44.2026629646131,-69.2462408654644,4
106402380,576,366,233.5,260.5,196,302.5,1.08961916873034,0.826564146785475,1.31109381277622,0.748226593550335,1.17685642678124,1.58070776255708,0.00646572401953597,44.2146178145374,-69.5520950658213,5
106402380,578,367,241,270,197,308,1.08866995073892,0.82421875,1.32740213523132,0.748275862068966,1.20571428571429,1.58682634730539,0.00626023958756069,44.2163791594535,-69.5563802619336,5
152433596,581,375,262,303,195,308,1.12557077625571,0.737991266375546,1.22264150943396,0.629955947136564,1.11301369863014,1.71917808219178,0.00599932874643397,44.2269160152428,-70.0451200328966,5
152433596,582,372,262.5,298.5,196.5,312.5,1.12233586940092,0.734553073371233,1.2029417773238,0.642766730377328,1.08852718547469,1.65869738632631,0.00580283887854299,44.231022847313,-70.0443486084143,5
152433596,583,375,262,304,195,303,1.12574850299401,0.75,1.19512195121951,0.647940074906367,1.07846715328467,1.63988095238095,0.00574310721173205,44.2313974118015,-70.0449996371681,5
106401716,584,198,243,240.5,159,260.5,0.989438557624651,0.660595405532114,1.13814489197846,0.683820102532236,1.13296250086643,1.69623758594347,0.00678453849862858,44.2350182018569,-69.2178720645623,5
152433596,585,381,260,305,195,303,1.12080536912752,0.73469387755102,1.22962962962963,0.651006711409396,1.11764705882353,1.64214711729622,0.00573929007477119,44.2350404973622,-70.0430822237151,5
{52663C5A-D077-4979-9F77-BC2A9F382BEC},589,207,240,246,173,290,1.02185792349727,0.721461187214612,1.20727272727273,0.706319702602231,1.18823529411765,1.66153846153846,0.00671033623361013,44.2442619183407,-69.1106128478228,5
152433595,591,395,271,310,204,263,1.11923076923077,0.758974358974359,0.996428571428572,0.666666666666667,0.901098901098901,1.30038022813688,0.00451641330689579,44.2508658470009,-69.9437512886486,2
106401792,594,231,213,217,161,276,1.02707581227437,0.796954314720812,1.31578947368421,0.747422680412371,1.25806451612903,1.71428571428571,0.00773815403865784,44.2562925729829,-69.266320197508,4
152433527,597,369,276,323,220,285,1.12550607287449,0.773684210526316,1.07246376811594,0.669811320754717,0.970893970893971,1.35649546827795,0.00472177395254318,44.2605331780848,-69.9875931702061,2
{52663C5A-D077-4979-9F77-BC2A9F382BEC},600,203,232,240,162,272,1.03284671532847,0.709090909090909,1.22777777777778,0.682291666666667,1.1906976744186,1.76335877862595,0.00699877362879012,44.2630971611905,-69.1132972266569,5
152433595,606,401,251,306,195,275,1.13966480446927,0.766519823788546,1.12887828162291,0.649706457925636,0.974654377880184,1.45061728395062,0.00533388894676529,44.2811030112443,-69.9250052278199,2
152433355,609,330,191.5,233.5,166,516.5,1.18762439995317,0.861803713527852,2.58390788747932,0.712003470760122,2.20213033694558,2.99336283185841,0.0151401727679131,44.2832121660426,-69.6814580464828,3
152433519,610,397,259,282,200,322,1.09912536443149,0.780141843971631,1.27857142857143,0.705882352941177,1.16379310344828,1.63718820861678,0.00602881302849984,44.2840460179396,-70.0447677639134,5
106401662,611,342,215.5,232,165,279,1.07847753185781,0.751192840378614,1.25235849056604,0.698912153468242,1.16814576297809,1.71167323282067,0.00710551368293578,44.2908283106419,-69.3741590973846,5
106401846,613,383,219,223,164,298,1.02666666666667,0.78343949044586,1.38255033557047,0.748898678414097,1.32467532467532,1.82758620689655,0.00780263211506336,44.2916799989431,-69.5133008866563,4
106401662,616,340,217,233,158,292.5,1.06466547192354,0.740480700465818,1.36500636353118,0.696690995571593,1.26030510733495,1.7989218328841,0.0081657320328029,44.2922061728674,-69.3678271738887,4
152433527,617,406,257,307.5,204,288,1.17714237879984,0.787554901881775,1.27808606963649,0.653134873079856,1.09319124693234,1.58666343632425,0.00584278829719715,44.2927368058927,-69.9764454175724,5
106453289,621,363,247,258,189,268,1.05828220858896,0.766283524904215,1.10714285714286,0.721556886227545,1.03494623655914,1.44700460829493,0.00565610859728507,44.3111751887487,-70.0777829481131,6
152433595,629,362,255.5,304.5,189,274.5,1.16295563252515,0.747663551401869,1.13562367864693,0.642160938654841,0.982347481131971,1.46543564794339,0.00510783858998145,44.3176453443773,-69.8833215511723,2
106453289,630,357,243,253,181,262,1.04878048780488,0.745614035087719,1.08270676691729,0.711165048543689,1.02456140350877,1.44295302013423,0.00580656868082018,44.3198347629945,-70.076275771957,6
152433387,633,375,240,253,178,294,1.03370786516854,0.722955145118734,1.25157232704403,0.692607003891051,1.18222222222222,1.74587458745875,0.00681308830121022,44.3223898278982,-69.9630458189068,5
106453289,635,364,242.5,260.5,183,259,1.04576874738165,0.741475722858702,1.05356242118537,0.711284100303114,1.01464285714286,1.42550413462933,0.00554208074237322,44.3242002229259,-70.0849977736175,6
106453289,644,374,249.5,260,187,267,1.03532323532324,0.765331664580726,1.10643687767781,0.725212964363123,1.05803318207601,1.44622222222222,0.00550256342875754,44.3344249416414,-70.0737385434576,6
151718263,647,195,240,255,186,304,1.0410447761194,0.788235294117647,1.3452380952381,0.748633879781421,1.28571428571429,1.70430107526882,0.00732230392156863,44.3374036211451,-69.0403062015131,4
106401482,658,351,224,219,164,270,1.01020408163265,0.757412398921833,1.28389830508475,0.745980707395498,1.26954177897574,1.73170731707317,0.00767619332635044,44.3587315014837,-69.4346646395788,4
{3D8356D2-DBFB-4A6C-8C1C-FB0C8B564149},660,369,236,241,173,290,1.03463203463203,0.723270440251572,1.24074074074074,0.707317073170732,1.18243243243243,1.71978021978022,0.00705136443473418,44.3624860645707,-70.058421531339,5
152433204,663,371,294,387,270,306,1.28013029315961,0.909090909090909,1.12234042553191,0.689814814814815,0.889473684210526,1.19831223628692,0.0039290644578953,44.3667578833799,-69.6073121141661,1
152433204,664,366,285.5,378.5,263,303,1.27390882210159,0.907726692209451,1.11990791712541,0.683707635769702,0.881834884718374,1.23274493322126,0.00407924928232737,44.3674936350538,-69.5989245450846,1
152433204,667,374,289.5,381,270,318.5,1.27498587570621,0.89656020011278,1.12165257223397,0.674297004628417,0.904598932509172,1.20698015088259,0.00395550754186396,44.3730764295727,-69.6034549917549,1
152433387,669,369,229,244,169,285,1.0611620795107,0.741463414634146,1.3130081300813,0.686666666666667,1.2316384180791,1.75531914893617,0.00716486102938631,44.3815754761805,-69.958551045045,4
120022687,671,355,249,258,170,277,1.02970297029703,0.672597864768683,1.11278195488722,0.655677655677656,1.06986899563319,1.68539325842697,0.00645746006570749,44.3829132064966,-69.3401941246605,5
120022687,682,354,220,240.5,158,313,1.10619676945668,0.744693567082005,1.46291208791209,0.674841019478244,1.3241968601617,2.01632797941255,0.00888649186856953,44.391875999614,-69.3193389090335,4
120022687,685,382,236.5,250.5,156,298,1.06052400468384,0.674020596380845,1.27213707738307,0.645889503267377,1.19801493710692,1.93397763296936,0.00773137535871894,44.3933073710522,-69.3456342279457,4
106452681,687,384,229,238,162.5,302,1.03930526129944,0.718349358974359,1.36451385914459,0.691500019265596,1.28303398262923,1.91549295774648,0.0078964214930241,44.3950107476546,-70.0250317826508,4
106401136,689,212,219,219,157,275,1.02796345811052,0.751093037020066,1.29263145756458,0.738705842391304,1.25977319971456,1.75402197926698,0.00755256869287042,44.3992290572511,-69.1824757204001,4
152433156,690,359,286,359,235,290,1.23487544483986,0.838565022421525,1.06477732793522,0.64,0.850828729281768,1.29411764705882,0.0043725521755459,44.4047360470521,-69.6584713805523,1
152433156,696,372,294,371,250,286.5,1.23358792237511,0.840501906377119,1.01830264022403,0.656712923305351,0.819638554216867,1.21048016383085,0.00386402085397964,44.4124993419862,-69.6513992462815,1
152433096,698,381,270,349,222,277,1.24888888888889,0.826241134751773,1.07575757575758,0.647619047619048,0.891393442622951,1.29752066115702,0.00446857853951015,44.4179483634735,-69.5616732148841,1
152433202,705,386,230.5,234.5,164,291.5,1.02432450200513,0.711614973262032,1.33072916666667,0.693273593466425,1.27777777777778,1.88056730145992,0.00751848498695062,44.4263136370498,-69.9823358900641,4
152433096,708,351,296,390,253,276,1.24923076923077,0.83433734939759,0.975257731958763,0.644230769230769,0.773519163763066,1.17405063291139,0.00364599624648108,44.4328863520026,-69.5696371693655,1
106452553,709,372,227.5,231,160.5,291.5,1.01732413379331,0.704130613276069,1.3196470345397,0.69271420277977,1.28604963112005,1.89907945736434,0.00749893653859486,44.4339743726596,-70.031140751094,4
106452553,710,376,233,239,165.5,287,1.04589823225837,0.721759259259259,1.27721674876847,0.695527792866196,1.19151103565365,1.72727272727273,0.00708682701372188,44.4383309143888,-70.0227754775177,5
152433096,722,354,278,354,234.5,290.5,1.21602357668331,0.843268841166937,1.11122577783843,0.668665627790521,0.904355716878403,1.2927381648159,0.00451592997645629,44.4676717993205,-69.5163419935748,2
106452057,727,360,227,231,151.5,279,1.01663338032581,0.676657280209095,1.25030431020576,0.667019774011299,1.20896438478462,1.85465905662275,0.00753990900055239,44.4731832482225,-70.0272078239649,4
152433117,730,379,226,231,162,249,1.02454991816694,0.737913486005089,1.14349775784753,0.710382513661202,1.07216494845361,1.52857142857143,0.00636054421768708,44.4752522711113,-69.7913481328439,6
152433117,734,385,231,229,165,260,1.01685393258427,0.741561181434599,1.18661971830986,0.728658536585366,1.14285714285714,1.6096256684492,0.00647108535554751,44.488825774718,-69.7823184532107,5
106452057,735,361,243,252,172,283,1.01351351351351,0.70679012345679,1.17993079584775,0.695833333333333,1.12621359223301,1.7007299270073,0.00652970879158885,44.4939002317168,-70.0282958446219,5
106452057,736,359,241,249,167,280,1.02350427350427,0.691666666666667,1.168,0.684426229508197,1.12757201646091,1.70860927152318,0.0063137701323889,44.4949927114749,-70.0308509095255,5
106452057,738,369,234,240,157,264,1.01769911504425,0.681818181818182,1.17647058823529,0.665322580645161,1.13592233009709,1.75925925925926,0.00698819812285104,44.5042498052619,-70.0269759507101,5
{C4A423E4-F036-44DC-A8C3-BC919DFA0A2F},740,393,240,248,172,287,1.03474903474903,0.715705765407555,1.21559633027523,0.694736842105263,1.15647921760391,1.70833333333333,0.00655410312273057,44.5055518627695,-69.9141606940579,5
152432422,744,356,228,247.5,187,309,1.08823529411765,0.825615035371133,1.36907762096774,0.759848881752182,1.24626865671642,1.66069703243616,0.00668004510466223,44.5150765026197,-69.3049672263382,5
152432888,748,393,258,304,183,279,1.14135021097046,0.739856801909308,1.14521452145215,0.634259259259259,1,1.51587301587302,0.0054113319657636,44.5205968697238,-69.7863583987651,2
106451903,749,379,229,231,161,287,1.03543307086614,0.726907630522088,1.3265306122449,0.704545454545455,1.26724137931034,1.85641025641026,0.0076366030283081,44.5209045476965,-69.9927211364175,4
152433117,750,397,213,217,153,289,1.06224066390042,0.7625,1.42857142857143,0.70940170940171,1.31707317073171,1.91428571428571,0.00871670702179177,44.5209090067976,-69.7496287833879,4
106451903,754,369,237,242,174,304,1.02139037433155,0.724832214765101,1.32352941176471,0.716577540106952,1.31358885017422,1.85925925925926,0.00713547720521762,44.5300813776645,-69.992591822487,4
{C4A423E4-F036-44DC-A8C3-BC919DFA0A2F},755,365,247,253,174,278,1.03070175438596,0.729083665338646,1.14772727272727,0.70957095709571,1.06666666666667,1.57009345794393,0.00613604488078541,44.530870638551,-69.8969619412948,6
152432573,757,351,228,249,180,285,1.08092485549133,0.791979949874687,1.36043360433604,0.74,1.21758241758242,1.66265060240964,0.00704512967122728,44.5313031713532,-69.562337620941,5
152433086,758,390,233,237.5,162,243,1.00977562877456,0.698699830412663,1.04699804699805,0.690550595238095,1.04166666666667,1.50612736023695,0.00606278749176196,44.5325071286376,-69.8685396311801,6
152432573,759,366,225,246.5,187.5,299,1.0754374733248,0.830959595959596,1.35873246250605,0.760447854291417,1.22065447800742,1.60758649009342,0.00694979979966856,44.533296389524,-69.5603042708607,5
152433086,764,369,253,262,183,262,0.997835497835498,0.709433962264151,1.04107142857143,0.718232044198895,1.0249433106576,1.45575221238938,0.00519262981574539,44.5456168857347,-69.8549572093713,6
151717690,766,182,267,266.5,165.5,269.5,1.02394190520485,0.668217054263566,1.00835465428472,0.645724749964784,0.984099235842144,1.62725342597954,0.00593861721299104,44.5466736926844,-68.9905069609482,6
151717690,768,187,271,272,178,276,1.02105263157895,0.652610441767068,1.01851851851852,0.65597667638484,0.97787610619469,1.58715596330275,0.00551058672886084,44.5505977016114,-68.9888972254679,6
150099592,770,191,250,251,196,286,1.01340482573727,0.8,1.16176470588235,0.766,1.12921348314607,1.54205607476636,0.00610647037741571,44.5526132152876,-68.6533052801856,5
152433086,771,378,253.5,249,177,285.5,1.01576132845483,0.719449975111996,1.1317876811458,0.709188408426429,1.11700773406351,1.56770551038844,0.00583092745673713,44.5603185419079,-69.8781846667587,6
{209807EF-DFED-4E07-9A11-B186DF0ABE7B},772,384,246,266.5,183,311,1.07337010699807,0.732372518900033,1.24379852013586,0.690023254311737,1.13348416289593,1.69804924242424,0.00658174345841117,44.5617365360429,-69.7626003083523,5
{209807EF-DFED-4E07-9A11-B186DF0ABE7B},774,396,245,258.5,178,288.5,1.06589946802736,0.731950495843469,1.2429401529825,0.682639885222382,1.1404807084124,1.67747156605424,0.00646929552620076,44.5652012575614,-69.7646024447254,5
{209807EF-DFED-4E07-9A11-B186DF0ABE7B},775,383,245,271,178,297,1.07722007722008,0.713872832369942,1.24908424908425,0.666666666666667,1.14285714285714,1.72631578947368,0.00660669665167416,44.5661911779953,-69.7616638971311,5
150099453,777,187,229,239,154,262,1.02816901408451,0.75177304964539,1.15406162464986,0.723809523809524,1.10655737704918,1.55833333333333,0.00664441747572816,44.5758049998665,-68.6967146289409,5
150099426,793,202,233.5,266,174,273,1.10731656446836,0.758863819500403,1.12176120448179,0.678759398496241,1.02296647913737,1.50922256097561,0.00601818511459266,44.5923125919664,-68.7895932447831,6
152432466,802,388,310.5,368.5,239.5,297.5,1.1692910607763,0.760077086560282,0.957130089254442,0.617945151033386,0.842803251842321,1.26663482072609,0.00402065133880165,44.6046018744697,-69.7785148400121,2
152432466,804,387,312,363,233,283,1.15789473684211,0.727272727272727,0.93646408839779,0.615615615615616,0.807162534435262,1.25925925925926,0.00384080324200085,44.6102693919086,-69.7822203529875,2
152432466,805,383,309,368,233,284,1.14878892733564,0.735772357723577,0.955555555555556,0.621287128712871,0.830578512396694,1.28442437923251,0.00407914380033222,44.6126728473764,-69.7795671878607,2
152432466,807,399,306,364,234,285,1.15679442508711,0.75,0.968888888888889,0.614492753623189,0.830578512396694,1.28378378378378,0.00397678784775559,44.6143360920694,-69.7880127252559,2
152432473,812,384,270,292,203,279.5,1.0777467801181,0.752136904337916,1.07459036439227,0.700545015522594,0.966023714438635,1.37036437246964,0.00482731832012052,44.6296486450869,-69.836407348989,2
152431859,814,357,279,359,275,287,1.26229508196721,0.966942148760331,1.0948717948718,0.754342431761787,0.86734693877551,1.11567164179104,0.00386450876646955,44.6326674565001,-69.3373358408852,1
152432473,816,392,284.5,310.5,211,287,1.07929539295393,0.741921099072089,1.06377945792988,0.687310217643599,0.965340308149673,1.41561340752517,0.00474600195225993,44.6364710696987,-69.8436533882008,2
152431859,821,362,280.5,364.5,276,294,1.26641209596544,0.969328703703704,1.09167628723159,0.740124535347825,0.853914141414141,1.0865414507772,0.00370206114658817,44.6497012225242,-69.3255994869125,1
152431859,822,365,276,371,276,285,1.28712871287129,0.965811965811966,1.09311740890688,0.746113989637306,0.870879120879121,1.11610486891386,0.00393463558529391,44.651600799573,-69.3218181692192,1
150099217,846,184,262.5,274.5,189.5,297.5,1.04272845669633,0.712620101479002,1.16798941798942,0.706143162393162,1.11473084886128,1.63320430107527,0.00612991443108233,44.6903682241317,-68.6013077028013,5
150099252,853,195,255,271,204,299,1.05514705882353,0.809352517985612,1.18716577540107,0.747706422018349,1.11888111888112,1.52014652014652,0.00560236068938973,44.7061891146693,-68.7253777305124,6
152431003,880,348,236.5,253.5,199.5,294,1.06106998340388,0.826963241436926,1.29128784884181,0.777184843573869,1.19090228744346,1.55389414802065,0.00612728906295072,44.7597607547254,-69.1922679063135,5
152431003,883,359,215,235,190,330,1.09881422924901,0.87378640776699,1.53243243243243,0.792763157894737,1.36241610738255,1.74853801169591,0.00760821687422416,44.7610360576267,-69.2045571888168,4
150099173,892,202,235.5,266.5,212.5,299.5,1.12564028684851,0.891463935125907,1.32975706588524,0.765695382882883,1.16293103448276,1.49598354861513,0.00613126591045032,44.7807096114745,-68.9390444756904,5
152431075,904,363,219,221,163,308,1.02312138728324,0.780141843971631,1.52888888888889,0.747474747474748,1.46517412935323,1.91538461538462,0.00832569919706849,44.8025458293332,-69.5210864770956,4
150098960,917,190,244,252,190,279,1.02734877734878,0.802727832512315,1.19131097560976,0.764063221527224,1.15457128099174,1.50540919563258,0.00610701764113079,44.823137957998,-68.5706692194631,5
152431192,920,357,223,239,168,277,1.01865671641791,0.732620320855615,1.2020725388601,0.714285714285714,1.15894039735099,1.62977099236641,0.00670297444490993,44.836898743849,-69.7660962435783,5
152430340,946,337,222,248,178,317,1.10724637681159,0.818181818181818,1.53084112149533,0.721518987341772,1.3494623655914,1.89024390243902,0.00818713450292398,44.8854137633104,-69.0967182889402,4
150098813,952,209,213,230,172,265,1.03571428571429,0.810810810810811,1.22549019607843,0.759174311926605,1.16836734693878,1.51851851851852,0.00664086217364906,44.8987999846729,-68.7707178700238,5
152430568,957,367,226,229,162,269,0.996632996632997,0.734883720930233,1.22549019607843,0.734432234432235,1.22065727699531,1.66158536585366,0.00661183169882949,44.9131761264692,-69.5460128519844,5
150098813,972,192,231,245,188.5,265,1.02729981378026,0.780998559432206,1.16206933794146,0.771761335326358,1.13975599977089,1.47316132056761,0.00614997327653309,44.9320737967337,-68.7948951159356,6
150098813,974,193,231,234,183,265,1.02372262773723,0.787709497206704,1.15705128205128,0.776536312849162,1.1266149870801,1.44961240310078,0.00595314574499979,44.9333000495234,-68.8000052457429,6
152430424,977,353,220,247,170,284,1.08074534161491,0.759541984732825,1.30622009569378,0.707236842105263,1.2027027027027,1.72368421052632,0.00700662444492975,44.9386019206759,-69.3847227077802,5
150098813,1003,194,223,242,174,272,1.03837970540098,0.778888888888889,1.2000276854928,0.764439005093211,1.16264534883721,1.54473662585258,0.0066047336501882,44.9716126457746,-68.8291945212387,5
150098813,1010,195,227,243,177,279,1.04018912529551,0.77037037037037,1.22461538461538,0.734939759036145,1.15671641791045,1.59036144578313,0.00684410646387833,44.9771642265861,-68.8432496077592,5
150098624,1027,204,216.5,227,161.5,283,1.06410519827409,0.794791666666667,1.33478893740902,0.734442640692641,1.28178001797147,1.76851285682103,0.00780268296449316,45.0169349488818,-68.9364760334836,4
152429935,1028,344,249,260,167.5,290,1.02168660537039,0.658680057388809,1.14903789916949,0.645283018867925,1.08966628240371,1.7735347985348,0.00651329444348574,45.0264551296309,-69.3127974077881,5
152429935,1030,366,236,268,174,291,1.12495056100252,0.762867508124858,1.25265321855326,0.674107698047506,1.08416625020823,1.64140834290088,0.00680542986425339,45.0353510362326,-69.2916880234011,5
103458874,1054,364,225.5,240,172,315,1.02384548410597,0.747482993197279,1.3857723093656,0.743108425040592,1.35522771538685,1.83546668299853,0.00770528549809351,45.0984071842294,-69.6816854606365,4
103458874,1059,351,234,245,171,310,1.03956043956044,0.764397905759162,1.36516853932584,0.722846441947566,1.3,1.82575757575758,0.0073619257086999,45.1080477607069,-69.6579095338195,4
152429645,1064,497,236,255,181,305,1.09741550695825,0.789634146341463,1.30232558139535,0.725961538461538,1.17931034482759,1.64179104477612,0.00671858952413557,45.1231016858633,-69.3039015011865,5
152429645,1065,506,220,249,169.5,302.5,1.10743277036125,0.803470306374329,1.3262313226342,0.711181993259509,1.20821353268162,1.70944863875543,0.00750048003072197,45.1263702069355,-69.2993933500214,4
103458592,1074,519,224,241,183,301,1.08208955223881,0.818681318681319,1.40875912408759,0.757961783439491,1.29391891891892,1.69186046511628,0.00706613906161673,45.1424720208395,-69.3773339773346,4
103458452,1099,508,235.5,253.5,187,309,1.06425806451613,0.789858793324775,1.32495236799129,0.747367849777488,1.22931638913234,1.64634646027771,0.0068778428916459,45.2049796994067,-69.5233472413297,5
103458374,1124,496,247.5,245,179,282,1.00838384311156,0.770614443716734,1.2003365574976,0.766281449380041,1.15300917801161,1.56510869565217,0.00615341392988012,45.2589125266481,-69.7269587136321,5
103457760,1125,495,224,224,165,277,1.02272727272727,0.775280898876405,1.28191489361702,0.755610972568579,1.22278481012658,1.68831168831169,0.00718830226587789,45.2594297823703,-69.2332069130852,5
103457760,1131,484,227.5,236,183,272,1.01823725055432,0.767959044368601,1.1418766559558,0.76031037414966,1.13597186557999,1.51720671712394,0.00630122919824178,45.2810653406816,-69.2870505583055,5
152430604,921,369,286,385,263,293,1.28571428571429,0.936893203883495,1.05305039787798,0.697063369397218,0.813141683778234,1.14159292035398,0.00388404698749526,44.8387135979777,-69.2354988910266,1
152430604,928,364,270.5,362,250,282.5,1.28144195805524,0.912628609359442,1.1129074315515,0.690719467264697,0.853685929704455,1.21133202695598,0.0043538888480838,44.8503741472325,-69.2669400125545,1
152430604,929,363,283,373,262,278,1.27972027972028,0.928571428571429,1.01522842639594,0.697819314641745,0.779411764705882,1.08681672025723,0.00371893645368708,44.852501138435,-69.2311022173879,1
152430604,931,352,282,374,261,281,1.25890238793465,0.902097710592617,1.00130208333333,0.69850624343564,0.793377918702777,1.10791955026988,0.00376196015357594,44.8541643831279,-69.250129201583,1
152430604,941,356,279,369,258,285.5,1.27701617110068,0.914459930313589,1.0375234521576,0.691243761427089,0.779132791327913,1.11715742827261,0.00387297015305495,44.8668193119176,-69.235280395075,1
152433322,626,374,289,341,226,319,1.17619242022181,0.794729147429979,1.14167752266189,0.659766144034015,0.981800766283525,1.40655617055856,0.00488043399376387,44.3161872183328,-69.662199189033,2
152433322,634,373,290,352,232,301,1.17915309446254,0.798479087452472,1.10079575596817,0.654822335025381,0.964187327823691,1.43111111111111,0.00471861471861472,44.3238880858521,-69.6579808794364,2
152433322,637,412,281,353.5,236.5,339,1.19050659855258,0.821403171893891,1.26720748710278,0.65808143547274,1.05790836115154,1.5485626911315,0.00530659217893677,44.3277764219707,-69.6679425111898,2
152433322,642,367,275,336,221,299,1.20083682008368,0.794044665012407,1.13836477987421,0.641414141414141,0.98050139275766,1.43888888888889,0.00494812450119713,44.330888874506,-69.6563889803603,2
106454579,556,394,326,460.5,322,329,1.33785000889185,0.946107301331182,1.0802955931714,0.693661989986645,0.813971692240085,1.15239980391574,0.00337170234365033,44.1528503467451,-70.1120154669004,1
106401716,586,193,240,232,152,256,1.00311526479751,0.655629139072848,1.12662337662338,0.667883211678832,1.10952380952381,1.70748299319728,0.00712611793964322,44.2380994406849,-69.2161018014441,5
152433527,592,388,273.5,327,224,289,1.13601875532822,0.776666325119115,1.12935017271157,0.66460562446738,0.987599918015987,1.37864741641337,0.00477779700465162,44.2543439458226,-69.9769983461031,2
152433527,596,379,264,319,208,277,1.14197530864198,0.790909090909091,1.07744107744108,0.656804733727811,0.981697171381032,1.36274509803922,0.0049398033269001,44.2599802495541,-69.9763562355514,2
152433527,603,383,271,324,221,283,1.14213197969543,0.79718875502008,1.08878504672897,0.676348547717842,0.977443609022556,1.35714285714286,0.00476875532821824,44.2683276867262,-69.9863802947195,2
106401846,608,379,198,213,153,295,1.056,0.788530465949821,1.5709219858156,0.744565217391304,1.4390243902439,1.95010845986985,0.00925976459458968,44.2817807946044,-69.5214476642809,4
106401846,618,397,193,207,147,276,1.05555555555556,0.767123287671233,1.54166666666667,0.727544910179641,1.4527027027027,2.02158273381295,0.0101098901098901,44.2980654316516,-69.5046368533094,4
106453289,631,234,238.5,297.5,216,622,1.18904109589041,0.86300712038417,2.33561955286093,0.713745501574449,1.94653304870335,2.86602904879438,0.0109163160355306,44.3199863724303,-70.0991821740686,3
152433387,648,385,232,239,167,272,1.03004291845494,0.703703703703704,1.23097112860892,0.684397163120567,1.15302491103203,1.69172932330827,0.00710302567690775,44.3378004811389,-69.952798804686,5
152433204,657,376,284,381.5,261.5,313,1.27048775671406,0.920660856935367,1.13820850649925,0.695958635004572,0.909814967011392,1.23399077868852,0.00412764156343031,44.3578931904857,-69.6051985002668,1
{3D8356D2-DBFB-4A6C-8C1C-FB0C8B564149},662,366,237.5,244,168.5,280,1.03404914125326,0.736656906559819,1.230226753278,0.690954773869347,1.15792286019625,1.71511552440291,0.00685419430372076,44.3633020800635,-70.0604994724299,5
106452681,677,395,214,224,154,291,1.04132231404959,0.712,1.46456692913386,0.676844783715013,1.34394904458599,2.02083333333333,0.00886747660941209,44.3874971623795,-70.0301998807717,4
