site_no,station_nm,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,Latitude,Longitude,cluster_sel,cluster
113132613,113132613,1,339,391,269,303,1.15513126491647,0.78772378516624,0.882629107981221,0.675675675675676,0.781512605042017,1.1340206185567,0.00334519356506402,43.3305029304686,-76.7091975071599,4,4
113132715,113132715,1,322,397,301,326,1.2,0.905882352941176,0.992063492063492,0.733333333333333,0.825902335456476,1.08841463414634,0.00338016967126193,43.2975992237952,-76.8320992503949,3,3
113133183,113133183,1,347.5,410,289,308.5,1.14204712463851,0.794357095386337,0.899201708232733,0.705794029323441,0.784425435589365,1.08876177251872,0.00313312740293156,43.2482994025483,-76.958505847058,4,4
113133379,113133379,1,322,388,275,309,1.1986301369863,0.85171102661597,0.986301369863014,0.712765957446809,0.81151832460733,1.13168724279835,0.00351455665465327,43.2173889140458,-77.5360174017929,3,3
115353567,115353567,1,284.5,299,211,322,1.10676060676061,0.739459873296398,1.1799497753106,0.686003670722589,1.06717518830921,1.58700022336386,0.00557820816648105,44.4876396538378,-73.7219788249407,2,2
115353775,115353775,1,258.75,256.5,187,306.5,0.989611124585658,0.714934289127838,1.22960875331565,0.714285714285714,1.19136745607334,1.70198555956679,0.00657772196934024,44.3251990615618,-73.9591985418829,1,1
115354015,115354015,2,290.5,338.5,230.25,351.25,1.13337498722876,0.7913980552885,1.2261048804375,0.686182203371283,1.0555536520928,1.56021524440695,0.00538390822834731,44.4582920802545,-73.4991776112547,2,2
118180498,118180498,1,259,262,213,329,1.0042194092827,0.798561151079137,1.26356589147287,0.798206278026906,1.28571428571429,1.57632398753894,0.00608619300208085,45.1484472162511,-70.9839703823964,1,1
118180530,118180530,2,263.5,265.5,203.5,307.5,0.988786828888352,0.775452765540871,1.20932648820438,0.794323979591837,1.2240486492011,1.51398904354631,0.00574677739220551,45.0963069476332,-70.7242188278311,2,2
118181284,118181284,6,260,262,194,283.5,0.996732026143791,0.739867566216892,1.09396565368788,0.745479269578731,1.07995602984042,1.45217305217305,0.00572949436373561,44.9500261375749,-70.6885281829993,2,2
118181326,118181326,2,266.5,275,210.25,337,1.02425207949431,0.786202322074471,1.19988231654371,0.778294521609748,1.18057718126853,1.50200616022193,0.00563748340338326,44.8857794095968,-70.5986728376713,2,2
118181374,118181374,3,254,246,193,302,0.98932384341637,0.765273311897106,1.1820580474934,0.778894472361809,1.19205298013245,1.55343511450382,0.00615157480314961,45.020869362378,-71.0004497335229,1,1
118181450,118181450,4,254,253.25,189.25,250.25,0.975760350760351,0.7339447405895,1.00270440337141,0.761565624571976,1.00428048806477,1.36295205706702,0.00533160816594778,44.9167612437162,-70.8017135450389,2,2
118181556,118181556,1,232,233,178,320,0.970845481049563,0.758029978586724,1.35540069686411,0.776119402985075,1.39351851851852,1.80215827338129,0.00776792359216075,44.8606300796554,-71.0290295985415,5,5
118181778,118181778,1,270.5,280,217,298,1.00526175213675,0.779926270310886,1.0913129598189,0.777100470035253,1.06486600168249,1.39407239530133,0.00515368722847071,44.8850258215188,-70.8863517421344,2,2
118181788,118181788,1,244,252,186,319,1.01602564102564,0.752212389380531,1.34514925373134,0.736842105263158,1.28723404255319,1.72010178117048,0.00704959746381346,44.7638408321893,-70.9244592197372,1,1
118181950,118181950,5,249.5,251,188,285.5,1.00900900900901,0.775438596491228,1.14285714285714,0.768292682926829,1.10509075610049,1.48143523143523,0.0059743115520039,44.7646149321322,-71.0385604811331,2,2
120022687,120022687,4,240.75,252.25,160,287.5,1.05035128805621,0.682405035032528,1.21222747908889,0.657484845537943,1.15535809467153,1.8541839384359,0.00770995221780575,44.3890924057814,-69.3328265749449,1,1
120022743,120022743,1,362,426,277,362,1.1953488372093,0.771712158808933,1.06106870229008,0.63905325443787,0.89198606271777,1.3963963963964,0.00385744860882982,42.1027964738276,-75.293196590335,4,4
120022970,120022970,1,303,355,253,450,1.14673913043478,0.830827067669173,1.52328159645233,0.738791423001949,1.3075,1.77508650519031,0.00585837130425845,41.4802123256444,-74.7563609554095,1,1
120022971,120022971,1,316,409,296,400,1.23099415204678,0.914712153518124,1.21818181818182,0.74430823117338,1.00490196078431,1.32727272727273,0.00420023014959724,41.6141770985931,-74.7845201785621,4,4
120023000,120023000,1,314,382,323,697,1.18720379146919,0.954976303317536,2.24622030237581,0.823095823095823,1.89759036144578,2.24884792626728,0.00716193607091491,41.5200410162538,-74.5416641578882,5,5
120023153,120023153,1,276,270,196,297,0.975652173913043,0.738709677419355,1.14042553191489,0.75,1.14233576642336,1.5372460496614,0.00556973206399058,43.411801260875,-74.5462035227606,2,2
120802713,120802713,1,257,285,209,368,1.04237288135593,0.772256728778468,1.36741214057508,0.739495798319328,1.28354430379747,1.7680412371134,0.00687953788760079,43.6970900871734,-72.0920168622683,1,1
120802878,120802878,4,253,271.75,199.25,337.5,1.06666149068323,0.785265845482857,1.35676917638742,0.744501969640532,1.28707618625651,1.70555856155831,0.00674133818797752,43.6310073243366,-72.1524075826103,1,1
120802920,120802920,2,248.5,268,194.5,352,1.04754219491328,0.778945778781631,1.38347887104319,0.729204557153152,1.28768348283787,1.74989381829414,0.0070473538635343,43.6000801142052,-72.0894774042183,1,1
120803654,120803654,1,261,273,204,328,1.03439803439803,0.781976744186046,1.33035714285714,0.750564334085779,1.27920227920228,1.704,0.00652873563218391,43.4330845502031,-72.0118020934178,1,1
120804340,120804340,11,272.5,274.5,194,317,1.01117318435754,0.728323699421965,1.24034334763949,0.710526315789474,1.21035598705502,1.69642857142857,0.00613438735177866,43.3806187672083,-72.0540188353277,1,1
123931303,123931303,1,386.5,598.5,453,491.5,1.50060113181251,1.13056776436631,1.28991980731861,0.746249219887664,0.841198093100359,1.11549431802796,0.00288614312555747,43.3053580596282,-76.4314401025407,3,3
124502375,124502375,1,290,313,200,324,1.05349794238683,0.662817551963049,1.12052117263844,0.62691131498471,1.06785714285714,1.70491803278689,0.00587902769926512,42.9482019016514,-75.8720012843754,1,1
124617031,124617031,1,395,574.5,445.5,401.5,1.4716201968135,1.10552774478194,1.03698583440648,0.741962682913561,0.690431247277479,0.918147740497821,0.00232442465948816,43.2910398861456,-77.688781744783,3,3
129447942,129447942,3,369,426,298,352.5,1.14331210191083,0.80695652173913,0.955882352941176,0.704581358609795,0.843589743589744,1.18289085545723,0.00320566627495184,42.1626093689915,-79.4067128530377,4,4
129640622,129640622,2,342.75,436,303.5,268.75,1.22037448923661,0.863224766196797,0.807899734217797,0.699141592651692,0.656987982603811,0.948716924087645,0.00276838708002431,43.654670658852,-76.1798152596453,3,3
129690752,129690752,1,262,265,189,315,1.00290697674419,0.701492537313433,1.21603128054741,0.717223650385604,1.18909090909091,1.69166666666667,0.00645674300254453,44.5056990131043,-73.8767007132931,1,1
129690833,129690833,1,248,260,216,336,1.05911330049261,0.84688995215311,1.42535211267606,0.806060606060606,1.31699346405229,1.61122661122661,0.0064968814968815,44.5049900160368,-73.9167791135615,1,1
129690937,129690937,1,258,269,201,296,1.00584795321637,0.74025974025974,1.09195402298851,0.740540540540541,1.08835341365462,1.47897196261682,0.00573244946750706,44.3692014707572,-74.2522952541259,2,2
129691039,129691039,1,248,262,208,291,1.05263157894737,0.816023738872404,1.21929824561404,0.793587174348697,1.13648293963255,1.44745762711864,0.00583652268999453,44.2816470215728,-74.1323944858998,2,2
129691090,129691090,1,248,250,200.5,318.5,0.990172463628481,0.761614036250373,1.27160321015304,0.780364147466099,1.26590806853965,1.66614045068108,0.00671830826887532,44.3119867451405,-74.4148740785346,1,1
129965679,129965679,3,231.5,240,170,294.5,1.03030476955748,0.744868158715004,1.27762530694786,0.703862536861785,1.26884228920926,1.81199470309451,0.00767794365718012,44.1909816062201,-70.9091704485919,5,5
129965849,129965849,2,243.25,255.5,203.5,286,1.06138467804663,0.830755947880785,1.23989628170138,0.781025740926968,1.15437152106687,1.50348580925652,0.00618797206164739,44.0875936323784,-70.8890227436654,2,2
129965855,129965855,1,219.5,231.5,162,301,1.05881087063453,0.75165631613162,1.38540305010893,0.717517325188032,1.33145854398382,1.88354316546763,0.0085810622572557,44.092853142071,-70.9940791644846,5,5
129966490,129966490,1,216,231,179,295.5,1.0605811965812,0.837310195227766,1.42105263157895,0.783683413054458,1.35443798837908,1.72770253982863,0.007998622869577,44.0031850789872,-70.8831768621844,5,5
129966539,129966539,2,232.75,242.5,175.5,281,1.04119483218406,0.742203210668323,1.20857606966054,0.719739299678816,1.1815565893138,1.68046806797052,0.00722293953015635,44.0034905274094,-70.9290855370801,1,1
129966704,129966704,4,227.75,233.5,168.5,301.75,1.00678746928747,0.715083616780045,1.33557065299238,0.711406029774489,1.32929456444339,1.93481436642454,0.00849632837374627,44.0417830577059,-70.8002899770276,5,5
129966848,129966848,2,214.5,218,147.75,273.5,1.00819672131148,0.69511968590916,1.30300650205636,0.682353355741668,1.27415966386555,1.95945700410219,0.00914720880274062,43.9463672133642,-70.7440172365084,5,5
129967463,129967463,6,226,229.25,164.75,281,0.998034162118456,0.729002746194875,1.25306471561009,0.722110516934046,1.23958460046798,1.79635170471689,0.0079504761176929,43.9625604388398,-71.0610288508845,5,5
129968433,129968433,9,227,231,166,303,1.01422558421188,0.745664566456646,1.33728291316527,0.729885057471264,1.28821147939851,1.8503925453078,0.00798025062387635,43.8701413581339,-71.1705084522209,5,5
129968748,129968748,2,221.75,232.25,168.75,303.25,1.02377485984351,0.753811341362677,1.35837473444611,0.739470718015142,1.29119749742034,1.77425186469304,0.00801646175449119,43.7400914281823,-70.6136665649636,5,5
129969671,129969671,10,230,239.5,173.25,291.75,1.04133983464066,0.782758719276608,1.29436813186813,0.749666666666667,1.22408809640124,1.64023032385315,0.00700996201609921,43.7990902401306,-71.1061773976874,1,1
129970380,129970380,2,276.25,298,221,288.5,1.08804505495417,0.790982910886211,1.09562244867881,0.727746046293417,0.995614325433603,1.38563025591344,0.00502239474030186,43.6930412234169,-70.9941839533594,4,4
129970529,129970529,2,264,266.75,183,334.5,1.03221994055906,0.70753903134315,1.31195689797327,0.682665495818891,1.25181869292626,1.8842748858561,0.00713926224963992,43.7260140461566,-71.2217653233746,1,1
129970891,129970891,2,209,216.75,162.25,318.25,1.04226316965611,0.773298338807792,1.56546575114906,0.73504084931184,1.48220005187348,2.04443572039773,0.00984871965097974,43.6606012632531,-70.7309141680629,5,5
129971174,129971174,4,226.5,240.75,169.75,317.5,1.04071791339376,0.732204071028533,1.40566657804561,0.699750281442531,1.35256721174021,1.99386490543527,0.00900252127984484,43.6131162961349,-70.9680469325346,5,5
129971240,129971240,2,247.75,256.25,179.25,320.25,1.0306780039602,0.727487072314658,1.34063252035562,0.711886886886887,1.2824692008482,1.82553037777602,0.00738178266003731,43.6276239814123,-71.0249985711892,5,5
131841110,131841110,1,258.5,239.5,177,284.5,0.928447940947941,0.719103949141972,1.14727041895895,0.75748610363995,1.21205182210031,1.57282196969697,0.00608441767774456,44.0026812005682,-74.760070927486,1,1
131843435,131843435,1,256.5,260,210,316,0.998554913294798,0.793116370808679,1.23892466822795,0.776566835164,1.22243244594842,1.60429007919187,0.00625454221907161,43.9019188940635,-75.024384142429,1,1
131844637,131844637,4,247,251.25,184,321.25,0.993575488744571,0.724152764904073,1.3486261352779,0.73265193247937,1.34509258850696,1.93533867811376,0.00783576739343497,43.7454334312444,-74.7542707517907,5,5
131844766,131844766,3,265,271,198,312,0.985,0.72791519434629,1.18503937007874,0.743718592964824,1.15789473684211,1.62971698113208,0.00616559013505578,43.7540090257537,-74.8222545780433,1,1
131844984,131844984,2,272.5,268,184.5,329.5,0.97868988071948,0.675756656452291,1.23784461152882,0.689183736885602,1.25278605400342,1.87357006571974,0.00687529812113089,43.7139454891555,-74.7914273260938,1,1
131846933,131846933,1,256,264,218,352,1.05,0.837545126353791,1.41448692152918,0.8125,1.34782608695652,1.67099567099567,0.00652732683982684,43.399699260616,-75.1738978007511,1,1
131860521,131860521,3,286,348,239,323,1.2047619047619,0.808777429467085,1.17204301075269,0.676871889912006,0.965417867435158,1.41752577319588,0.00495638382236321,44.3160757408065,-75.7767860995812,4,4
131860529,131860529,3,287,313,196,315,1.07823129251701,0.660049627791563,1.15738161559889,0.616519174041298,1.07446808510638,1.81155778894472,0.00632235585028661,44.2917662082301,-75.7706280810264,1,1
131860546,131860546,1,267,329,231,353,1.16595744680851,0.817427385892116,1.38356164383562,0.705035971223022,1.14029850746269,1.69369369369369,0.00634342207375915,44.2684391642525,-75.7363598894306,1,1
132433372,132433372,1,225,242,192,343,1.06583072100313,0.819366852886406,1.53982300884956,0.78125,1.46296296296296,1.86011904761905,0.00826719576719577,44.5149115158807,-74.8191005072315,5,5
132433433,132433433,1,236.5,248.5,188.5,342.5,1.03512957630605,0.786831055123738,1.46107014558518,0.759457955809887,1.42545808309842,1.94899285250162,0.00824098457717389,44.5196203265931,-74.9164961924409,5,5
132433474,132433474,1,220,238,181,319,1.02127659574468,0.78,1.49350649350649,0.763636363636364,1.46101694915254,1.86501377410468,0.00847733533683947,44.4797202903669,-74.7584210600962,5,5
132433493,132433493,1,248.5,249.5,200,322,1.01193511828871,0.789204055220017,1.35380104162108,0.799346519934755,1.34034194055328,1.70734793187348,0.006870615420014,44.451779563166,-74.7620909002632,1,1
132434490,132434490,1,266,265,210,322,1.00763358778626,0.766839378238342,1.28082191780822,0.7734375,1.27102803738318,1.70833333333333,0.00642230576441103,44.1912119931079,-74.4407190282403,1,1
132435146,132435146,1,264,274,218,333.5,1.04758135195499,0.807094395280236,1.29341624656625,0.766510903426791,1.21707231893402,1.6065044949762,0.00608524429915229,44.1361064222894,-74.6221375545998,1,1
132436509,132436509,1,256,260,193,314,0.976430976430976,0.742160278745645,1.2540192926045,0.767326732673267,1.26865671641791,1.63117870722433,0.00637179182509506,44.041047306032,-74.6054961894683,1,1
132436556,132436556,2,267.5,269,193.25,304,0.981174503344315,0.689285359633392,1.17593734505296,0.705096518817433,1.18326546870851,1.69691142191142,0.00634634658657528,43.9778506963521,-74.4649988334763,1,1
132437266,132437266,1,266.5,263,192.5,298,0.974062538931108,0.6875,1.11684397163121,0.713143857973091,1.14748127629014,1.62525146746769,0.00609850456835905,43.8658982757537,-74.4609009196082,1,1
132665168,132665168,3,238,244,182.5,315.5,1.03203969759947,0.753604691272853,1.34735494880546,0.731645106645107,1.31435062424042,1.80745341614907,0.00759434208465995,44.1874425663507,-70.6788281518411,5,5
132665178,132665178,1,233,237,172,312,1,0.720357941834452,1.31333333333333,0.715725806451613,1.31016042780749,1.89256198347107,0.00812258362004753,44.1802693591227,-70.7062218959794,5,5
132665209,132665209,1,208.5,215.5,153.5,289.5,1.00816042195353,0.731574182554053,1.32893457762224,0.717786973088831,1.34114971374794,1.90696372592924,0.00914610899726256,44.1253778251548,-70.671316052933,5,5
132665328,132665328,4,228,230.25,160.75,290,1.00579482085139,0.710577850146701,1.25932405940524,0.70270571278826,1.2232480408274,1.75418526460916,0.00776327376031546,44.0757647520589,-70.7359696738822,1,1
132665404,132665404,4,260.25,266.25,185,313.5,1.01973449359057,0.702619819813072,1.16147934067883,0.688259987431303,1.13036183945669,1.7116603864562,0.00663250551791837,44.0388478544374,-70.5258724390975,1,1
132665467,132665467,2,233.75,230,175,315.5,0.999220928428247,0.751341007149635,1.35543386827423,0.754625721152677,1.35137889265485,1.8220663294998,0.00779628530472616,44.0314490910145,-70.7349897864257,5,5
132665595,132665595,2,236,251,174.5,307.25,1.04275304658949,0.736314696224003,1.30778099850127,0.708584687326623,1.23951643431495,1.81110457453988,0.00773336503960535,43.9711152242109,-70.458436339091,5,5
132665711,132665711,8,255,254.75,190,294.5,1.0023308899177,0.745687778340732,1.18991170519099,0.754538096739102,1.17334185927572,1.57169689629367,0.00614800887835703,44.0047764206757,-70.6306785928701,1,1
