site_no,station_nm,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,Latitude,Longitude,cluster_sel,cluster
132665753,132665753,2,237,240,169.5,284,1.02559523809524,0.725640345170017,1.2311701915403,0.709972605933438,1.18095238095238,1.70798525798526,0.00720744488192145,43.9206404298364,-70.5034576528771,1,1
132665760,132665760,1,251.5,254,184.5,284,1.00718937446444,0.72806717515477,1.13413763563678,0.71875,1.11160537761961,1.55967435767184,0.00620148849968924,43.9334536567134,-70.473746662558,2,2
132665818,132665818,3,229,231,167.5,296,1.00699300699301,0.70952380952381,1.31118881118881,0.69758064516129,1.29,1.92168674698795,0.00841946530112155,43.9419616215234,-70.6861945867814,5,5
132665935,132665935,7,223,231,166,278.5,1.02608695652174,0.745283018867925,1.26878863826232,0.715277777777778,1.217375,1.68992248062016,0.00757812771578545,43.8868413993729,-70.4085074660883,1,1
132666130,132666130,1,242,254,182,290,1.02808988764045,0.758397932816537,1.23021582733813,0.728395061728395,1.16703786191537,1.62658227848101,0.00672141437388848,43.7780539850009,-70.3581444677474,1,1
132666192,132666192,14,241.75,228.5,164.5,229.25,0.944188125987034,0.691183085919928,0.918775297492433,0.729226429527634,0.981039078257508,1.33739906723423,0.005457673433372,43.8515922055454,-70.5468896156449,2,2
132876003,132876003,1,292.5,315,242,360.5,1.08497257408816,0.836363399916771,1.26001348494788,0.75724143955276,1.13206469456469,1.45240240656538,0.00496547831304402,44.8189999122204,-74.0186026861169,2,2
132876172,132876172,2,264.75,266.75,196.25,298.5,1.00763533328716,0.754946234061085,1.12122834525221,0.759993446192127,1.10508817087764,1.47220366569281,0.00556325183498036,44.7419845483758,-73.9654658084135,2,2
132876320,132876320,1,271,287,217,352.5,1.06795285760413,0.795308579117722,1.32139622153209,0.742535650623886,1.21604938271605,1.6323055028463,0.00602326753817823,44.7248014024664,-74.2822024448914,1,1
133098364,133098364,1,256,326,219,340,1.2463768115942,0.836492890995261,1.34451219512195,0.670068027210884,1.03908794788274,1.58139534883721,0.00617732558139535,44.3157636037327,-75.6077504968471,4,4
135271203,135271203,1,239,256,195,301,1.02375296912114,0.805728518057285,1.26851851851852,0.793729372937294,1.17934782608696,1.52100840336134,0.00636405189690939,44.4502991416162,-74.2320018852317,1,1
135271335,135271335,1,267,289.5,237,309,1.04449472096531,0.839761297634226,1.16337088430112,0.796799191374663,1.1091021732819,1.36605244507442,0.00511630129241354,44.4293993349788,-74.2558982077771,2,2
135271412,135271412,1,256,275,199,328,1.04469273743017,0.762430939226519,1.31265508684864,0.734736842105263,1.21497584541063,1.68231046931408,0.00657152527075812,44.4075006897053,-74.2778994123748,1,1
135907867,135907867,2,247,264.5,190.5,306.25,1.04057077032687,0.767044015503281,1.27856941221725,0.724917513624239,1.21804943096663,1.65643723347548,0.00670802144867,43.4440561683451,-71.311237186012,1,1
135907944,135907944,2,253.75,270,203.5,320.75,1.05221638657169,0.799756949103785,1.30578069286707,0.755996752379333,1.23103383103383,1.66353010741215,0.00655579608822842,43.389646217291,-71.2869952831349,1,1
135908605,135908605,3,255,270,207,327,1.06017699115044,0.804345961247708,1.27272727272727,0.766233766233766,1.20057306590258,1.59472049689441,0.0061453583695353,43.2141724158193,-71.258173883476,1,1
135908715,135908715,4,256.5,267,175,303.5,1.02923076923077,0.691181752873563,1.19744466213681,0.672179511820104,1.14919455724706,1.74750957854406,0.00680809791616905,43.1896521907181,-71.2607111119754,1,1
135909629,135909629,4,229.5,236,176.5,279.25,1.02914016624724,0.756032347713528,1.24693120863426,0.740776140641532,1.19372388174694,1.63364512047667,0.00713382148679769,42.9874709750786,-71.3749198377068,1,1
135910534,135910534,3,232,230,165,286,1,0.714353900893864,1.22167487684729,0.719752749750023,1.23987757539564,1.73214285714286,0.00746613300492611,42.8657204230988,-71.2117412642065,1,1
135911428,135911428,2,233.25,238.5,162.75,272.75,1.01726767634804,0.674368853093173,1.19009446581069,0.670255856413625,1.1633137499416,1.78279108080683,0.00765024271209818,42.7958901574183,-71.254791655327,1,1
135995141,135995141,1,269,265.5,188.5,317,0.990658880588088,0.710933506350517,1.25308612286777,0.710691049762616,1.2370684909963,1.74313845709958,0.00648006861375308,43.4288439451013,-71.9593764423325,1,1
135998471,135998471,2,263,269.5,186.25,325,1.01181272266005,0.714062086603757,1.26088729764969,0.699095176974328,1.26346164322141,1.80405472380704,0.00685952366466556,43.2436976102612,-71.9138467910263,1,1
135998924,135998924,3,216.5,226.5,161,312.5,1.02786404416839,0.742616708330911,1.46818462965827,0.742647058823529,1.40342809364549,1.87548449612403,0.00875375311878885,43.1019650832774,-71.9524574038645,5,5
135999029,135999029,4,234,247,186.5,337.5,1.03472079074655,0.779066035785706,1.45738159527111,0.775567552602436,1.37908404288422,1.80966973101805,0.00763920646544352,43.1116168075076,-72.0870884408289,5,5
135999191,135999191,1,221,235,181.5,325,1.06891025641026,0.831761006289308,1.56063492063492,0.782208649784846,1.45545454545455,1.84692283661356,0.00835711690775366,42.9911920949077,-71.9275830518214,5,5
135999224,135999224,2,268.75,254,160.25,305.5,0.955537233150275,0.603986060542757,1.16466040759438,0.634720024519721,1.22008036123491,1.95114937102851,0.00725990139215832,42.984793284896,-72.0579939212305,1,1
136017809,136017809,2,237.25,248,195.75,322.75,1.03420987038883,0.799609101447539,1.35735075325577,0.773239683420461,1.30833931666703,1.65524083196497,0.00697679055455863,42.7272891172616,-71.9856048747288,1,1
141031554,141031554,12,240.25,238.75,162.5,290,1,0.681329375535019,1.26216883232732,0.685526968587758,1.25397022332506,1.87122507122507,0.00785178343553827,43.5797072246755,-70.956375607119,5,5
141031578,141031578,4,254,260,177.75,298.75,1.01262680404334,0.700486768944001,1.13636877072806,0.697820506147228,1.12290008841733,1.68090101961323,0.00653456933593954,43.5576528824569,-70.8808971467708,1,1
141031699,141031699,5,246,262,175,299,1.03628136569313,0.714285714285714,1.19792239382883,0.675373134328358,1.14494906621392,1.7979797979798,0.00727927043716517,43.543121786899,-71.0059822888367,1,1
141031837,141031837,5,229,232,173,292,1.01190476190476,0.724220623501199,1.2753164556962,0.711111111111111,1.24901185770751,1.81404958677686,0.00792161391605616,43.5233403228057,-70.8623038101532,5,5
141032402,141032402,11,235,246,176,313.5,1.03478260869565,0.760416666666667,1.31325483091787,0.736842105263158,1.24644549763033,1.76818181818182,0.00758876316816231,43.4328551091853,-70.9728988398535,1,1
141033553,141033553,3,248,257,181,301,1.02513966480447,0.716577540106952,1.21393034825871,0.708333333333333,1.1712962962963,1.73311897106109,0.00700244815668203,43.2465960259459,-71.175573495562,1,1
141034311,141034311,2,224.5,238,168,290.5,1.02905739590522,0.734465746580903,1.31096158393706,0.717404792152923,1.25561014639513,1.80433455433455,0.00804329829097631,43.0837496554741,-71.1483997337423,5,5
142806492,142806492,1,234,230,175,289,1,0.760765550239234,1.21951219512195,0.764705882352941,1.24025974025974,1.62589928057554,0.00694828752382709,46.7720103689118,-69.2651073220215,1,1
142806532,142806532,1,241,251,193,308,1.01451187335092,0.792727272727273,1.31132075471698,0.782828282828283,1.25474683544304,1.58441558441558,0.00657433852454599,46.6272322759085,-69.1682155152312,1,1
142806540,142806540,1,223,231,183.5,302,1.01835016835017,0.789484126984127,1.36261549249299,0.786311589174185,1.31429072330194,1.71904388714734,0.00770871698272348,46.6000183821794,-69.1545572887045,5,5
142806550,142806550,1,224.5,232.5,173,305,1.01907959384212,0.777869152046784,1.37952539973904,0.76981272125157,1.30102866803249,1.7466814159292,0.00778031811104322,46.5603323828037,-69.1312005173865,5,5
142806564,142806564,1,260.5,259.5,165,294,1.00233644859813,0.661402207942,1.15539317264696,0.665120222535533,1.13509896171317,1.7250226326272,0.00662196787956697,46.5234288624854,-69.1277447140701,1,1
142806570,142806570,1,247.5,252.5,196,283,1.00488721804511,0.771956856702619,1.22542115437724,0.791514754471915,1.20056463507293,1.54716326813705,0.00625116471974566,46.5911001800725,-69.3693700228532,1,1
142806594,142806594,1,242,251,184,304,1.00501253132832,0.736486486486487,1.27222222222222,0.733067729083665,1.2135593220339,1.67755102040816,0.00693202900995109,46.5491177436543,-69.391469327674,1,1
142806633,142806633,1,237,236,176,288,0.995575221238938,0.751677852348993,1.21777777777778,0.751814223512337,1.17940199335548,1.61324041811847,0.00680692159543657,46.4781110184792,-69.1894319180435,1,1
142806650,142806650,1,231,228,164,281,0.986036129568106,0.738647516231315,1.22196306169078,0.751190476190476,1.23139216580851,1.66322656659103,0.00720011500688757,46.4483420598464,-69.2077053141605,1,1
142806672,142806672,1,238,250,199,301,0.985401459854015,0.783582089552239,1.23157894736842,0.803571428571429,1.23157894736842,1.54222222222222,0.00647992530345471,46.4736608356279,-69.5951343091891,1,1
142806726,142806726,1,236,246,168,284,1.04468517264726,0.735294117647059,1.2589928057554,0.71474358974359,1.2200488997555,1.73983739837398,0.00737219236599146,46.3006254192489,-69.1654330361738,1,1
142806732,142806732,2,233.75,227.5,170.5,252.75,0.964181479682461,0.724327098704175,1.07182575801136,0.761822778357547,1.10131124589925,1.45270205003581,0.00621453846804833,46.3573652506035,-69.3655017526893,2,2
142806733,142806733,1,235,238,169,273,1.01631701631702,0.737430167597765,1.16504854368932,0.72972972972973,1.15140845070423,1.55729166666667,0.00662677304964539,46.256667601064,-69.2805581071717,1,1
142826930,142826930,2,248.5,252.75,209,302.25,0.987240942110663,0.821784928070445,1.18338026167805,0.832312865447584,1.19095013112483,1.45364936570967,0.00585499328116955,46.2683348389704,-69.9130637551988,2,2
142827163,142827163,1,257.5,266,225,313.5,1.02855357530972,0.863871567662181,1.26306683664178,0.837324991025181,1.22567640692641,1.44220647773279,0.00560080185527299,46.13677575104,-69.9063082171028,2,2
142978516,142978516,8,286.5,341.5,235.5,291,1.15735018617414,0.805741818323831,1.04213698794636,0.694090030378349,0.88414884868421,1.25591668574044,0.00438493336040057,47.2077002146419,-68.2469267778427,4,4
142978563,142978563,1,253,306,216,291,1.15533980582524,0.827586206896552,1.10197368421053,0.715613382899628,0.96969696969697,1.33913043478261,0.00529300567107751,47.1542668067185,-68.2909453512794,4,4
142978651,142978651,2,272.5,328.5,251,290.5,1.17145917611242,0.894323373455811,1.08256931965658,0.770054901057747,0.915100198268072,1.19838268467558,0.00440587421553856,47.097078835708,-68.3146811461869,4,4
142978710,142978710,3,254,262.5,200.5,267,1.04041464476795,0.801033764291057,1.04174243748907,0.770344848159418,0.989249639249639,1.28471005423446,0.00502980981707434,47.0553386771137,-68.3646557780599,2,2
142978730,142978730,3,228,233,171,274,1.02743663443951,0.768294424216463,1.24278846153846,0.762411347517731,1.1941309255079,1.6046511627907,0.00703794369645043,47.0552480087256,-68.5280773725676,1,1
142978842,142978842,1,231,239,178,295.5,1.00390178405254,0.766867469879518,1.29126252186357,0.757539127115409,1.28598253032158,1.72015124792903,0.00744654219882695,46.9310977171956,-68.6081791775247,1,1
142978921,142978921,2,249,271.5,212,296,1.07312753036437,0.838789633030575,1.1831644212897,0.783833809549482,1.10252126997302,1.4084295845998,0.00565610127998039,46.7775530315212,-68.5136283987874,2,2
142978929,142978929,1,238,236,177,265.5,1.02056650364634,0.758947368421053,1.1197253277693,0.747595931576514,1.10331287009468,1.48129353233831,0.00622392240478281,46.8135825680331,-68.7697547041963,2,2
145049569,145049569,3,252.5,287,224,299,1.12890749347425,0.867567593554094,1.19155473835323,0.776975134316022,1.03989793989794,1.36656746031746,0.00541214835769291,47.0283670612084,-68.2072554563413,4,4
145050512,145050512,1,233,250,186,304,1.02890173410405,0.76140350877193,1.22748815165877,0.741007194244604,1.17647058823529,1.61224489795918,0.00691950599982482,46.5561720415208,-68.2356970892272,1,1
145051136,145051136,1,240,245,188,302.5,1.03178210678211,0.785280632411067,1.29741641337386,0.770761651548327,1.25289149443561,1.57482228347599,0.00656175951448329,46.2874621529391,-68.4304840005449,1,1
145051177,145051177,1,232.5,226,164,280,1.00149253731343,0.75352886729145,1.24553091397849,0.767922988575228,1.26217948717949,1.65913428976048,0.00713606146133541,46.374303145955,-68.9855974906883,1,1
145051195,145051195,1,235.5,241.5,175,280.5,1.01771929824561,0.764340292724925,1.20758667009632,0.75462067788899,1.16864052939786,1.53176933158585,0.00650432837191442,46.2783789640932,-68.7867126655026,1,1
145051226,145051226,1,224,218,163,261.5,1.00669802867384,0.773010622733923,1.19339987229895,0.755145738361652,1.1931679652303,1.55105647330004,0.00692435925580374,46.3061725409594,-68.8659598094244,1,1
145061070,145061070,1,281,410,304,353,1.45049504950495,1.06962025316456,1.29787234042553,0.727793696275072,0.898591549295775,1.20098039215686,0.00427395157351197,46.6906986612022,-67.8930731415836,3,3
145061926,145061926,2,216,243.75,175,349.25,1.0765114437036,0.823402530880136,1.59621703634245,0.755233977032933,1.43161825056054,1.96147682362314,0.00910414378996085,46.0940241196901,-68.0394565109661,5,5
145081231,145081231,1,226,232,163,302,1.0418410041841,0.767156862745098,1.31034482758621,0.739622641509434,1.2619926199262,1.68715083798883,0.00746526919464083,46.1801850997953,-68.3760428357833,1,1
145081313,145081313,3,268.5,278,177.5,303.5,1.00316712603358,0.656605136266117,1.04903211445107,0.657534246575342,1.08100184285475,1.6012506012506,0.00596368939013259,46.0192620882445,-68.1547673778412,2,2
145081356,145081356,1,227,240,179,300,1.04575163398693,0.818181818181818,1.26797385620915,0.788844621513944,1.23148148148148,1.54356846473029,0.00679986107810701,46.0089511602419,-68.2152967019077,1,1
145081386,145081386,3,227,251,196,276,1.06135343633017,0.822243885147111,1.20661164359247,0.786639526276832,1.12704918032787,1.47719205236954,0.0065074539751962,45.9741567947219,-68.1603026086155,2,2
145081732,145081732,1,222,223.5,171,300,1.01937148217636,0.778342490842491,1.3315621828842,0.773239339277075,1.29784946236559,1.66608391608392,0.00750488250488251,45.8003945448712,-68.1577787574193,1,1
145081825,145081825,1,219,237,179,307,1.09019607843137,0.798418972332016,1.34529147982063,0.759259259259259,1.27555555555556,1.68648648648649,0.00770085153646798,45.7873516742899,-68.3690643426347,1,1
145082012,145082012,1,225,240,179,311,1.03964757709251,0.819148936170213,1.31517509727626,0.784905660377359,1.29166666666667,1.67415730337079,0.00744069912609239,45.6598303023634,-68.3042379315197,1,1
145082108,145082108,1,236,225,168,235,0.955801104972376,0.728070175438597,1.01630434782609,0.754901960784314,1.05700712589074,1.41968911917098,0.006015631860894,45.5079265658768,-67.8354035876594,2,2
145082270,145082270,1,236,256,173,283,1.07011070110701,0.757679180887372,1.22457627118644,0.704180064308682,1.13164556962025,1.63548387096774,0.00693001640240569,45.348259534456,-68.313771489572,1,1
149269408,149269408,1,295.5,326.5,250.5,381.5,1.09517252820173,0.826251904128343,1.30174731182796,0.740745123439875,1.18627450980392,1.58333333333333,0.00535815002820079,41.6250929779719,-74.8347207382218,1,1
149532904,149532904,1,312.5,360,254,249,1.10371713985279,0.770145514631416,0.780550840329709,0.695826086956522,0.705152608027783,1.01378038194444,0.00324409722222222,43.2084930074442,-75.9351599916964,4,4
149808110,149808110,1,223.5,238,170.5,309.5,1.02655525956437,0.791388441169698,1.38034356010708,0.790331998665332,1.30734159457564,1.6667832892759,0.00745764335246489,46.3047500877233,-68.6555705035207,1,1
149808156,149808156,1,232,241,173,297,1.04054054054054,0.784841075794621,1.27307692307692,0.767123287671233,1.21768707482993,1.59467455621302,0.00687359722505611,46.2369628335088,-68.7474369034238,1,1
149808228,149808228,1,225,227,181,288,1.0059880239521,0.786885245901639,1.30538922155689,0.794594594594595,1.29106628242075,1.64571428571429,0.00731428571428571,46.245484175622,-69.0311115351409,1,1
149808287,149808287,1,256,278,207,309,1.08426966292135,0.81203007518797,1.22622950819672,0.737864077669903,1.14029850746269,1.52238805970149,0.00594682835820896,46.1523959820302,-68.720918629459,2,2
149808288,149808288,1,221,237,171,292,1.03940886699507,0.782608695652174,1.28301886792453,0.75,1.22885572139304,1.63529411764706,0.00739952089433058,46.1204153092749,-68.5400753271354,1,1
149808290,149808290,1,246,258,200,285,1.04511278195489,0.823754789272031,1.15272727272727,0.796992481203008,1.10747663551402,1.44135802469136,0.00585917896215999,46.1611804111055,-68.7999517365302,2,2
149808296,149808296,1,240,260,182,315,1.0590405904059,0.764705882352941,1.22519083969466,0.716911764705882,1.1528384279476,1.65217391304348,0.00688405797101449,46.0886130005618,-68.5657329945969,1,1
149808315,149808315,2,249.25,249.25,199.5,290.5,0.986278555395342,0.774728094918816,1.14462163875742,0.796058490367338,1.15843251907796,1.45131146701906,0.00584628418046961,46.327081265799,-69.5363499800016,2,2
149808430,149808430,1,202,209,154,275,1.01360544217687,0.76303317535545,1.3551912568306,0.746478873239437,1.36453201970443,1.84018264840183,0.00910981509109815,46.1591961111367,-69.058575138529,5,5
149808478,149808478,1,235.5,248,233.5,265,1.05428332318929,0.975103305785124,1.16804817763454,0.919113638133811,1.07040176719256,1.16798114166535,0.00495958021938579,46.1794983982331,-69.3147950850601,4,4
149808487,149808487,2,227,217.5,153.25,227.25,0.956502200880352,0.7200172453146,1.01877837383969,0.759745049363693,1.06493906161028,1.41587766701963,0.00623720282920565,46.2192044635635,-69.2969185489368,2,2
149808644,149808644,1,263.5,306.5,232.5,309.5,1.15099442153772,0.895132093933464,1.23309270516717,0.748621323529412,1.03330693354453,1.37787698412698,0.00522913466461854,45.9180345488632,-68.7871541165069,4,4
150097706,150097706,1,211.5,218,163,279.5,1.0243401092233,0.792318534178999,1.37706860980642,0.777777777777778,1.34106137764674,1.72371973652979,0.00814997511361602,45.5966180858298,-68.3794139161797,5,5
150097786,150097786,1,224,219,161,261,1.00892857142857,0.768339768339768,1.19886363636364,0.755868544600939,1.18545454545455,1.58088235294118,0.00705751050420168,45.4956328242724,-68.676617460493,1,1
150097849,150097849,2,220.5,232.5,159,305.5,1.05404135338346,0.76390004014452,1.4203912029999,0.725311435837752,1.34750830564784,1.86246030419522,0.00845149351832909,45.396692060548,-68.4147968830388,5,5
150097924,150097924,1,223,230.5,177,278,1.03785528844533,0.800964728479134,1.26218442877498,0.770658627087198,1.20813638658162,1.56823877876509,0.0070324608913233,45.3547207718825,-68.4857946900118,1,1
150097930,150097930,1,208,224,157,305.5,1.04942588892061,0.791608391608392,1.45393157262905,0.731766439112969,1.38819879630204,1.87822061191626,0.00902990678805896,45.3393547096523,-68.4418368718269,5,5
150097940,150097940,1,229,250,180,268.5,1.05216049382716,0.779940119760479,1.17349498327759,0.722920156337242,1.12340890048982,1.54416582235731,0.00674308219370005,45.3894259553814,-68.6755294398359,1,1
150097953,150097953,1,233,246,187,303,1.04721030042918,0.801242236024845,1.3375,0.768924302788845,1.23837209302326,1.6490765171504,0.00707758161867123,45.3216297829648,-68.411720103312,1,1
150097964,150097964,1,206,224,157,274,1.02447552447552,0.764912280701755,1.28342245989305,0.755364806866953,1.23929471032746,1.6980198019802,0.00824281457271941,45.2991068635439,-68.3423320318193,1,1
150097972,150097972,1,226,238.5,161,281.5,1.03935505282372,0.715605598232137,1.24575163398693,0.683273173910864,1.16187408941032,1.79834024896266,0.00795725773877281,45.2993075230913,-68.4761496544332,1,1
150098054,150098054,1,198,210,154,279,1.03409090909091,0.770186335403727,1.39236111111111,0.751824817518248,1.33198380566802,1.87313432835821,0.00946027438564752,45.25189390159,-68.4460863951309,5,5
150098073,150098073,1,230,231,174,286,1.01647785787848,0.770547945205479,1.25337837837838,0.758974358974359,1.22705314009662,1.64179104477612,0.00713822193380922,45.1939701789057,-68.217240869967,1,1
150098077,150098077,2,225.25,228.25,154.25,256.25,1.01000449640288,0.707464913984726,1.1566286222533,0.694535024154589,1.14264484014057,1.63820370624804,0.00727462495746488,45.2703835641081,-68.5320556338908,1,1
150098086,150098086,2,238,234,159.5,260,0.99492385786802,0.693334204110066,1.13044625358058,0.699364354878222,1.11252864625962,1.63568678054975,0.00687476671398724,45.1494772685945,-68.0944349974046,1,1
150098124,150098124,1,226,238,186,285,1.02158273381295,0.796703296703297,1.2757793764988,0.785185185185185,1.22595078299776,1.61971830985916,0.00716689517636794,45.1760000016603,-68.38051531414,1,1
150098138,150098138,1,214,225,155,264,1.03344481605351,0.742160278745645,1.20987654320988,0.728888888888889,1.16129032258065,1.59574468085106,0.00745675084509843,45.1044448070557,-68.07240480865,1,1
150098145,150098145,1,250,253,173,273,0.97025361528124,0.685445418068626,1.07683080808081,0.706165225850265,1.05734356317258,1.59279336734694,0.00637117346938776,45.1126272574888,-68.189955630621,2,2
150098186,150098186,3,222.5,215.5,155,241.5,0.979387681532599,0.711648363962349,1.09451089845827,0.73817136487636,1.134335839599,1.55457117331745,0.00700257285278131,45.0924973889665,-68.1551761287711,1,1
150098264,150098264,1,217.5,224,163,286.5,1.02718280496816,0.795192710515291,1.35582658056024,0.77445652173913,1.29768010996011,1.70567010309278,0.00784216139353004,45.1728340399124,-68.9179841414149,1,1
150098624,150098624,1,216.5,227,161.5,283,1.06410519827409,0.794791666666667,1.33478893740902,0.734442640692641,1.28178001797147,1.76851285682103,0.00816865060887314,45.0169349488818,-68.9364760334836,5,5
150098813,150098813,5,227,242,177,265,1.03571428571429,0.780998559432206,1.2000276854928,0.764439005093211,1.15671641791045,1.51851851851852,0.00692707007108779,44.9425901406581,-68.8076124721401,1,1
150098960,150098960,1,244,252,190,279,1.02734877734878,0.802727832512315,1.19131097560976,0.764063221527224,1.15457128099174,1.50540919563258,0.00616970981816629,44.823137957998,-68.5706692194631,2,2
150099062,150099062,1,236,241,181,283,1.03070175438596,0.771604938271605,1.26815642458101,0.754807692307692,1.23214285714286,1.65714285714286,0.00702179176755448,44.7880626691116,-68.5935667033725,1,1
150099173,150099173,1,235.5,266.5,212.5,299.5,1.12564028684851,0.891463935125907,1.32975706588524,0.765695382882883,1.16293103448276,1.49598354861513,0.00635237175632751,44.7807096114745,-68.9390444756904,1,1
150099217,150099217,1,262.5,274.5,189.5,297.5,1.04272845669633,0.712620101479002,1.16798941798942,0.706143162393162,1.11473084886128,1.63320430107527,0.00622173067076293,44.6903682241317,-68.6013077028013,1,1
150099252,150099252,2,259.25,277,206.5,302.5,1.05131187348318,0.796178045957177,1.16578097542686,0.74284066012722,1.10125019217661,1.50870702936802,0.00582179432525159,44.7093461582151,-68.7272394052022,2,2
150099426,150099426,2,241.25,273.5,184,274,1.11093382402985,0.759926415244707,1.11071448928409,0.67937969924812,1.00558353455393,1.46682058281339,0.00609201828185524,44.5982565736706,-68.7851475210328,2,2
150099453,150099453,2,233.5,239.5,161.5,264,1.02219809730595,0.751396728904328,1.14792633471299,0.729761904761905,1.10229829636773,1.55892857142857,0.00667878505113836,44.576513996934,-68.6990467387918,1,1
150099592,150099592,3,242,246,186,284,1.02878095385648,0.803803276918509,1.16176470588235,0.766,1.12921348314607,1.4845950923299,0.00616822429906542,44.5309865751783,-68.6265432420298,2,2
150563204,150563204,2,245.25,268.25,198.25,289.25,1.0552495054185,0.795331241362884,1.23260209875464,0.737451738906652,1.14266683077918,1.54282321716281,0.00638744098808467,44.3178638403289,-74.3065424479916,1,1
150563205,150563205,1,269,267,198,275,1.00906735751295,0.745098039215686,1.04109589041096,0.737032569360676,1.01082251082251,1.36104513064133,0.0050596473258042,44.2597082443899,-74.2658598395305,2,2
150569044,150569044,1,265,301,236,301,1.1219512195122,0.872131147540984,1.14076246334311,0.780780780780781,1,1.26307448494453,0.00476631881111144,45.7425822997133,-69.5619764337557,4,4
150569055,150569055,1,242,249,181,306,1.04608294930876,0.779527559055118,1.29323308270677,0.747747747747748,1.21485411140584,1.57388316151203,0.00650364942773565,45.6749511140357,-69.2748326214191,1,1
150569121,150569121,1,248.5,242.5,182.5,262,0.973403502815268,0.72950895819509,1.04791227747692,0.757544378698225,1.08416968879143,1.44264261595877,0.00580540288112181,45.6526243950611,-69.3719919742726,2,2
150569331,150569331,1,272,270,223,297,0.993920972644377,0.802919708029197,1.07407407407407,0.817919075144509,1.0635838150289,1.27350427350427,0.00468200100553042,45.6844534583806,-69.8911026825105,2,2
150569450,150569450,3,263,280,234,319,1.08303076851464,0.920918805621414,1.2165440800899,0.842588513848357,1.12176165803109,1.32850241545894,0.00499436998292834,45.6274587150825,-70.0940051577455,2,2
150569478,150569478,1,271,371,327,311,1.36929282242867,1.19327599196384,1.21054523260545,0.864089098152843,0.871975494804318,0.988147215225301,0.00364629968717823,45.5405850219922,-69.7288404542767,3,3
150569516,150569516,1,267,280.5,190.5,264,1.03595754201054,0.71537021031403,1.05744914788345,0.683470849578384,1.0014450867052,1.45849583513891,0.00546253121774872,45.5182627621186,-69.6835226102705,2,2
150569560,150569560,2,225,238.5,178.5,302.5,1.03034379028792,0.80468463513018,1.35998024863483,0.781589176636882,1.29874924653406,1.69397659974,0.00754210026201937,45.6361524757697,-70.34935112047,1,1
150569602,150569602,20,237.5,227,163,238,0.950551089354859,0.706684652278177,0.990759220534531,0.736128740588757,1.04185606860614,1.38019153443503,0.00579544532672565,45.6361147963657,-69.6513709309898,2,2
150569762,150569762,2,231.25,247.5,197,268,1.04113678323953,0.862970022526425,1.14997038936287,0.820293889529808,1.09380364586862,1.32093740531738,0.00571199073117409,45.5695937038954,-70.2926425028228,2,2
150569787,150569787,2,232.75,253,204.75,292,1.04642431359989,0.857039575898818,1.26428106917237,0.809827601892285,1.19877075631418,1.45665968149373,0.00627059217104887,45.5884980628115,-70.4251536088281,2,2
150569794,150569794,2,259.25,273.25,218,338,1.03543763147422,0.834751769348366,1.26401009900663,0.800814900679031,1.21342556527897,1.50892337355937,0.0058204789008076,45.5119152317691,-70.0791073011259,2,2
150570154,150570154,1,254,262,210,332,1.02120141342756,0.823848238482385,1.33527696793003,0.815642458100559,1.28181818181818,1.58241758241758,0.00622999048195899,45.324479148538,-69.845749165696,1,1
150611318,150611318,1,251,260.5,208,283,0.995929511044924,0.788563061671346,1.12094476974205,0.80222351869211,1.08412596289276,1.39934065934066,0.00557506238781139,46.2155100983407,-69.6261473570158,2,2
150611355,150611355,1,240.5,248,193,291,1.00202429149798,0.806996546385614,1.20126894907171,0.800537634408602,1.18754690385607,1.46553706709957,0.00609370921870922,46.1475801528925,-69.6435779830338,2,2
150611366,150611366,1,230.5,237.5,168,276,1.0367328962626,0.763397129186603,1.17933130699088,0.736398110722558,1.1312254259502,1.50837701716518,0.0065439349985474,46.0404591682856,-69.1014627724611,1,1
150611616,150611616,1,234,244,187,282,1.00770218228498,0.768558951965066,1.18518518518519,0.760655737704918,1.16666666666667,1.52083333333333,0.00649928774928775,45.9292090561032,-69.1497726732741,1,1
150611876,150611876,1,218.5,222,163,287,1.03501458259766,0.75958911307272,1.33553268327916,0.752631578947368,1.29504319210202,1.73020119863014,0.007918540954829,45.8207146683718,-68.8623345602679,5,5
150612108,150612108,1,263,256,180,287,1,0.712389380530973,1.09328358208955,0.717607973421927,1.11208791208791,1.55844155844156,0.00592563330205916,45.796122726062,-68.9928078570918,2,2
150612165,150612165,1,287,276,201,309,0.993957703927492,0.684587813620072,1.06896551724138,0.711038961038961,1.07379134860051,1.54838709677419,0.00539507699224458,45.8221371216078,-69.0981630376815,2,2
150612209,150612209,1,249,253.5,198,262,1.00533428165007,0.764814814814815,1.05337386018237,0.777912381329114,1.06470177886292,1.36018264143264,0.00546258088928772,45.7767523910859,-68.8127181428462,2,2
150612244,150612244,5,246,241.5,188,260,0.994152046783626,0.767905667701863,1.08467741935484,0.791198738784328,1.05420094007051,1.35135135135135,0.00538386992570259,46.0115240615498,-69.3549403718442,2,2
150612333,150612333,1,252,248,178,294,1,0.746397694524496,1.15384615384615,0.728813559322034,1.17117117117117,1.59230769230769,0.00631868131868132,45.765247910368,-69.0373944085252,1,1
150612428,150612428,4,230.5,224.5,171,264.25,0.983510532095438,0.730958491599083,1.13024200194178,0.749054368156001,1.13690515651705,1.51877450980392,0.00659081748805237,45.8508436994146,-69.5172182069318,2,2
