station_nm,Latitude,Longitude,site_no,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,cluster
149808478,46.1794984,-69.31479509,1316,344,235.5,248,233.5,265,1.054283323,0.975103306,1.168048178,0.919113638,1.070401767,1.167981142,0.004888454,4
149808487,46.21920223,-69.29670005,1319,343,226,218,153,228,0.952,0.72519084,1.026200873,0.770416025,1.070175439,1.402234637,0.006110567,4
149808487,46.21920669,-69.29713704,1320,338,228,217,153.5,226.5,0.961004402,0.714843651,1.011355874,0.749074074,1.059702685,1.429520697,0.006294511,5
149808644,45.91803455,-68.78715412,1281,282,263.5,306.5,232.5,309.5,1.150994422,0.895132094,1.233092705,0.748621324,1.033306934,1.377876984,0.005325464,4
150097706,45.59661809,-68.37941392,1213,180,211.5,218,163,279.5,1.024340109,0.792318534,1.37706861,0.777777778,1.341061378,1.723719737,0.007938966,5
150097786,45.49563282,-68.67661746,1190,173,224,219,161,261,1.008928571,0.768339768,1.198863636,0.755868545,1.185454545,1.580882353,0.007087885,5
150097849,45.38651862,-68.4037071,1173,311,223,231,158,294,1.035714286,0.740566038,1.276679842,0.720893142,1.262458472,1.787096774,0.007778881,5
150097849,45.4068655,-68.42588667,1177,199,218,234,160,317,1.072368421,0.787234043,1.564102564,0.72972973,1.43255814,1.937823834,0.009010297,5
150097924,45.35472077,-68.48579469,1164,384,223,230.5,177,278,1.037855288,0.800964728,1.262184429,0.770658627,1.208136387,1.568238779,0.006741295,4
150097930,45.33935471,-68.44183687,1157,406,208,224,157,305.5,1.049425889,0.791608392,1.453931573,0.731766439,1.388198796,1.878220612,0.008112128,5
150097940,45.38942596,-68.67552944,1174,374,229,250,180,268.5,1.052160494,0.77994012,1.173494983,0.722920156,1.1234089,1.544165822,0.006452229,5
150097953,45.32162978,-68.4117201,1144,385,233,246,187,303,1.0472103,0.801242236,1.3375,0.768924303,1.238372093,1.649076517,0.006974187,4
150097964,45.29910686,-68.34233203,1136,387,206,224,157,274,1.024475524,0.764912281,1.28342246,0.755364807,1.23929471,1.698019802,0.008027134,5
150097972,45.29930752,-68.47614965,1137,384,226,238.5,161,281.5,1.039355053,0.715605598,1.245751634,0.683273174,1.161874089,1.798340249,0.007614914,5
150098054,45.2518939,-68.4460864,1117,397,198,210,154,279,1.034090909,0.770186335,1.392361111,0.751824818,1.331983806,1.873134328,0.0090625,5
150098073,45.19397018,-68.21724087,1094,531,230,231,174,286,1.016477858,0.770547945,1.253378378,0.758974359,1.22705314,1.641791045,0.006945431,4
150098077,45.25520701,-68.54012884,1121,374,226.5,229.5,149,242,1,0.689169459,1.062641481,0.680555556,1.073554986,1.574214099,0.007057262,1
150098077,45.28556011,-68.52398243,1133,376,224,227,159.5,270.5,1.020008993,0.725760369,1.250615764,0.708514493,1.211734694,1.702193314,0.007290437,5
150098086,45.14690437,-68.09399578,1076,349,235,231,158,259,1,0.693181818,1.146464646,0.693227092,1.131097561,1.655339806,0.007099451,1
150098086,45.15205017,-68.09487422,1079,373,241,237,161,261,0.989847716,0.69348659,1.114427861,0.705501618,1.093959732,1.616033755,0.006443385,1
150098124,45.176,-68.38051531,1090,215,226,238,186,285,1.021582734,0.796703297,1.275779376,0.785185185,1.225950783,1.61971831,0.006287202,4
150098138,45.10444481,-68.07240481,1057,339,214,225,155,264,1.033444816,0.742160279,1.209876543,0.728888889,1.161290323,1.595744681,0.007328167,5
150098145,45.11262726,-68.18995563,1062,344,250,253,173,273,0.970253615,0.685445418,1.076830808,0.706165226,1.057343563,1.592793367,0.006186686,1
150098186,45.05844026,-68.13755673,1043,326,222.5,212.5,155,241.5,0.961290806,0.702512616,1.089958159,0.741788177,1.13433584,1.541067685,0.006741638,5
150098186,45.09032729,-68.14319304,1051,350,222,215.5,153.5,239.5,0.979387682,0.711648364,1.094510898,0.738171365,1.122045534,1.554571173,0.00678744,5
150098186,45.12872461,-68.18477861,1069,338,235,237,177,282,0.987365677,0.719132185,1.241362948,0.730458215,1.224437525,1.65947399,0.006817723,5
150098264,45.17283404,-68.91798414,1088,284,217.5,224,163,286.5,1.027182805,0.795192711,1.355826581,0.774456522,1.29768011,1.705670103,0.007593477,5
150098624,45.01693495,-68.93647603,1027,204,216.5,227,161.5,283,1.064105198,0.794791667,1.334788937,0.734442641,1.281780018,1.768512857,0.007802683,5
150098813,44.89879998,-68.77071787,952,209,213,230,172,265,1.035714286,0.810810811,1.225490196,0.759174312,1.168367347,1.518518519,0.006640862,4
150098813,44.9320738,-68.79489512,972,192,231,245,188.5,265,1.027299814,0.780998559,1.162069338,0.771761335,1.139756,1.473161321,0.006149973,4
150098813,44.93330005,-68.80000525,974,193,231,234,183,265,1.023722628,0.787709497,1.157051282,0.776536313,1.126614987,1.449612403,0.005953146,4
150098813,44.97161265,-68.82919452,1003,194,223,242,174,272,1.038379705,0.778888889,1.200027685,0.764439005,1.162645349,1.544736626,0.006604734,4
150098813,44.97716423,-68.84324961,1010,195,227,243,177,279,1.040189125,0.77037037,1.224615385,0.734939759,1.156716418,1.590361446,0.006844106,5
150098960,44.82313796,-68.57066922,917,190,244,252,190,279,1.027348777,0.802727833,1.191310976,0.764063222,1.154571281,1.505409196,0.006107018,4
150099062,44.78806267,-68.5935667,898,183,236,241,181,283,1.030701754,0.771604938,1.268156425,0.754807692,1.232142857,1.657142857,0.006832525,4
150099173,44.78070961,-68.93904448,892,202,235.5,266.5,212.5,299.5,1.125640287,0.891463935,1.329757066,0.765695383,1.162931034,1.495983549,0.006131266,4
150099217,44.69036822,-68.6013077,846,184,262.5,274.5,189.5,297.5,1.042728457,0.712620101,1.167989418,0.706143162,1.114730849,1.633204301,0.006129914,1
150099252,44.70618911,-68.72537773,853,195,255,271,204,299,1.055147059,0.809352518,1.187165775,0.747706422,1.118881119,1.52014652,0.005602361,4
150099252,44.7125032,-68.72910108,856,180,263.5,283,209,306,1.047476688,0.783003574,1.144396175,0.737974898,1.083619265,1.497267539,0.005568684,4
150099426,44.59231259,-68.78959324,793,202,233.5,266,174,273,1.107316564,0.75886382,1.121761204,0.678759398,1.022966479,1.509222561,0.006018185,1
150099426,44.60420056,-68.7807018,801,189,249,281,194,275,1.114551084,0.760989011,1.099667774,0.68,0.98820059,1.424418605,0.005610725,2
150099453,44.575805,-68.69671463,777,187,229,239,154,262,1.028169014,0.75177305,1.154061625,0.723809524,1.106557377,1.558333333,0.006644417,5
150099453,44.57722299,-68.70137885,778,193,238,240,169,266,1.016227181,0.751020408,1.141791045,0.735714286,1.098039216,1.55952381,0.006362434,5
150099592,44.50911468,-68.60787596,742,202,242,243,183,276,1.031061283,0.803803277,1.159470199,0.760676978,1.110520095,1.418112863,0.00579887,4
150099592,44.53123183,-68.61844849,756,196,236,246,186,284,1.028780954,0.813700864,1.229965899,0.774264916,1.160636473,1.484595092,0.005876373,4
150099592,44.55261322,-68.65330528,770,191,250,251,196,286,1.013404826,0.8,1.161764706,0.766,1.129213483,1.542056075,0.00610647,4
150563204,44.3016996,-74.30040004,620,360,227.5,255,185,307,1.072388714,0.796049166,1.4024556,0.720284867,1.278714227,1.756860902,0.007428977,5
150563204,44.33402808,-74.31268486,643,328,263,281.5,211.5,271.5,1.038110297,0.794613317,1.062748598,0.75461861,1.006619435,1.328785532,0.004758006,4
150563205,44.25970824,-74.26585984,595,331,269,267,198,275,1.009067358,0.745098039,1.04109589,0.737032569,1.010822511,1.361045131,0.00517767,4
150569044,45.7425823,-69.56197643,1246,323,265,301,236,301,1.12195122,0.872131148,1.140762463,0.780780781,1,1.263074485,0.00472123,4
150569055,45.67495111,-69.27483262,1236,323,242,249,181,306,1.046082949,0.779527559,1.293233083,0.747747748,1.214854111,1.573883162,0.006772058,4
150569121,45.6526244,-69.37199197,1230,334,248.5,242.5,182.5,262,0.973403503,0.729508958,1.047912277,0.757544379,1.084169689,1.442642616,0.005352144,4
150569331,45.68445346,-69.89110268,1238,191,272,270,223,297,0.993920973,0.802919708,1.074074074,0.817919075,1.063583815,1.273504274,0.004676923,4
150569450,45.62187443,-70.03394107,1221,185,266,280,234,319,1.066473988,0.874371859,1.168421053,0.826446281,1.121761658,1.328502415,0.004971193,4
150569450,45.62738588,-70.104435,1222,168,245.5,263,223.5,295,1.083030769,0.920918806,1.21654408,0.842588514,1.123303167,1.337564698,0.005066305,4
150569450,45.63311583,-70.14363941,1224,167,263,286,251,326,1.095238095,0.98173516,1.220447284,0.88974359,1.105527638,1.219081272,0.004632835,4
150569478,45.54058502,-69.72884045,1200,388,271,371,327,311,1.369292822,1.193275992,1.210545233,0.864089098,0.871975495,0.988147215,0.003552028,3
150569516,45.51826276,-69.68352261,1197,468,267,280.5,190.5,264,1.035957542,0.71537021,1.057449148,0.68347085,1.001445087,1.458495835,0.005392851,1
150569560,45.63536321,-70.35478231,1225,269,216,232,173,307,1.052307692,0.814814815,1.400662252,0.788530466,1.30952381,1.700996678,0.007385607,4
150569560,45.63694174,-70.34391994,1226,263,234,245,184,298,1.008379888,0.794554455,1.319298246,0.774647887,1.287974684,1.686956522,0.006834969,4
150569602,45.46461086,-69.61932939,1183,516,227,216.5,149.5,262.5,0.958604756,0.676309692,1.169101591,0.704172527,1.219970014,1.732029754,0.007292835,1
150569602,45.4740151,-69.60023552,1186,510,237,223,152.5,256.5,0.95218577,0.685726418,1.080559715,0.705452904,1.13655977,1.59417256,0.006610041,1
150569602,45.47544201,-69.61432628,1187,505,233,223,151,233,0.9296875,0.662337662,1.022292994,0.704819277,1.097701149,1.56097561,0.00620002,1
150569602,45.4869019,-69.60464111,1189,517,231,220,154,251,0.942583732,0.666666667,1.119047619,0.715736041,1.163841808,1.650887574,0.00696577,1
150569602,45.51507896,-69.61219929,1195,481,244,227,158,229,0.928571429,0.64940239,0.94047619,0.713675214,1.033707865,1.462184874,0.005628281,1
150569602,45.55459106,-69.5754563,1203,418,231,226,157,235.5,0.926362989,0.693490027,0.991939338,0.73965468,1.050004272,1.444071146,0.005707106,1
150569602,45.57066612,-69.63661733,1207,361,235,218,148,214,0.941176471,0.662983425,0.929824561,0.73015873,0.977375566,1.325358852,0.005616943,1
150569602,45.58866751,-69.70748136,1210,316,243.5,235.5,171.5,255.5,0.989701911,0.718105159,1.070052754,0.732694676,1.084039548,1.467326365,0.00600873,1
150569602,45.59836605,-69.69263701,1215,309,247,240,175,240,0.946859903,0.708333333,0.978647687,0.751269036,1.017804154,1.348148148,0.005187964,4
150569602,45.60093004,-69.5524072,1216,335,238,225,174,234,0.961636829,0.726190476,1.020997375,0.752688172,1.070769231,1.426020408,0.005892988,4
150569602,45.64390239,-69.66670288,1227,337,233,222,160,204,0.918088737,0.66951567,0.838487973,0.738693467,0.945355191,1.265243902,0.005224031,1
150569602,45.6470639,-69.64671273,1229,328,233,218.5,154,206.5,0.929743029,0.680456153,0.893796992,0.728338344,0.948632813,1.318953722,0.005233162,1
150569602,45.66797262,-69.59560251,1234,338,230,227,156,227,0.973604956,0.715950063,0.989579103,0.731399964,1.022851016,1.363933365,0.005791253,1
150569602,45.67051431,-69.7162212,1235,258,270.5,258.5,195,262.5,0.958524027,0.741412089,0.984532576,0.788682129,0.996688742,1.299115725,0.004782204,4
150569602,45.68747673,-69.74641377,1240,213,268,263,200,282,0.981042654,0.767676768,1.046321526,0.7875,1.062146893,1.358381503,0.004984823,4
150569602,45.73014141,-69.74012644,1244,212,257,253,193.5,249,0.952958248,0.733526131,0.983920841,0.790949115,1.01953244,1.28178514,0.004874154,4
150569602,45.79158336,-69.69694896,1255,223,244,231,170,235,0.948916409,0.717573222,0.982638889,0.763546798,1.005617978,1.333333333,0.005003485,4
150569602,45.82255628,-69.65688394,1264,249,245,229,166,236,0.940860215,0.705035971,0.970954357,0.757575758,1.013986014,1.322580645,0.005160778,4
150569602,45.86312964,-69.63791938,1274,259,232,236,174,249,0.969187675,0.728486647,1.057553957,0.733564014,1.074766355,1.456140351,0.00588565,1
150569602,45.86868568,-69.708556,1277,199,260,263,206,286,0.990757856,0.781725888,1.1,0.790322581,1.083333333,1.396449704,0.004874702,4
150569762,45.56927042,-70.27167358,1205,193,231,245,192,251,1.024054983,0.854271357,1.109289617,0.819905213,1.056701031,1.282926829,0.005309608,4
150569762,45.56991699,-70.31361143,1206,214,231.5,250,202,285,1.058218584,0.871668688,1.190651161,0.820682566,1.130906261,1.358947981,0.005678219,4
150569787,45.5880031,-70.421758,1209,280,241.5,259,212.5,294,1.041958042,0.846023596,1.219383394,0.812363537,1.172022225,1.436498171,0.005828061,4
150569787,45.58899302,-70.42854921,1211,307,224,247,197,290,1.050890585,0.868055556,1.309178744,0.807291667,1.225519288,1.476821192,0.00669454,4
150569794,45.50847504,-70.07743514,1194,158,259.5,272.5,217,346,1.040572233,0.842153111,1.265561726,0.800930501,1.217735849,1.473273104,0.00577322,4
150569794,45.51535543,-70.08077946,1196,167,259,274,219,330,1.03030303,0.827350427,1.262458472,0.800699301,1.209115282,1.544573643,0.005506678,4
150570154,45.32447915,-69.84574917,1149,387,254,262,210,332,1.021201413,0.823848238,1.335276968,0.815642458,1.281818182,1.582417582,0.006187833,4
150611318,46.2155101,-69.62614736,1318,196,251,260.5,208,283,0.995929511,0.788563062,1.12094477,0.802223519,1.084125963,1.399340659,0.005224699,4
150611355,46.14758015,-69.64357798,1311,188,240.5,248,193,291,1.002024291,0.806996546,1.201268949,0.800537634,1.187546904,1.465537067,0.005886491,4
150611366,46.04045917,-69.10146277,1300,314,230.5,237.5,168,276,1.036732896,0.763397129,1.179331307,0.736398111,1.131225426,1.508377017,0.006152205,4
150611616,45.92920906,-69.14977267,1285,315,234,244,187,282,1.007702182,0.768558952,1.185185185,0.760655738,1.166666667,1.520833333,0.006528562,4
150611876,45.82071467,-68.86233456,1260,314,218.5,222,163,287,1.035014583,0.759589113,1.335532683,0.752631579,1.295043192,1.730201199,0.007498056,5
150612108,45.79612273,-68.99280786,1256,315,263,256,180,287,1,0.712389381,1.093283582,0.717607973,1.112087912,1.558441558,0.006091687,1
150612165,45.82213712,-69.09816304,1263,319,287,276,201,309,0.993957704,0.684587814,1.068965517,0.711038961,1.073791349,1.548387097,0.005264858,1
150612209,45.77675239,-68.81271814,1251,298,249,253.5,198,262,1.005334282,0.764814815,1.05337386,0.777912381,1.064701779,1.360182641,0.00537453,4
150612244,45.92542774,-69.30989007,1284,334,243,235.5,182,250,0.964149058,0.749384236,1.031075152,0.791170841,1.05420094,1.37131723,0.005135227,4
150612244,45.95052802,-69.33866465,1289,337,241,234,181,260,0.994152047,0.75308642,1.084677419,0.785,1.072961373,1.40652819,0.005394416,4
150612244,46.03429223,-69.36813931,1299,326,248,241.5,188,244,0.980166167,0.767905668,1.017832168,0.791198739,1.028935185,1.286833856,0.004821395,4
150612244,46.07171747,-69.41450504,1301,325,246,259,205,260,1.02310231,0.811926606,1.091703057,0.806949807,1.031746032,1.277647059,0.004927322,4
150612244,46.07565485,-69.34350278,1302,341,251,266,218,283,1.050675676,0.846153846,1.156862745,0.813278008,1.091412742,1.351351351,0.004935265,4
150612333,45.76524791,-69.03739441,1248,327,252,248,178,294,1,0.746397695,1.153846154,0.728813559,1.171171171,1.592307692,0.006372915,5
150612428,45.82773775,-69.50255445,1266,338,218.5,219.5,154.5,281,0.991035257,0.733158813,1.254660396,0.748653298,1.279615455,1.738360124,0.007693124,5
150612428,45.84530661,-69.50400366,1269,317,228,223,171,263,0.985714286,0.72875817,1.152631579,0.747368421,1.136882129,1.54,0.006146369,4
150612428,45.86462344,-69.51707775,1275,316,233,233.5,171.5,265.5,0.981306778,0.734617266,1.107852425,0.749455438,1.136928184,1.49754902,0.006400871,4
150612428,45.865707,-69.54523697,1276,332,241,226,171,262,0.974382152,0.722194199,1.081862855,0.751138434,1.1108123,1.490682788,0.006010744,4
150612453,45.7418956,-69.12451187,1245,333,247,238,178,315,0.995726496,0.764444444,1.277419355,0.767241379,1.295597484,1.722222222,0.006754386,4
150612461,45.96647822,-70.158457,1292,212,237.5,235.5,182.5,290,1.004890981,0.780210221,1.272617275,0.763834251,1.258695652,1.643210066,0.006704551,4
150612468,45.78695036,-69.36187427,1252,321,229,240,210,305,1.051351351,0.863636364,1.356037152,0.834375,1.284210526,1.529661017,0.006271626,4
150612468,45.79012969,-69.35481106,1254,351,226,240,199,295,1.046218487,0.861788618,1.374501992,0.832191781,1.268456376,1.537735849,0.006568658,4
150612468,45.82200781,-69.389815,1262,349,246,266,186,278,1.065868263,0.779342723,1.154901961,0.731617647,1.077220077,1.48447205,0.005521129,4
150612468,45.84845028,-69.38838363,1270,338,244.5,258.5,184.5,292.5,1.060755502,0.773411829,1.21272733,0.729233577,1.143858478,1.565254418,0.006022928,4
150612468,45.85894254,-69.39523281,1273,327,254,267,198,307,1.050847458,0.768041237,1.183673469,0.737837838,1.141732283,1.504504505,0.005898618,4
150612516,45.89460643,-69.93795892,1278,179,234,269,238,308,1.098507463,0.94637224,1.256097561,0.873417722,1.115727003,1.303030303,0.005329483,4
150612516,45.92227515,-69.87222731,1282,179,234,261,231,304,1.075697211,0.926966292,1.291044776,0.866666667,1.194690265,1.395973154,0.005727876,4
150612516,45.93003399,-69.85391824,1286,185,241,262,217,295,1.078651685,0.912621359,1.223463687,0.857142857,1.146341463,1.374468085,0.00560195,4
150612516,45.93701248,-69.84413051,1287,179,247,259,219,292,1.027027027,0.872670807,1.16969697,0.820441989,1.126712329,1.422222222,0.005398288,4
150612671,45.92231529,-70.21739294,1283,241,230,239,187,297,1.016806723,0.817813765,1.297752809,0.796491228,1.27607362,1.587837838,0.006777451,4
150612671,45.93967457,-70.22293561,1288,265,248,262,203,306,1.021582734,0.803389831,1.246612466,0.792022792,1.224806202,1.549295775,0.005706095,4
150612671,45.95598596,-70.2170273,1290,274,216,227.5,195,293,1.051796703,0.891462976,1.406639401,0.84615239,1.317724756,1.517567568,0.006389972,4
150612745,45.69440171,-68.86368121,1241,312,221,224,171,240.5,1.009538975,0.771565657,1.09521497,0.77078807,1.099122807,1.409007353,0.006094074,4
150612794,45.68487261,-69.00151648,1239,342,223.5,232,171.5,291.5,1.017404364,0.793078918,1.342443562,0.75527482,1.299739168,1.758261986,0.007807542,5
150612936,45.82072805,-70.03934996,1261,170,244,269.5,231.5,318,1.047075117,0.906274737,1.318612948,0.873242972,1.281847065,1.469354163,0.005756337,4
150612936,45.84409819,-70.03569795,1268,183,247,274,250,291,1.108597285,0.951557093,1.270531401,0.881188119,1.140350877,1.305970149,0.004894907,4
150612936,45.84973896,-70.01774115,1271,167,260,282,255,321,1.084134615,0.935185185,1.343079922,0.866666667,1.244444444,1.432432432,0.005310411,4
150612936,45.85108115,-70.05354773,1272,185,261,288,251,331,1.078431373,0.925925926,1.274111675,0.840236686,1.182186235,1.358695652,0.004975813,4
150612948,45.59662254,-68.95802241,1214,295,238,237,177,274,1.006849315,0.75,1.13253012,0.751054852,1.125461255,1.481481481,0.006256684,4
150679585,43.85219992,-74.65319965,425,505,260,256,195,286,0.992424242,0.746666667,1.13190184,0.765517241,1.117318436,1.462121212,0.005497044,4
150679595,44.20000088,-74.49999832,574,342,257.5,257,190.5,303.5,0.971250516,0.723593497,1.215668463,0.749044023,1.253715148,1.656019554,0.006227627,4
150679607,43.95295331,-74.4490085,479,504,241.5,245,185.5,310.5,0.986633722,0.746648313,1.386555004,0.759439809,1.363869464,1.815220067,0.007230472,5
150991622,44.14749943,-75.38220025,551,222,241.5,270,189,301.5,1.055245781,0.722752053,1.171347917,0.678349282,1.088049096,1.624836345,0.006342384,1
150991622,44.15000098,-75.39304924,552,231,240,261,190,289,1.044728435,0.717488789,1.172588832,0.689411765,1.126182965,1.740540541,0.006177902,1
150991622,44.15211014,-75.40435752,553,233,254,271,189,301,1.050458716,0.71163575,1.174168297,0.68503937,1.14527027,1.744525547,0.0063959,1
150991627,44.53799628,-75.56880025,761,412,302,410,305,368,1.285567344,0.960769231,1.240100253,0.733568061,0.952695023,1.250152296,0.004047526,3
151715136,45.1287692,-67.53732606,1070,483,219,231,166,260,1.066433566,0.80952381,1.23853211,0.75,1.148760331,1.551428571,0.006780969,4
151715136,45.13830276,-67.55139898,1071,464,220.5,239,183,270,1.060357675,0.829083501,1.218730436,0.77398202,1.133042036,1.492337165,0.006206763,4
151715161,45.01333645,-67.15630479,1025,183,277,297,215,253,1.071672355,0.761538462,0.949820789,0.722513089,0.888888889,1.224,0.004546699,2
151715161,45.01470094,-67.151703,1026,187,274,293,214,244,1.054347826,0.753646677,0.932835821,0.721052632,0.875,1.22826087,0.004619186,2
151715163,45.06918224,-67.35778927,1044,196,235,239,181.5,236.5,0.986120471,0.732852471,0.977983938,0.761089007,1.001766784,1.339596887,0.005468921,4
151715163,45.07811827,-67.39989211,1046,259,245,240,188,245,0.991119005,0.769230769,1.038216561,0.791193182,1.027131783,1.391304348,0.00543042,4
151715282,45.09836705,-67.87759114,1053,336,232,236.5,174,282.5,1.020366915,0.774352995,1.250681141,0.766894265,1.221427622,1.602254819,0.006545443,4
151715282,45.10139032,-67.85288772,1055,351,249,266,202,309,1.059649123,0.812095032,1.247557003,0.7625,1.140186916,1.513812155,0.005960591,4
151715282,45.12173274,-67.88774897,1063,374,223.5,225.5,170,275.5,1,0.755555556,1.247301285,0.769571137,1.213856103,1.617508259,0.006763433,4
151715282,45.14347978,-67.93116724,1075,482,237,241,182.5,298.5,1.012967633,0.784570646,1.241823981,0.773483184,1.222861894,1.613484848,0.00673234,4
151715315,45.12724419,-68.00862183,1067,343,209,204,152,254,0.987755102,0.738095238,1.242236025,0.725925926,1.225806452,1.676470588,0.007948629,5
151715315,45.12760984,-67.99782634,1068,353,208,211,151,259,0.992,0.731914894,1.261589404,0.740112994,1.245139476,1.685950413,0.008304094,5
151715315,45.16300618,-67.98578231,1085,515,211,217,160,269,1.014204545,0.77265745,1.26,0.755760369,1.206896552,1.619047619,0.007715339,5
151715316,45.05419966,-67.57319507,1040,302,233.5,243,186,277.5,1.022739018,0.770009175,1.203526716,0.771648089,1.131474989,1.514093084,0.006476412,4
151715316,45.05832878,-67.57409581,1042,303,228,247,186,274,1.027027027,0.789090909,1.15942029,0.779527559,1.132596685,1.486486486,0.006174459,4
151715391,44.94061298,-67.41112904,979,204,240,246,171,243,0.996370108,0.725148954,1.011297852,0.714783838,0.998349835,1.412916667,0.005739716,1
151715391,44.94749783,-67.40221976,987,207,229,236,166,254,1.003125,0.710884354,1.131707317,0.706365503,1.12,1.581395349,0.00649093,1
151715391,44.95060582,-67.426125,990,213,250,253,177,265,0.997101449,0.70856102,1.036458333,0.710743802,1.045112782,1.480916031,0.005709927,1
151715467,45.03821824,-67.9670853,1031,312,214.5,223.5,165,273.5,1.00413394,0.769858044,1.223205506,0.76458847,1.211022144,1.569047619,0.007262298,5
151715467,45.04035415,-67.99735368,1033,333,216,231,168,285,1.014403292,0.765432099,1.308219178,0.767857143,1.274611399,1.648648649,0.007505589,5
151715499,45.04666823,-68.07488853,1037,327,216,227,162,280,1.018450185,0.73374613,1.361111111,0.724719101,1.294117647,1.795811518,0.008029448,5
151715499,45.04895575,-68.08912644,1038,347,217,230,159,279,1.003257329,0.745928339,1.3125,0.716012085,1.301075269,1.777202073,0.008271144,5
151715499,45.053999,-68.07694863,1039,335,220,226,157,280,1.028436019,0.724279835,1.343195266,0.714285714,1.293650794,1.835227273,0.007972047,5
151715586,44.8649777,-67.46007659,939,215,219,233,177,253,0.994413408,0.743040685,1.130136986,0.765395894,1.140939597,1.492063492,0.006310227,4
151715617,44.88996651,-67.56175302,949,296,213.5,235.5,167.5,277.5,1.057233849,0.767741549,1.270724638,0.72303829,1.18819567,1.701870673,0.007297144,5
151715742,45.04070196,-68.26520742,1034,330,221.5,224,160.5,270,0.979150971,0.722257224,1.267396781,0.749622356,1.288009949,1.721708292,0.00783992,5
151715837,44.84534428,-67.56837924,925,292,227,239.5,159.5,270.5,1.042909748,0.761838808,1.238846263,0.72560331,1.153142589,1.621921922,0.007066527,5
151715910,44.80232733,-67.25881061,903,189,199,213,161,236,1.019444444,0.780612245,1.240837696,0.76419214,1.184210526,1.55,0.007380883,5
151716010,44.91000571,-68.00396207,956,353,238,250,165,276,1.028409091,0.713286713,1.228200371,0.698795181,1.18490566,1.68372093,0.007024872,5
151716010,44.91877676,-68.01269745,960,326,247,248.5,175,276.5,1.005738621,0.704601156,1.166551745,0.714619493,1.150808386,1.596415256,0.006268775,1
151716010,44.92455129,-68.01490024,964,330,247.5,257,181,287,1.013076923,0.717175121,1.158998171,0.705069124,1.137008301,1.605263158,0.006346855,1
151716032,44.76396123,-67.35116751,887,167,244,243,182,233,0.983333333,0.758754864,0.994845361,0.764587525,1,1.301075269,0.005496629,4
151716032,44.78157914,-67.36926254,893,170,235.5,238.5,181.5,229,0.978791349,0.743994534,0.984911019,0.77623709,1.009687937,1.319217877,0.00523078,4
151716036,44.78443742,-67.44299378,895,192,243,242.5,192,271,0.99127789,0.776354799,1.143573859,0.792990511,1.140478389,1.416147005,0.005795922,4
151716043,44.95881057,-68.28931778,994,344,225.5,229.5,178.5,327.5,1.017559,0.758133874,1.453531712,0.768117159,1.43529351,1.889014633,0.007817955,5
151716071,44.941701,-68.21109623,980,332,263.5,265.5,187.5,310.5,1.021937916,0.720654346,1.192611174,0.704183154,1.15274808,1.626711085,0.006145804,1
151716071,44.94389933,-68.21535913,981,341,256,260,173,288,1.022727273,0.703614458,1.16733871,0.696261682,1.127118644,1.66442953,0.006490966,1
151716176,44.89640545,-68.22517361,950,337,234,243,171,289,0.993589744,0.717948718,1.228855721,0.707317073,1.234146341,1.730769231,0.007100778,5
151716230,44.85740169,-67.98280363,933,333,248,247,183,310,0.994525547,0.758503401,1.228915663,0.76,1.219178082,1.610687023,0.006265465,4
151716299,44.84210251,-68.13453346,923,328,238,245,166.5,280,1.014837971,0.728405911,1.213753988,0.714024024,1.190423954,1.657158665,0.006899889,5
151716299,44.85526132,-68.14733554,932,334,242.5,244,174,284,1,0.705400193,1.182574224,0.709485816,1.182195398,1.651530744,0.006575557,1
151716328,44.81439812,-68.00890275,912,331,235,244,170,292,1.031446541,0.745205479,1.293023256,0.719178082,1.223684211,1.693467337,0.007212885,5
151716328,44.81934326,-68.01198845,915,330,227,227.5,160.5,286,1.026930862,0.743932931,1.327709839,0.725340518,1.270068885,1.754230949,0.007323019,5
151716379,44.81873683,-68.04418316,913,350,233,230.5,171,299,1.020642167,0.75642501,1.444160402,0.753449029,1.386938139,1.84537422,0.007818122,5
151716807,44.69691418,-67.89283235,849,326,281.5,307.5,201,301,1.063186051,0.71377064,1.089928939,0.655178255,1.001369863,1.533282489,0.005373837,1
151716909,44.74603564,-68.22093746,871,341,237,240,168,284,1.008695652,0.75374376,1.231543624,0.74351585,1.237704918,1.661375661,0.006886147,5
151716909,44.76359112,-68.21121662,885,337,246,246,189,267,0.992,0.757575758,1.160427807,0.764350453,1.116504854,1.479411765,0.006059332,4
151716913,44.78948958,-68.4529222,899,272,239,249,164.5,294,1.037754621,0.702333495,1.191750993,0.68196241,1.149796022,1.807393484,0.007128215,1
151716913,44.79000238,-68.45330122,900,265,249,262,172,305,1.029535865,0.71942446,1.218309859,0.689655172,1.173469388,1.744047619,0.006800286,1
151717210,44.64852848,-68.14898095,820,349,215,231,175,281,1.016666667,0.776556777,1.300925926,0.756756757,1.276923077,1.682242991,0.007202216,5
151717210,44.6653928,-68.14152533,834,360,222,225.5,171.5,277.5,1,0.75488437,1.288410423,0.756718401,1.261275904,1.725935829,0.007438135,5
151717215,44.74182179,-68.49776738,869,230,238,244.5,170.5,281,1.039024622,0.769759135,1.260191298,0.73155147,1.204514315,1.702681738,0.006920822,5
