station_nm,Latitude,Longitude,site_no,N_samples,B1,B2,B3,B4,B2.B1,B3.B1,B4.B1,B3.B2,B4.B2,B4.B3,B4.B3.B1,cluster
118180530,45.10390526,-70.73760505,1056,415,261,264,204,309,0.989417989,0.777777778,1.197530864,0.798469388,1.21319797,1.529850746,0.00581549,4
118181284,44.93783496,-70.63977683,976,311,257,264,194,293,0.993464052,0.747126437,1.119341564,0.753488372,1.10982659,1.453846154,0.005542629,4
118181284,44.94520139,-70.72668917,983,312,250,256.5,186,263.5,1,0.72415827,1.068589744,0.730129552,1.05008547,1.45049995,0.005608957,1
118181284,44.946334,-70.64997034,984,323,264,260,210,274,0.970588235,0.71641791,1.034965035,0.75862069,1.046511628,1.401709402,0.005120156,4
118181284,44.94722136,-70.70194116,986,336,262,259,194,262,0.974778958,0.732608696,1,0.767844959,0.997577314,1.362711624,0.005024719,4
118181284,44.96070123,-70.76116248,997,337,263,274,199,308,1.026315789,0.755681818,1.21686747,0.737470167,1.139931741,1.599078341,0.005638354,4
118181284,44.96286389,-70.65162912,999,331,258,271,193,296,1.023391813,0.763033175,1.157618214,0.73220339,1.111336032,1.497797357,0.005515753,4
118181326,44.88270263,-70.59362514,944,230,270,282,217.5,349,1.027451527,0.789547501,1.232197066,0.787932327,1.196242082,1.492561939,0.005696844,4
118181326,44.88885619,-70.60372054,948,245,263,268,203,325,1.021052632,0.782857143,1.167567568,0.768656716,1.164912281,1.511450382,0.00581761,4
118181374,44.94664614,-70.99079727,985,321,254,246,188,302,0.979661017,0.745901639,1.182058047,0.778649922,1.19205298,1.5625,0.00618914,4
118181374,45.03320175,-71.01615617,1029,311,275,270,208,315,0.989323843,0.765273312,1.16025641,0.78490566,1.160377358,1.483282675,0.005272453,4
118181374,45.0827602,-70.99439576,1047,331,241,245,193,295,1,0.787878788,1.201591512,0.778894472,1.212598425,1.553435115,0.006092437,4
118181450,44.88165028,-70.80217729,943,332,260,258.5,193.5,254.5,0.976773227,0.736134057,1.027306617,0.766881249,1.022645483,1.371737447,0.005028246,4
118181450,44.90499814,-70.80940104,954,321,253,248,179,246,0.974747475,0.724324324,0.97810219,0.752542373,0.985714286,1.354166667,0.005278202,4
118181450,44.9244309,-70.79312086,963,325,248,247,185,243,0.971502591,0.731755424,0.95754717,0.75625,0.985915493,1.317073171,0.005157877,4
118181450,44.95596566,-70.802155,992,291,255,259,201,275,1,0.774011299,1.074235808,0.770992366,1.05511811,1.378787879,0.005204945,4
118181556,44.86063008,-71.0290296,937,329,232,233,178,320,0.970845481,0.758029979,1.355400697,0.776119403,1.393518519,1.802158273,0.007331822,4
118181778,44.88502582,-70.88635174,945,300,270.5,280,217,298,1.005261752,0.77992627,1.09131296,0.77710047,1.064866002,1.394072395,0.00502289,4
118181788,44.76384083,-70.92445922,886,329,244,252,186,319,1.016025641,0.752212389,1.345149254,0.736842105,1.287234043,1.720101781,0.006774231,5
118181950,44.71527676,-71.05429932,858,322,249.5,250.5,203,303.5,0.982417497,0.782739596,1.181737589,0.789206412,1.179009104,1.490590732,0.005622262,4
118181950,44.75858355,-71.04689722,879,331,241,251,188,276,1.009009009,0.770519263,1.142857143,0.768292683,1.096969697,1.467213115,0.00546358,4
118181950,44.76281078,-71.02878435,884,327,238,244,179,293,1.024822695,0.775438596,1.265432099,0.763546798,1.207650273,1.603278689,0.00660452,4
118181950,44.7815836,-71.04580028,894,315,271,286,212,274,1.021582734,0.797153025,1.059633028,0.773869347,1.010989011,1.298507463,0.004560556,4
118181950,44.80481997,-71.01702124,907,336,252,252.5,184,285.5,0.995892375,0.746784897,1.111864053,0.756287879,1.105090756,1.481435231,0.005575991,4
120022687,44.38291321,-69.34019412,671,355,249,258,170,277,1.02970297,0.672597865,1.112781955,0.655677656,1.069868996,1.685393258,0.00645746,1
120022687,44.38827305,-69.32613904,678,353,245,254,162,272,1.040178571,0.690789474,1.152317881,0.659292035,1.112701252,1.774390244,0.006923762,1
120022687,44.391876,-69.31933891,682,354,220,240.5,158,313,1.106196769,0.744693567,1.462912088,0.674841019,1.32419686,2.016327979,0.008886492,5
120022687,44.39330737,-69.34563423,685,382,236.5,250.5,156,298,1.060524005,0.674020596,1.272137077,0.645889503,1.198014937,1.933977633,0.007731375,1
120022743,42.10279647,-75.29319659,19,377,362,426,277,362,1.195348837,0.771712159,1.061068702,0.639053254,0.891986063,1.396396396,0.003714186,2
120022970,41.48021233,-74.75636096,8,207,303,355,253,450,1.14673913,0.830827068,1.523281596,0.738791423,1.3075,1.775086505,0.005691552,2
120022971,41.6141771,-74.78452018,14,195,316,409,296,400,1.230994152,0.914712154,1.218181818,0.744308231,1.004901961,1.327272727,0.004252408,3
120023000,41.52004102,-74.54166416,9,65,314,382,323,697,1.187203791,0.954976303,2.246220302,0.823095823,1.897590361,2.248847926,0.00739005,4
120023153,43.41180126,-74.54620352,158,355,276,270,196,297,0.975652174,0.738709677,1.140425532,0.75,1.142335766,1.53724605,0.005356264,4
120802713,43.69709009,-72.09201686,337,197,257,285,209,368,1.042372881,0.772256729,1.367412141,0.739495798,1.283544304,1.768041237,0.006334232,4
120802878,43.62665859,-72.14443805,275,190,253.5,261,195,336,1.04515021,0.762817543,1.286160071,0.740137803,1.202778759,1.587942634,0.006158557,4
120802878,43.6278893,-72.15029731,277,194,253,272,202.5,337.5,1.066661491,0.788148271,1.356769176,0.748866136,1.286100386,1.705558562,0.006573387,4
120802878,43.62789822,-72.15029731,278,194,253,271.5,202.5,337.5,1.066661491,0.788148271,1.356769176,0.749991081,1.288051986,1.705558562,0.006573387,4
120802878,43.6415832,-72.16459765,290,203,247,273,196,358,1.071111111,0.78238342,1.404761905,0.739393939,1.331632653,1.795454545,0.007164032,5
120802920,43.59849936,-72.08840053,255,185,254,268,201,359,1.034883721,0.78113879,1.386792453,0.73480663,1.295731707,1.72659176,0.006875296,5
120802920,43.60166087,-72.09055428,258,189,243,268,188,345,1.060200669,0.776752768,1.380165289,0.723602484,1.279635258,1.773195876,0.007049267,5
120803654,43.43308455,-72.01180209,165,265,261,273,204,328,1.034398034,0.781976744,1.330357143,0.750564334,1.279202279,1.704,0.006503817,4
120804340,43.33266559,-72.04183414,134,255,277,287,211,353,1.011173184,0.729032258,1.268542199,0.71835443,1.223796034,1.713178295,0.005726005,1
120804340,43.34277884,-72.04940123,135,240,272.5,272.5,200,317,1,0.706913139,1.136972775,0.712652092,1.127703605,1.577044165,0.005344096,1
120804340,43.36191284,-72.05599624,137,239,275,273,194,327,1,0.728323699,1.240343348,0.712802768,1.210355987,1.686956522,0.005869176,1
120804340,43.36685352,-72.07178146,139,220,255,265,193,315.5,1.017788791,0.730168109,1.279614139,0.698844691,1.221569317,1.709841834,0.006619074,1
120804340,43.37046985,-72.04514725,140,221,266,264,190,316,1.011952191,0.720930233,1.238372093,0.698872786,1.201550388,1.696428571,0.005990783,1
120804340,43.38359745,-72.06269827,142,212,268.75,274.5,192,299,0.998756219,0.686100386,1.088766077,0.701541039,1.082597867,1.56753818,0.005690978,1
120804340,43.3899918,-72.0788313,145,227,253,265,181,321,1.040178571,0.744801512,1.298311445,0.705454545,1.233830846,1.772151899,0.006983408,5
120804340,43.39776847,-72.05082815,148,221,282,289,213,298,0.989583333,0.714801444,1.040076336,0.710526316,1.063829787,1.491525424,0.005143763,1
120804340,43.40608469,-72.0426011,152,238,281,276.5,201.5,310.5,0.998896247,0.711930502,1.122201493,0.711081187,1.123798924,1.598317342,0.005620873,1
120804340,43.41018261,-72.03575638,155,243,259,281,187,354,1.053719008,0.736,1.372093023,0.695924765,1.296407186,1.834951456,0.007070545,5
120804340,43.42450078,-72.05933165,162,219,288,296,224,376,1.024038462,0.772727273,1.369230769,0.733160622,1.300283286,1.74829932,0.006159696,4
123931303,43.30535806,-76.4314401,127,418,386.5,598.5,453,491.5,1.500601132,1.130567764,1.289919807,0.74624922,0.841198093,1.115494318,0.002792383,3
124502375,42.9482019,-75.87200128,71,233,290,313,200,324,1.053497942,0.662817552,1.120521173,0.626911315,1.067857143,1.704918033,0.005687925,1
124617031,43.29103989,-77.68878174,124,426,395,574.5,445.5,401.5,1.471620197,1.105527745,1.036985834,0.741962683,0.690431247,0.91814774,0.002275547,3
129447942,42.12326821,-79.36388319,20,284,395,505,346.5,352.5,1.241244298,0.854670685,0.87781446,0.689818839,0.687044055,1.004297994,0.002436269,3
129447942,42.18095114,-79.43070282,23,331,362,415,286,351,1.139344262,0.806956522,0.96485623,0.706896552,0.850226929,1.206982544,0.00333624,2
129447942,42.18360876,-79.42555255,24,327,369,426,298,353,1.143312102,0.802527646,0.955882353,0.704581359,0.843589744,1.182890855,0.003196668,2
129640622,43.65349792,-76.1760005,303,409,341,437,303,274,1.222737819,0.860465116,0.830769231,0.701285856,0.680239521,0.972809668,0.002687935,3
129640622,43.6558434,-76.18363002,306,416,344.5,435,304,263.5,1.218011159,0.865984416,0.785030238,0.69699733,0.633736444,0.924624181,0.00257948,3
129690752,44.50569901,-73.87670071,741,297,262,265,189,315,1.002906977,0.701492537,1.216031281,0.71722365,1.189090909,1.691666667,0.00641544,1
129690833,44.50499002,-73.91677911,739,349,248,260,216,336,1.0591133,0.846889952,1.425352113,0.806060606,1.316993464,1.611226611,0.006219313,4
129690937,44.36920147,-74.25229525,665,313,258,269,201,296,1.005847953,0.74025974,1.091954023,0.740540541,1.088353414,1.478971963,0.005497795,4
129691039,44.28164702,-74.13239449,607,333,248,262,208,291,1.052631579,0.816023739,1.219298246,0.793587174,1.13648294,1.447457627,0.005755794,4
129691090,44.31198675,-74.41487408,622,344,248,250,200.5,318.5,0.990172464,0.761614036,1.27160321,0.780364147,1.265908069,1.666140451,0.006597146,4
129965679,44.15236876,-70.92769653,555,320,226,251,170,282,1.091936979,0.747303825,1.277625307,0.679645068,1.147444822,1.732607126,0.00688639,5
129965679,44.19477481,-70.90099543,571,322,231.5,237.5,171,294.5,1.03030477,0.744868159,1.343628264,0.703862537,1.293596816,1.858936814,0.007885209,5
129965679,44.22580124,-70.89881939,580,330,236,240,165.5,295,0.987060311,0.729475503,1.269187675,0.717469691,1.268842289,1.811994703,0.00713791,5
129965849,44.08658811,-70.88744422,532,258,250.5,263,204,284,1.053663665,0.82135595,1.204563206,0.768031548,1.132743042,1.490022466,0.00594903,4
129965849,44.08859916,-70.89060127,534,279,236,248,203,288,1.069105691,0.840155945,1.275229358,0.794019934,1.176,1.516949153,0.005834878,4
129965855,44.09285314,-70.99407916,536,356,219.5,231.5,162,301,1.058810871,0.751656316,1.38540305,0.717517325,1.331458544,1.883543165,0.007939054,5
129966490,44.00318508,-70.88317686,498,476,216,231,179,295.5,1.060581197,0.837310195,1.421052632,0.783683413,1.354437988,1.72770254,0.007149741,4
129966539,44.00143265,-70.92679133,496,463,229,237,172,279,1.045126354,0.738738739,1.217821782,0.716129032,1.189542484,1.695035461,0.006659091,5
129966539,44.0055484,-70.93137974,499,476,236.5,248,179,283,1.037263311,0.745667683,1.199330357,0.723349567,1.173570695,1.665900675,0.006309796,5
129966704,44.00007709,-70.79564471,495,409,226,232,154,294,1,0.68245614,1.300653595,0.684375,1.318181818,1.949152542,0.007932924,5
129966704,44.03784121,-70.79546189,511,222,229.5,235,167,303.5,1.013574939,0.720416667,1.370487711,0.71187456,1.340407311,1.92047619,0.007694195,5
129966704,44.05468324,-70.79993436,519,229,251,238,172,300,0.993902439,0.709750567,1.246153846,0.7109375,1.248031496,1.770949721,0.006666667,1
129966704,44.0745307,-70.81011895,527,235,217,231,170,315,1.050802139,0.778115502,1.514285714,0.75,1.426540284,1.979865772,0.008005525,5
129966848,43.94273305,-70.74633597,472,408,220,222,149.5,273,1,0.692437174,1.275185936,0.685807629,1.232142857,1.907614573,0.007992284,5
129966848,43.95000138,-70.7416985,475,429,209,214,146,274,1.016393443,0.697802198,1.330827068,0.678899083,1.316176471,2.011299435,0.008655106,5
129967463,43.94002637,-71.05963687,470,584,217,229.5,165.5,304,1.010957648,0.740401326,1.42759588,0.725429806,1.391481502,1.963188799,0.008614172,5
129967463,43.95677921,-71.0587941,484,578,224,230,166.5,280,0.991187881,0.734023592,1.270603115,0.7222959,1.249472574,1.831967213,0.00737048,5
129967463,43.96310222,-71.06030127,486,594,232,225,164,277,0.9896441,0.719024123,1.235526316,0.722399766,1.229696627,1.747693727,0.0072118,5
129967463,43.96458264,-71.0561008,487,575,231,229,164,279,0.993127148,0.704663212,1.207207207,0.704268293,1.196721311,1.73125,0.007072136,5
129967463,43.9743124,-71.06057328,488,585,228,233,166,282,1.002941176,0.7239819,1.232876712,0.721925134,1.225641026,1.760736196,0.006984436,5
129967463,43.97655979,-71.07076678,489,596,209,218.5,150.5,298.5,1.050844643,0.741886492,1.547520376,0.705322129,1.44807423,2.080666146,0.009639436,5
129968433,43.85144187,-71.17236294,424,387,227,236,168,307,1.019762846,0.757246377,1.396946565,0.741652021,1.337792642,1.87,0.008027687,5
129968433,43.85919179,-71.1721935,428,352,228.5,231,163,283,1.014225584,0.745664566,1.32885906,0.739809588,1.255736869,1.732164139,0.007350247,5
129968433,43.8651759,-71.16204458,430,406,209,215.5,152,315.5,1.054799787,0.767607186,1.634696462,0.733018868,1.494030988,2.046854419,0.009784571,5
129968433,43.86580018,-71.17330381,431,361,229,227,166,280,1.008928571,0.734265734,1.259493671,0.723577236,1.237244898,1.709677419,0.007425217,5
129968433,43.86602313,-71.16826057,433,366,224.5,230,162,282,1.040678434,0.758313586,1.337282913,0.739992884,1.285729706,1.791566265,0.007749976,5
129968433,43.87719318,-71.17269292,439,383,232,241,169,298,1.004484305,0.727748691,1.315436242,0.729885057,1.266257669,1.788235294,0.007233304,5
129968433,43.88083181,-71.16983463,442,409,217,223,157,303,1.015267176,0.728522337,1.394160584,0.711038961,1.36,1.971153846,0.00866309,5
129968433,43.88134014,-71.17395038,443,392,232.5,236.5,168.5,303.5,1.001984127,0.719361353,1.326423201,0.713760504,1.288211479,1.850392545,0.007677698,5
129968433,43.88427423,-71.16993273,445,421,227,231,168,309,1,0.746153846,1.411504425,0.72311828,1.371571072,1.946391753,0.008229214,5
129968748,43.73658435,-70.6045321,375,198,215.5,230,164.5,298.5,1.02978829,0.748858902,1.379876869,0.727028137,1.306789426,1.844728801,0.008113547,5
129968748,43.74359851,-70.62280103,381,214,228,234.5,173,308,1.017761429,0.758763781,1.3368726,0.751913299,1.275605569,1.703774929,0.007233192,5
129969671,43.77949873,-71.13860309,401,528,227,231,170,263.5,1.027833112,0.777335104,1.181184012,0.754872115,1.149438717,1.529031896,0.006569572,4
129969671,43.79139116,-71.13970003,405,543,235,237,178,258,1.022421525,0.776,1.13030303,0.748792271,1.115384615,1.49044586,0.006198608,4
129969671,43.79499857,-71.15066496,407,540,246.5,251.5,184.5,271.5,1.01643848,0.776381448,1.132244417,0.750698324,1.098810454,1.4946882,0.006023201,4
129969671,43.79682234,-71.08103609,408,552,213,233,170,306,1.062982665,0.801331285,1.42583425,0.75261125,1.314201832,1.749203822,0.008172678,5
129969671,43.79816899,-71.09966622,409,543,218,231,171,278,1.03525641,0.788359788,1.292307692,0.749333333,1.231884058,1.668478261,0.007311487,5
129969671,43.80380975,-71.07313457,410,546,222,241,173.5,324,1.058252427,0.792215682,1.442771815,0.739285714,1.341251939,1.861375592,0.007853388,5
129969671,43.80406838,-71.10107975,411,548,237,243,175,291.5,1.049026254,0.78103468,1.278262037,0.748826188,1.212165257,1.583100683,0.006829483,5
129969671,43.80483089,-71.07516792,412,550,222,238,173,316,1.061882049,0.787947952,1.434423676,0.747860482,1.334818114,1.826316044,0.007966833,5
129969671,43.80833128,-71.1008345,416,561,235,242,173,292,1.04494382,0.776536313,1.308457711,0.757142857,1.216292135,1.623655914,0.006912321,4
129969671,43.80898231,-71.10188685,417,549,233,251,186,304,1.037735849,0.784482759,1.296428571,0.75,1.240079365,1.656804734,0.006912442,4
129970380,43.69169903,-70.99579592,333,285,285,302,223,294,1.086309524,0.797468354,1.092436975,0.734482759,0.995983936,1.37254902,0.004662529,2
129970380,43.69438341,-70.99257199,334,268,267.5,294,219,283,1.089780586,0.784497467,1.098807923,0.721009334,0.995244715,1.398711492,0.004553842,2
129970529,43.72483461,-71.22583202,360,574,268,271,189,342,1.035199115,0.725204645,1.319345268,0.686510394,1.253637386,1.880468964,0.006805294,1
129970529,43.72719348,-71.21769862,366,548,260,262.5,177,327,1.029240766,0.689873418,1.304568528,0.678820598,1.25,1.888080808,0.006853578,1
129970891,43.65630269,-70.73725278,307,210,219,225.5,174.5,310,1.021780378,0.770810344,1.397883295,0.754078854,1.351509386,1.851437166,0.007726456,5
129970891,43.66489984,-70.72457556,317,206,199,208,150,326.5,1.062745961,0.775786334,1.733048207,0.716002845,1.612890718,2.237434275,0.010441401,5
129971174,43.61082878,-70.95444667,264,232,226.5,242,174.5,318.5,1.055714286,0.736111111,1.451844937,0.696076285,1.391746795,2.034752415,0.008212408,5
129971174,43.61139954,-70.96189783,265,220,226.5,239.5,165,316.5,1.042982649,0.728297031,1.434043779,0.703424278,1.366025513,2.043389724,0.008085996,5
129971174,43.61323669,-70.96964775,266,223,246,245,179,326,1.027522936,0.740963855,1.377289377,0.72027972,1.339108911,1.932960894,0.007273466,5
129971174,43.61700017,-70.98619547,268,234,216,226.5,154,278.5,1.038453178,0.725707547,1.365350877,0.693110795,1.305926916,1.952977395,0.008260637,5
129971240,43.62722043,-71.02111024,276,273,240,252,172,318,1.034482759,0.717948718,1.36119403,0.710810811,1.294520548,1.874015748,0.007518483,5
129971240,43.62802753,-71.02888691,279,266,255.5,260.5,186.5,322.5,1.026873249,0.737025427,1.320071011,0.712962963,1.270417854,1.777045008,0.006854828,5
131841110,44.0026812,-74.76007093,497,468,258.5,239.5,177,284.5,0.928447941,0.719103949,1.147270419,0.757486104,1.212051822,1.57282197,0.006154239,4
131843435,43.90191889,-75.02438414,456,428,256.5,260,210,316,0.998554913,0.793116371,1.238924668,0.776566835,1.222432446,1.604290079,0.005966901,4
131844637,43.73970126,-74.73769962,376,484,234,237.5,167,309,0.983527789,0.70738509,1.420791415,0.733063428,1.427038973,1.950262589,0.008031195,5
131844637,43.74430305,-74.7319117,382,506,258,254,189.5,319.5,0.972222222,0.725540047,1.261168385,0.75,1.268615104,1.712348055,0.006418217,4
131844637,43.74869972,-74.77390306,384,540,249,249.5,184,323,1.012121657,0.722765483,1.349588719,0.725252101,1.331406551,1.939170507,0.007516099,5
131844637,43.7490297,-74.77356863,385,523,245,253,184,327,1.003623188,0.728813559,1.347663551,0.732240437,1.358778626,1.931506849,0.007464575,5
131844766,43.74804869,-74.86860545,383,383,265,266,190,304,1,0.708791209,1.160377358,0.722054381,1.157894737,1.636103152,0.005854347,1
131844766,43.75657895,-74.79905685,390,533,262,271,198,312,0.985,0.727915194,1.18503937,0.743718593,1.152173913,1.615384615,0.005813036,4
131844766,43.75739943,-74.79910144,391,543,272,278,204,318,0.984848485,0.737931034,1.197115385,0.74537037,1.203125,1.629716981,0.005783076,4
131844984,43.71360214,-74.79309949,345,357,271,267,182,324,0.968810916,0.676880223,1.2,0.686346863,1.228070175,1.853932584,0.006400488,1
131844984,43.71428884,-74.78975516,346,340,274,269,187,335,0.988568845,0.67463309,1.275689223,0.69202061,1.277501933,1.893207547,0.006779909,1
131846933,43.39969926,-75.1738978,150,217,256,264,218,352,1.05,0.837545126,1.414486922,0.8125,1.347826087,1.670995671,0.006652661,4
131860521,44.31472017,-75.77915834,624,395,286,361,245,326,1.204761905,0.808219178,1.152173913,0.677419355,0.951030928,1.406862745,0.004617647,2
131860521,44.31650381,-75.77519866,627,424,279.5,341,238.5,323,1.189183091,0.814086786,1.201512614,0.67687189,1.006384551,1.418852236,0.004942997,2
131860521,44.31700323,-75.7760013,628,417,286,348,239,314,1.205673759,0.808777429,1.172043011,0.670926518,0.965417867,1.417525773,0.004751964,2
131860529,44.29116274,-75.7710517,612,399,287,312,196,305,1.070351759,0.659663866,1.149700599,0.62797619,1.074468085,1.774193548,0.005820106,1
131860529,44.29193863,-75.7733303,614,409,287,317,199,315,1.078231293,0.660049628,1.157381616,0.612280702,1.0625,1.814516129,0.005742297,1
131860529,44.29219725,-75.76750225,615,407,284,313,194,325,1.097087379,0.668032787,1.182108626,0.616519174,1.088709677,1.811557789,0.006076274,1
131860546,44.26843916,-75.73635989,604,435,267,329,231,353,1.165957447,0.817427386,1.383561644,0.705035971,1.140298507,1.693693694,0.005814607,2
132433372,44.51491152,-74.81910051,743,225,225,242,192,343,1.065830721,0.819366853,1.539823009,0.78125,1.462962963,1.860119048,0.007721342,4
132433433,44.51962033,-74.91649619,745,210,236.5,248.5,188.5,342.5,1.035129576,0.786831055,1.461070146,0.759457956,1.425458083,1.948992853,0.007410923,5
132433474,44.47972029,-74.75842106,731,263,220,238,181,319,1.021276596,0.78,1.493506494,0.763636364,1.461016949,1.865013774,0.007648273,5
132433493,44.45177956,-74.7620909,713,278,248.5,249.5,200,322,1.011935118,0.789204055,1.353801042,0.79934652,1.340341941,1.707347932,0.006176449,4
132434490,44.19121199,-74.44071903,568,329,266,265,210,322,1.007633588,0.766839378,1.280821918,0.7734375,1.271028037,1.708333333,0.00614191,4
132435146,44.13610642,-74.62213755,547,354,264,274,218,333.5,1.047581352,0.807094395,1.293416247,0.766510903,1.217072319,1.606504495,0.006023124,4
132436509,44.04104731,-74.60549619,512,481,256,260,193,314,0.976430976,0.742160279,1.254019293,0.767326733,1.268656716,1.631178707,0.006202283,4
132436556,43.97770132,-74.46399554,490,482,272,269,195.5,310,0.981216931,0.702242217,1.18787469,0.713544008,1.184712756,1.681701632,0.006037124,1
132436556,43.97800008,-74.46600213,491,501,263,269,191,298,0.981132075,0.676328502,1.164,0.69664903,1.181818182,1.712121212,0.00640574,1
132437266,43.86589828,-74.46090092,432,454,266.5,263,192.5,298,0.974062539,0.6875,1.116843972,0.713143858,1.147481276,1.625251467,0.005879951,1
132665168,44.18322574,-70.67495914,562,218,232.5,239,182.5,315.5,1.035562368,0.753604691,1.383504921,0.741646743,1.338555939,1.87749577,0.007004926,5
132665168,44.18743959,-70.67819645,566,216,251.5,259.5,198.5,328,1.032039698,0.76278228,1.347354949,0.731645107,1.314350624,1.760388366,0.006768277,5
132665168,44.19166236,-70.68332887,569,221,238,244,178,315,1.024390244,0.747099768,1.306569343,0.720238095,1.271875,1.807453416,0.007097668,5
132665178,44.18026936,-70.7062219,561,211,233,237,172,312,1,0.720357942,1.313333333,0.715725806,1.310160428,1.892561983,0.007440913,5
132665209,44.12537783,-70.67131605,542,216,208.5,215.5,153.5,289.5,1.008160422,0.731574183,1.328934578,0.717786973,1.341149714,1.906963726,0.007983181,5
132665328,44.06275421,-70.72641716,522,221,229,232,162,298,1.013215859,0.72808321,1.296296296,0.70625,1.266149871,1.817307692,0.007534838,5
132665328,44.07049967,-70.73411357,525,210,243.5,246,174.5,296.5,1.005256469,0.717129387,1.268700262,0.70930145,1.216602284,1.718820146,0.006520576,1
132665328,44.07804893,-70.73915682,528,216,227,228.5,159.5,283.5,1.006333173,0.703645833,1.249947857,0.699161426,1.228769592,1.723090278,0.007174729,5
132665328,44.0917562,-70.74419114,535,220,224.5,228.5,156,278.5,0.994240684,0.704026313,1.233041159,0.693116288,1.217726489,1.785280251,0.007340298,5
132665404,44.02313064,-70.51889506,503,212,265,266,183,319.5,1.017122618,0.704632405,1.158852711,0.69734065,1.150327744,1.759802697,0.006107413,1
132665404,44.03583016,-70.52443772,509,215,269,274,197,325,1.022346369,0.703539823,1.159493671,0.697068404,1.116402116,1.614925373,0.005507039,1
132665404,44.04280419,-70.52697495,513,208,253,264.5,179.5,307.5,1.00894367,0.697181801,1.16346501,0.679114558,1.140735502,1.675934274,0.006138319,1
132665404,44.05362643,-70.53318202,517,204,255.5,266.5,187,295.5,1.041575983,0.701699817,1.188054324,0.679451571,1.119988177,1.747386499,0.006266948,1
132665467,44.02929757,-70.73307906,505,226,231,228,170,308.5,1.006702712,0.759446084,1.365663363,0.760510304,1.353792359,1.827432186,0.007345914,5
132665467,44.03360061,-70.73690051,507,218,236.5,232,180,322.5,0.991739144,0.743235931,1.345204374,0.748741138,1.348965426,1.816700473,0.00718273,5
132665595,43.95736336,-70.45893799,485,370,221,236,161,298.5,1.045902133,0.728886842,1.346201728,0.689169375,1.272683662,1.914892076,0.007973718,5
132665595,43.98486709,-70.45793469,494,217,251,266,188,316,1.03960396,0.743742551,1.269360269,0.728,1.206349206,1.707317073,0.006187506,5
132665711,43.95479491,-70.59009353,481,429,263,259,196,297,1.014440433,0.758490566,1.183783784,0.745945946,1.158119658,1.54109589,0.005758947,4
132665711,43.95520069,-70.59069996,482,411,256,256,190,301,1.014285714,0.751445087,1.168539326,0.757936508,1.149390244,1.527472527,0.005636803,4
132665711,43.95555296,-70.59055281,483,420,259.5,253.5,191,290.5,1.009271303,0.755203595,1.193488007,0.743301435,1.157287157,1.549987199,0.005879832,4
132665711,43.98368543,-70.61463642,493,354,275,261,203.5,308,0.98779866,0.73993047,1.168306174,0.760812664,1.143281883,1.5,0.005444289,4
132665711,44.01495711,-70.64549786,502,222,253,240.5,181,288,1.00466178,0.73052066,1.200764031,0.753112891,1.18856406,1.621380201,0.006159758,4
132665711,44.03611108,-70.65666345,510,213,252,245,185,293,1,0.73816156,1.204081633,0.758241758,1.200934579,1.593406593,0.005786611,4
132665711,44.0551559,-70.67553882,520,205,254,256,190,296,0.987951807,0.758091993,1.186335404,0.755963303,1.205223881,1.623853211,0.006084561,4
132665711,44.08275328,-70.68174589,529,217,241,238,170,284,0.98630137,0.711297071,1.225806452,0.729323308,1.2,1.691588785,0.006337535,1
132665753,43.92017891,-70.49861507,463,429,236,233,168,293,1.017857143,0.721698113,1.25698324,0.713178295,1.195238095,1.743243243,0.007300979,5
132665753,43.92110195,-70.50830024,464,427,238,247,171,275,1.033333333,0.729582577,1.205357143,0.706766917,1.166666667,1.672727273,0.006897188,5
132665760,43.93345366,-70.47374666,468,404,251.5,254,184.5,284,1.007189374,0.728067175,1.134137636,0.71875,1.111605378,1.559674358,0.005931825,1
132665818,43.93681582,-70.69120364,469,421,228,236,171,308,1.006993007,0.70952381,1.311188811,0.697580645,1.29,1.921686747,0.007655418,5
132665818,43.94102967,-70.67709505,471,407,229,226,163,296,1.016042781,0.699115044,1.360995851,0.693877551,1.325,1.928057554,0.007788894,5
132665818,43.94803938,-70.69028507,474,412,232.5,231,167.5,294,0.997641509,0.717302665,1.216237551,0.71282751,1.237455949,1.757901684,0.006970343,5
132665935,43.8447443,-70.42165098,420,455,204,221,153,272,1.051851852,0.743169399,1.337760911,0.715277778,1.266331658,1.810457516,0.00803226,5
132665935,43.86836862,-70.42100887,435,413,226,231,166,263,1.025316456,0.745283019,1.167235495,0.704301075,1.12585034,1.565815324,0.006684923,5
132665935,43.8775722,-70.41639816,440,417,224,233,166,273,1.026086957,0.725714286,1.216216216,0.708333333,1.151685393,1.617977528,0.007008864,5
132665935,43.89291597,-70.40652571,452,422,223,235,162,278.5,1.025930076,0.728368495,1.238520109,0.714737794,1.184825602,1.689922481,0.007274167,5
132665935,43.89872172,-70.4040197,454,412,231,236.5,173,291,1.044602273,0.772373999,1.268788638,0.740328437,1.217375,1.621288515,0.006846066,5
132665935,43.90982488,-70.39387079,458,413,203,221,167,321,1.039800995,0.805263158,1.498422713,0.76146789,1.406976744,1.900900901,0.008657274,5
132665935,43.91574211,-70.39607804,461,443,221,231,179,300,1.026011561,0.81,1.361290323,0.766081871,1.30994152,1.751243781,0.007587947,5
132666130,43.77805399,-70.35814447,400,403,242,254,182,290,1.028089888,0.758397933,1.230215827,0.728395062,1.167037862,1.626582278,0.006676173,5
