system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,cloud_cover,cloud_qa_count,date,dissPermID,img_qual,included_RF,lat,loc_rowid,lon,nd_median,pixel_qa_median,radsat_qa_median,sensor,solar_az,solar_zen,sr_atmos_opacity_median,sr_cloud_qa_median,.geo
1_LT05_012029_19840518_000000000000000002ce,275.0,16,310.0,240.0,286.0,112.0,2771.0,90.0,5.0,0,1984-05-18,118181284,7.0,y,44.94520139023504,983,-70.7266891698147,-0.46919431279620855,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_000000000000000002cf,246.0,16,276.0,210.0,286.0,112.0,2771.0,90.0,5.0,0,1984-05-18,118181284,7.0,y,44.94633400190262,984,-70.64997033619018,-0.422680412371134,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_000000000000000002d1,308.0,15,346.0,301.0,321.0,160.0,2771.0,124.0,5.0,0,1984-05-18,118181284,7.0,y,44.947221363012254,986,-70.70194115896808,-0.3675889328063241,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_000000000000000002db,257.0,14,274.0,241.0,286.0,65.0,2786.0,22.0,5.0,0,1984-05-18,118181284,7.0,y,44.96070122549682,997,-70.7611624800589,-0.616519174041298,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_000000000000000002dd,246.0,16,310.0,241.0,286.0,65.0,2781.0,22.0,5.0,0,1984-05-18,118181284,7.0,y,44.962863889507744,999,-70.65162912178205,-0.6198830409356725,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000154,278.0,15,295.0,262.0,385.0,111.0,2846.0,55.0,5.0,0,1984-05-18,129967463,7.0,y,43.94002637166622,470,-71.05963686817235,-0.45320197044334976,68.0,0.0,LANDSAT_5,130.761963,32.929779,10.0,32.0,
1_LT05_012029_19840518_0000000000000000015f,437.0,1,467.0,444.0,732.0,396.0,2826.0,190.0,5.0,0,1984-05-18,129967463,7.0,y,43.956779214324015,484,-71.05879409807325,-0.08227114716106605,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,8.0,
1_LT05_012029_19840518_00000000000000000161,278.0,17,295.0,232.0,316.0,87.0,2841.0,55.0,5.0,0,1984-05-18,129967463,7.0,y,43.9631022196178,486,-71.06030127422932,-0.5445026178010471,68.0,0.0,LANDSAT_5,130.761963,32.929779,10.0,32.0,
1_LT05_012029_19840518_00000000000000000162,263.0,14,295.0,232.0,351.0,87.0,2841.0,55.0,5.0,0,1984-05-18,129967463,7.0,y,43.964582641167546,487,-71.05610080103698,-0.5445026178010471,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000163,273.0,16,292.0,230.0,350.0,87.0,2836.0,55.0,5.0,0,1984-05-18,129967463,7.0,y,43.974312399666154,488,-71.06057327939358,-0.5408970976253298,68.0,0.0,LANDSAT_5,130.761963,32.929779,10.0,32.0,
1_LT05_012029_19840518_00000000000000000164,270.0,16,291.0,260.0,350.0,111.0,2836.0,55.0,5.0,0,1984-05-18,129967463,7.0,y,43.9765597865971,489,-71.07076678440175,-0.44776119402985076,68.0,0.0,LANDSAT_5,130.761963,32.929779,11.0,32.0,
1_LT05_012029_19840518_00000000000000000167,271.0,11,326.0,291.0,385.0,182.0,2860.0,90.0,5.0,0,1984-05-18,129967463,7.0,y,43.98191516696229,492,-71.05366613186179,-0.28346456692913385,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000015d,294.0,16,321.0,288.0,383.0,135.0,2831.0,90.0,5.0,0,1984-05-18,132665711,7.0,y,43.95479491435523,481,-70.5900935272445,-0.40789473684210525,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000015e,261.0,15,321.0,288.0,383.0,135.0,2831.0,90.0,5.0,0,1984-05-18,132665711,7.0,y,43.955552961534316,483,-70.59055281465301,-0.40789473684210525,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_00000000000000000168,247.0,16,322.0,227.0,349.0,111.0,2831.0,55.0,5.0,0,1984-05-18,132665711,7.0,y,43.98368543008051,493,-70.61463641944268,-0.48729792147806006,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000171,263.0,16,322.0,258.0,349.0,111.0,2831.0,55.0,5.0,0,1984-05-18,132665711,7.0,y,44.014957105768325,502,-70.64549785783356,-0.44221105527638194,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000182,264.0,16,323.0,288.0,384.0,135.0,2831.0,90.0,5.0,0,1984-05-18,132665711,7.0,y,44.082753278184924,529,-70.68174589029702,-0.4104803493449782,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000130,292.0,15,354.0,318.0,382.0,181.0,2855.0,123.0,5.0,0,1984-05-18,132665935,7.0,y,43.84474430035619,420,-70.42165098495059,-0.30976430976430974,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000013b,276.0,14,354.0,287.0,382.0,181.0,2841.0,123.0,5.0,0,1984-05-18,132665935,7.0,y,43.86836861773734,435,-70.4210088743989,-0.3233644859813084,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000140,292.0,16,320.0,287.0,382.0,158.0,2841.0,123.0,5.0,0,1984-05-18,132665935,7.0,y,43.877572202311654,440,-70.41639816390962,-0.3389121338912134,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000146,262.0,16,286.0,288.0,382.0,135.0,2841.0,88.0,5.0,0,1984-05-18,132665935,7.0,y,43.892915969036565,452,-70.40652571417729,-0.3586698337292161,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_00000000000000000148,277.0,16,321.0,287.0,382.0,135.0,2846.0,55.0,5.0,0,1984-05-18,132665935,7.0,y,43.89872171860815,454,-70.40401969938526,-0.40789473684210525,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000014b,309.0,16,389.0,348.0,485.0,252.0,2850.0,156.0,5.0,0,1984-05-18,132665935,7.0,y,43.909824880231234,458,-70.39387078538762,-0.2144082332761578,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_0000000000000000014e,341.0,14,424.0,378.0,521.0,229.0,2846.0,190.0,5.0,0,1984-05-18,132665935,7.0,y,43.91574210732916,461,-70.39607804040908,-0.2588996763754045,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_0000000000000000012f,244.0,16,285.0,227.0,278.0,111.0,2802.0,55.0,5.0,0,1984-05-18,132666192,7.0,y,43.83365451603627,419,-70.50316335220758,-0.4393939393939394,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000013a,228.0,15,251.0,227.0,244.0,63.0,2797.0,55.0,5.0,0,1984-05-18,132666192,7.0,y,43.86609447620008,434,-70.57790680406544,-0.5987261146496815,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000013c,245.0,16,286.0,258.0,244.0,87.0,2792.0,55.0,5.0,0,1984-05-18,132666192,7.0,y,43.871699566224265,436,-70.56829744129526,-0.5335120643431636,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000013d,293.0,16,320.0,258.0,348.0,158.0,2807.0,88.0,5.0,0,1984-05-18,132666192,7.0,y,43.87173077993164,437,-70.4943967595365,-0.3840155945419103,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000013e,244.0,15,286.0,258.0,279.0,87.0,2792.0,55.0,5.0,0,1984-05-18,132666192,7.0,y,43.87474959134482,438,-70.54513687042366,-0.5335120643431636,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000029b,402.0,4,411.0,338.0,411.0,179.0,2821.0,122.0,5.0,12,1984-05-18,152430604,7.0,y,44.8387135979777,921,-69.23549889102661,-0.39322033898305087,96.0,0.0,LANDSAT_5,130.761963,32.929779,40.0,40.0,
1_LT05_012029_19840518_000000000000000001cc,496.0,6,559.0,528.0,588.0,300.0,2836.0,223.0,5.0,2,1984-05-18,152433322,7.0,y,44.31618721833281,626,-69.66219918903295,-0.31086142322097376,96.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,4.0,
1_LT05_012029_19840518_000000000000000001d1,544.0,3,645.0,572.5,657.0,418.0,2826.0,223.0,5.0,6,1984-05-18,152433322,7.0,y,44.323888085852104,634,-69.6579808794364,-0.22592592592592592,96.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,4.0,
1_LT05_012029_19840518_000000000000000001d3,464.0,8,490.0,468.0,554.0,252.0,2841.0,189.0,5.0,4,1984-05-18,152433322,7.0,y,44.327776421970704,637,-69.66794251118979,-0.3397129186602871,96.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,4.0,
1_LT05_012029_19840518_00000000000000000459,277.0,16,320.0,287.0,382.0,158.0,2841.0,88.0,5.0,0,1984-05-18,132665753,7.0,NA,43.921101946795396,464,-70.50830023662114,-0.3840155945419103,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000045b,270.0,16,325.0,290.0,384.0,135.0,2826.0,90.0,5.0,0,1984-05-18,132665818,7.0,NA,43.94803937625926,474,-70.69028506881438,-0.41304347826086957,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000045c,239.0,16,290.0,260.0,315.0,111.0,2841.0,55.0,5.0,0,1984-05-18,129966848,7.0,NA,43.950001380722775,475,-70.7416985039606,-0.4463840399002494,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000045e,283.0,17,323.0,289.0,418.0,135.0,2831.0,90.0,5.0,0,1984-05-18,132665404,7.0,NA,44.0358301577995,509,-70.52443772333356,-0.4104803493449782,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_00000000000000000460,283.0,16,323.0,259.0,384.0,135.0,2826.0,90.0,5.0,0,1984-05-18,132665404,7.0,NA,44.04280419184709,513,-70.52697495183298,-0.4104803493449782,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_00000000000000000461,266.0,16,323.0,289.0,383.0,135.0,2841.0,55.0,5.0,0,1984-05-18,106456127,7.0,NA,44.05165996653923,516,-70.4333249115085,-0.4104803493449782,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000462,298.0,16,323.0,289.0,383.0,158.0,2826.0,90.0,5.0,0,1984-05-18,132665404,7.0,NA,44.05362643010381,517,-70.53318202049937,-0.3875968992248062,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000464,301.0,15,359.0,320.0,419.0,158.0,2841.0,123.0,5.0,0,1984-05-18,132665328,7.0,NA,44.06275420996021,522,-70.72641716465046,-0.38878143133462284,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_00000000000000000469,284.0,14,360.0,291.0,385.0,135.0,2836.0,90.0,5.0,0,1984-05-18,132665328,7.0,NA,44.09175620321182,535,-70.74419114144949,-0.41304347826086957,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,40.0,
1_LT05_012029_19840518_0000000000000000046a,292.0,15,320.0,317.0,417.0,158.0,2836.0,123.0,5.0,0,1984-05-18,106455251,7.0,NA,44.1069394422988,539,-70.27916041078772,-0.3389121338912134,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000046d,339.0,15,423.0,348.0,451.0,206.0,2816.0,156.0,5.0,0,1984-05-18,106454929,7.0,NA,44.152301877315516,554,-70.25990155333788,-0.30756302521008405,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_0000000000000000046e,340.0,16,458.0,408.0,485.0,229.0,2846.0,156.0,5.0,0,1984-05-18,106454579,7.0,NA,44.15285034674508,556,-70.11201546690036,-0.3333333333333333,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000470,303.0,14,396.0,351.0,488.0,206.0,2836.0,123.0,5.0,0,1984-05-18,132665168,7.0,NA,44.183225743121156,562,-70.67495913849369,-0.3296500920810313,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000474,306.0,16,387.0,348.0,451.0,205.0,2836.0,123.0,5.0,0,1984-05-18,152433527,7.0,NA,44.25434394582257,592,-69.97699834610307,-0.30743243243243246,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000475,322.0,15,422.0,377.0,485.0,205.0,2836.0,156.0,5.0,0,1984-05-18,152433527,7.0,NA,44.25998024955412,596,-69.97635623555138,-0.30743243243243246,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000477,322.0,16,422.0,348.0,451.0,229.0,2836.0,156.0,5.0,0,1984-05-18,152433527,7.0,NA,44.268327686726174,603,-69.98638029471954,-0.2964669738863287,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000478,429.0,9,487.0,465.0,551.0,322.0,2841.0,222.0,5.0,0,1984-05-18,106401846,7.0,NA,44.281780794604416,608,-69.52144766428093,-0.20276497695852536,68.0,0.0,LANDSAT_5,130.761963,32.929779,15.0,0.0,
1_LT05_012029_19840518_00000000000000000480,310.0,1,390.0,379.0,487.0,276.0,2855.0,190.0,5.0,0,1984-05-18,106453289,7.0,NA,44.31998637243034,631,-70.09918217406855,-0.17117117117117117,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000487,292.0,15,355.0,318.0,417.0,182.0,2831.0,123.0,5.0,0,1984-05-18,152433387,7.0,NA,44.337800481138856,648,-69.95279880468601,-0.2749003984063745,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000048e,432.0,13,490.0,437.0,554.0,300.0,2831.0,223.0,5.0,0,1984-05-18,152433204,7.0,NA,44.35789319048568,657,-69.60519850026675,-0.24050632911392406,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000491,311.0,17,356.0,348.0,452.0,206.0,2841.0,156.0,5.0,0,1984-05-18,{3D8356D2-DBFB-4A6C-8C1C-FB0C8B564149},7.0,NA,44.36330208006352,662,-70.0604994724299,-0.2669039145907473,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000495,280.0,16,356.0,318.0,453.0,206.0,2846.0,123.0,5.0,0,1984-05-18,106452681,7.0,NA,44.38749716237951,677,-70.03019988077173,-0.2669039145907473,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000496,561.0,1,559.0,497.0,622.0,346.0,2821.0,222.0,5.0,0,1984-05-18,120022687,7.0,NA,44.38827304596281,678,-69.32613903814,-0.23535911602209944,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_0000000000000000049e,310.0,13,390.0,348.0,487.0,230.0,2850.0,156.0,5.0,0,1984-05-18,152433202,7.0,NA,44.42062382410557,701,-69.9854349652962,-0.2555391432791728,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_0000000000000000049f,255.0,17,326.0,291.0,385.0,158.0,2826.0,90.0,5.0,0,1984-05-18,106452811,7.0,NA,44.42689777928776,706,-70.32470120984657,-0.34710743801652894,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_000000000000000004a1,342.0,14,391.0,379.0,486.0,229.0,2836.0,156.0,5.0,0,1984-05-18,152433117,7.0,NA,44.44930922118238,711,-69.80657596294144,-0.25443786982248523,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_000000000000000004a3,281.0,16,357.0,319.0,417.0,230.0,2850.0,156.0,5.0,0,1984-05-18,106452553,7.0,NA,44.45472256986126,714,-70.0133266423855,-0.21635434412265758,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_000000000000000004b0,331.0,15,427.0,350.0,487.0,230.0,2831.0,156.0,5.0,0,1984-05-18,106451903,7.0,NA,44.52276845193684,753,-69.99333203326184,-0.2998477929984779,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_000000000000000004b2,325.0,6,425.0,379.0,451.0,347.0,2865.0,190.0,5.0,0,1984-05-18,{209807EF-DFED-4E07-9A11-B186DF0ABE7B},7.0,NA,44.54721770301289,767,-69.77221858932462,-0.10103626943005181,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_000000000000000004b7,334.0,14,395.0,352.0,523.0,253.0,2831.0,225.0,5.0,0,1984-05-18,152432902,7.0,NA,44.58607430959262,787,-70.23650910921151,-0.2191358024691358,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_000000000000000004ba,351.0,14,430.0,352.0,488.0,230.0,2821.0,190.0,5.0,0,1984-05-18,152432902,7.0,NA,44.592103014216875,792,-70.24505720593096,-0.30303030303030304,66.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,0.0,
1_LT05_012029_19840518_000000000000000004bc,318.0,15,395.0,322.0,420.0,182.0,2816.0,157.0,5.0,0,1984-05-18,152432902,7.0,NA,44.597489608289436,799,-70.2511082060605,-0.36915077989601386,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,36.0,
1_LT05_012029_19840518_000000000000000004c3,278.0,16,329.0,263.0,386.0,136.0,2821.0,90.0,5.0,0,1984-05-18,106451693,7.0,NA,44.679951764070815,839,-70.43549203462048,-0.37037037037037035,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_000000000000000004cc,264.0,16,305.0,238.0,285.0,88.0,2816.0,56.0,5.0,0,1984-05-18,118181950,7.0,NA,44.75858355204728,879,-71.04689721646265,-0.5083798882681564,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,36.0,
1_LT05_012029_19840518_000000000000000004dd,392.0,5,460.0,440.0,556.0,277.0,2816.0,223.0,5.0,1,1984-05-18,152430568,7.0,NA,44.92390472360379,962,-69.49150034160598,-0.24830393487109906,96.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,4.0,
1_LT05_012029_19840518_000000000000000004de,391.0,9,460.0,410.0,522.0,277.0,2836.0,223.0,5.0,0,1984-05-18,152430424,7.0,NA,44.9289702624005,965,-69.39222737485312,-0.24528301886792453,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,4.0,
1_LT05_012029_19840518_000000000000000004e0,318.0,16,395.0,382.0,489.0,230.0,2797.0,190.0,5.0,0,1984-05-18,152430810,7.0,NA,44.93940009976451,978,-69.95060046786666,-0.2591508052708638,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,4.0,
1_LT05_012029_19840518_000000000000000004e3,318.0,15,395.0,412.0,489.0,231.0,2816.0,191.0,5.0,0,1984-05-18,152430816,7.0,NA,44.96356396837313,1000,-70.05779279809047,-0.26198083067092653,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,4.0,
1_LT05_012029_19840518_00000000000000000504,277.0,16,329.0,292.0,386.0,182.0,2807.0,123.0,5.0,0,1984-05-18,103457908,7.0,NA,45.28164948291964,1132,-69.51002790648306,-0.2876712328767123,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000507,263.0,15,277.0,242.0,322.0,136.0,2797.0,56.0,5.0,0,1984-05-18,106571295,7.0,NA,45.322641998903975,1145,-70.63833208244068,-0.3414043583535109,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000050a,249.0,17,278.0,211.0,288.0,112.0,2807.0,56.0,5.0,0,1984-05-18,106571295,7.0,NA,45.35192937462299,1161,-70.69533723030794,-0.4256410256410256,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000050c,235.0,16,271.0,239.0,285.0,136.0,2771.0,90.0,5.0,0,1984-05-18,106570913,7.0,NA,45.36086987223517,1167,-70.36316541553359,-0.3316953316953317,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,36.0,
1_LT05_012029_19840518_0000000000000000050d,248.0,16,270.0,238.0,285.0,136.0,2792.0,90.0,5.0,0,1984-05-18,106570771,7.0,NA,45.37558044661047,1171,-70.28148360243657,-0.3832199546485261,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,36.0,
1_LT05_012029_19840518_00000000000000000465,329.0,15,391.0,349.0,453.0,206.0,2811.0,123.0,5.0,0,1984-05-18,106456205,7.0,NA,44.065830989687086,523,-70.48805145873744,-0.3098827470686767,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000466,329.0,16,391.0,349.0,453.0,206.0,2811.0,156.0,5.0,0,1984-05-18,106456205,7.0,NA,44.06588003979868,524,-70.48762338503631,-0.3098827470686767,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000467,377.0,13,426.0,380.0,487.0,277.0,2816.0,190.0,5.0,0,1984-05-18,106456205,7.0,NA,44.07133352038704,526,-70.49555166670935,-0.24932249322493225,66.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,0.0,
1_LT05_012029_19840518_00000000000000000468,265.0,15,322.0,258.0,383.0,135.0,2816.0,90.0,5.0,0,1984-05-18,106456205,7.0,NA,44.085638316566495,531,-70.5095220303098,-0.40919037199124725,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000045d,278.0,15,321.0,288.0,383.0,111.0,2831.0,90.0,5.0,0,1984-05-18,132665711,7.0,NA,43.955200692551095,482,-70.59069996498778,-0.4861111111111111,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_0000000000000000045f,280.0,18,322.0,289.0,383.0,158.0,2831.0,90.0,5.0,0,1984-05-18,132665711,7.0,NA,44.03611108116587,510,-70.65666344687139,-0.3416666666666667,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000463,265.0,16,323.0,260.0,349.0,87.0,2831.0,55.0,5.0,0,1984-05-18,132665711,7.0,NA,44.05515590176514,520,-70.67553882163064,-0.5756097560975609,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000044d,244.0,16,286.0,227.0,278.0,87.0,2797.0,55.0,5.0,0,1984-05-18,132666192,7.0,NA,43.847486647504056,421,-70.57998028605529,-0.5335120643431636,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_0000000000000000044e,244.0,17,285.0,258.0,279.0,87.0,2797.0,55.0,5.0,0,1984-05-18,132666192,7.0,NA,43.849997121397145,422,-70.54170336261251,-0.532258064516129,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_00000000000000000450,308.0,15,320.0,288.0,348.0,158.0,2792.0,123.0,5.0,0,1984-05-18,132666192,7.0,NA,43.86089516437177,429,-70.60821531392571,-0.3389121338912134,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000454,260.0,17,320.0,258.0,314.0,111.0,2792.0,88.0,5.0,0,1984-05-18,132666192,7.0,NA,43.884809323321406,447,-70.48884963782602,-0.48491879350348027,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_00000000000000000455,308.0,15,355.0,318.0,348.0,182.0,2792.0,123.0,5.0,0,1984-05-18,132666192,7.0,NA,43.88849699989259,449,-70.58950492590544,-0.3221601489757914,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,32.0,
1_LT05_012029_19840518_00000000000000000457,292.0,16,319.0,288.0,348.0,182.0,2797.0,123.0,5.0,0,1984-05-18,132666192,7.0,NA,43.90121881519807,455,-70.59094521554572,-0.27345309381237526,68.0,0.0,LANDSAT_5,130.761963,32.929779,9.0,32.0,
1_LT05_012029_19840518_000000000000000004d8,549.0,2,657.0,582.0,620.0,346.0,2821.0,223.0,5.0,0,1984-05-18,152430604,7.0,NA,44.84955813173969,927,-69.23116910390371,-0.3100697906281156,68.0,0.0,LANDSAT_5,130.761963,32.929779,35.0,0.0,
1_LT05_012029_19840518_00000000000000000483,480.0,17,560.0,497.0,554.0,252.0,2836.0,189.0,5.0,0,1984-05-18,152433322,7.0,NA,44.33005056350797,640,-69.66742971456864,-0.3793103448275862,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,0.0,
1_LT05_012029_19840518_00000000000000000484,448.0,8,490.0,437.0,554.0,276.0,2855.0,156.0,5.0,0,1984-05-18,152433322,7.0,NA,44.33054998282596,641,-69.67012301160493,-0.2793733681462141,68.0,0.0,LANDSAT_5,130.761963,32.929779,8.0,0.0,
1_LT05_015029_19840507_000000000000000000f4,283.0,15,351.0,307.0,363.0,186.0,2807.0,91.0,2.0,0,1984-05-07,{2DDE314B-2464-492A-81D0-75C77AE26532},9.0,y,43.70678863196468,341,-74.47700719261326,-0.26043737574552683,68.0,0.0,LANDSAT_5,133.321518,35.204929,9.0,32.0,
1_LT05_015029_19840507_000000000000000000ff,351.0,13,405.0,388.0,464.0,282.0,2811.0,194.0,2.0,0,1984-05-07,{CE57E4DF-187C-4AFB-9523-1D0345861DE0},9.0,y,43.72359944293617,358,-74.30390043061743,-0.17962466487935658,66.0,0.0,LANDSAT_5,133.321518,35.204929,27.0,0.0,
1_LT05_015029_19840507_00000000000000000111,291.0,15,314.0,306.0,363.0,211.0,2792.0,126.0,2.0,0,1984-05-07,131844637,9.0,y,43.744303049127325,382,-74.7319117043335,-0.1961904761904762,68.0,0.0,LANDSAT_5,133.321518,35.204929,9.0,8.0,
1_LT05_015029_19840507_00000000000000000113,274.0,15,278.0,275.0,327.0,138.0,2831.0,91.0,2.0,0,1984-05-07,131844637,9.0,y,43.74869972276603,384,-74.77390305895379,-0.33653846153846156,68.0,0.0,LANDSAT_5,133.321518,35.204929,9.0,32.0,
1_LT05_015029_19840507_00000000000000000114,258.0,16,313.0,275.0,327.0,162.0,2831.0,91.0,2.0,0,1984-05-07,131844637,9.0,y,43.74902969624398,385,-74.77356862637478,-0.3178947368421053,68.0,0.0,LANDSAT_5,133.321518,35.204929,9.0,32.0,
